---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
6546.3924,26521.8039,,19879.0064,,17566.8955,,12535.4043,,20810.4,,9681.70667,,21068.1074,,14746.2268,,16680.5752,,,,,
6546.55906,,34979.6078,,23630.8535,,21830.8657,,26552.8794,,22333.6552,,17089.44,,28102.2282,,18989.2948,,19567.2418,,,,
6546.72572,26477.9608,,19915.3885,,17565.5224,,12461.8723,,20762.5931,,9703.54667,,21013.9329,,14724.3546,,16656.0523,,,,,
6546.89238,,34843.6601,,23462.7516,,21813.7015,,26511.6879,,22271.3103,,17145.92,,27988.5638,,19035.9753,,19620.8627,,,,
6547.05912,26468.2353,,19961.3248,,17554.8657,,12461.8156,,20772.4414,,9693.49333,,21073.6376,,14626.9361,,16655.0588,,,,,
6547.22578,,34819.1634,,23572.1529,,21709.403,,26266.0993,,22350.0138,,17126.96,,28034.1208,,19126.301,,19723.7386,,,,
6547.39244,26418.9281,,19929.5541,,17549.3134,,12463.5177,,20725.2138,,9719.04,,20994.953,,14684.8,,16626.3791,,,,,
6547.5591,,34875.5556,,23539.2102,,21747.3433,,26561.5603,,22273.3793,,17108.9067,,28012.7785,,19121.3856,,19672.8627,,,,
6547.72583,26461.5686,,19891.8471,,17518.0597,,12419.3475,,20724.469,,9726.26667,,21016.6443,,14672.1979,,16667.1111,,,,,
6547.89249,,34812.0784,,23465.0701,,21749.5522,,26812.9078,,22372.1931,,17126.3467,,28845.1007,,19141.7402,,19626.6144,,,,
6548.05915,26473.8824,,19944.535,,17578.8657,,12505.3617,,20815.6966,,9668.88,,20925.0201,,14663.5546,,16629.0458,,,,,
6548.22581,,34819.1373,,23463.7707,,21719.1045,,26618.2128,,22291.531,,17030.5333,,28998.9799,,19180.833,,19540.4444,,,,
6548.39247,26533.7516,,19860.0764,,17510.6269,,12489.7872,,20708.6897,,9686.34667,,21010.443,,14626.9361,,16674.7451,,,,,
6548.55921,,34870.0392,,23486.4713,,21700.2985,,26535.1773,,22402.5655,,17043.9733,,28794.0134,,19036.8,,19484.1307,,,,
6548.72587,26499.5033,,19992.7643,,17522,,12462.6383,,20815.8621,,9694.26667,,20951.3289,,14634.7546,,16681.9346,,,,,
6548.89253,,34720.7059,,23526.0382,,21603.7612,,26825.8723,,22354.6207,,17072,,28741.5839,,19011.7608,,19497.9085,,,,
6549.05919,26419.9739,,19935.949,,17518.7761,,12428.9362,,20713.4345,,9675.46667,,20996.2148,,14690.4412,,16694.5359,,,,,
6549.22592,,34878.9542,,23481.2994,,21657.7313,,26977.6454,,22378.7586,,17101.8667,,28873.8255,,19092.7175,,19455.3987,,,,
6549.39258,26416.366,,19913.0955,,17594.5373,,12403.4894,,20795.0069,,9693.06667,,21047.2483,,14711.4557,,16602.5359,,,,,
6549.55924,,34702.0392,,23554.293,,21662.2687,,27205.617,,22232.5517,,17148.9333,,28721.6376,,19052.2062,,19417.5948,,,,
6549.7259,26429.1503,,19903.6433,,17530.8955,,12400.5957,,20711.3103,,9671.49333,,20975.3826,,14686.7464,,16668.9673,,,,,
6549.89256,,34700.549,,23517.5287,,21683.1642,,27038.2411,,22353.3793,,17131.7333,,28726.8456,,19015.2907,,19524.4444,,,,
6550.0593,26525.0719,,19861.6306,,17564.2985,,12394.9787,,20722.8966,,9685.94667,,20940.5369,,14634.5897,,16690.1699,,,,,
6550.22595,,34766.1438,,23519.7452,,21661.4627,,26976.8227,,22304.3034,,17155.3867,,28807.3826,,19105.8474,,19507.3464,,,,
6550.39261,26464.3399,,19937.6051,,17626.1194,,12393.4752,,20736.8,,9739.36,,21013.7718,,14635.8103,,16694.2745,,,,,
6550.55927,,34683.4248,,23520.8662,,21626.7164,,27595.4894,,22271.7793,,17204.56,,28619.0872,,19073.6165,,19423.7124,,,,
6550.72601,26482.7974,,19840.7898,,17551.9403,,12421.3901,,20765.9586,,9697.06667,,20962.7114,,14638.3505,,16657.8301,,,,,
6550.89267,,34699.6601,,23531.6433,,21767.2239,,27449.4184,,22289.9586,,17134.16,,28458.7651,,19046.6639,,19484.2353,,,,
6551.05933,26526.5882,,19874.4204,,17593.6716,,12439.8865,,20786.0414,,9706.24,,20945.5302,,14689.2536,,16644.4967,,,,,
6551.22599,,34798.3791,,23501.8854,,21781.194,,27474.922,,22360.3586,,17130,,28642.3087,,19034.6557,,19514.8235,,,,
6551.39265,26452.6797,,19972.0764,,17580.8955,,12398.7518,,20796.6069,,9708.08,,21011.4899,,14705.7485,,16723.2941,,,,,
6551.55938,,34761.098,,23489.5287,,21591.1642,,27487.773,,22270.9517,,17222.08,,28919.5973,,19231.1093,,19471.0327,,,,
6551.72604,26594.6928,,19950.0637,,17534.2388,,12362.8085,,20690.069,,9704.32,,20993.745,,14682.2928,,16628.366,,,,,
6551.8927,,34716.8105,,23467.8981,,21522.0299,,27504.7943,,22292.3034,,17229.6267,,28659.4362,,19469.9876,,19351.5556,,,,
6552.05936,26460.3137,,19891.6943,,17538.8955,,12369.4468,,20755.2552,,9704.72,,20964.5101,,14682.4907,,16659.7647,,,,,
6552.22602,,34640.6797,,23484.3567,,21596.9552,,27458.7801,,22293.7103,,17254.4533,,28326.7383,,19361.4186,,19473.1765,,,,
6552.39276,26476.2353,,19896.7898,,17565.3731,,12362.5816,,20776.1103,,9671.46667,,21045.5034,,14669.1959,,16647.0588,,,,,
6552.55942,,34676.4706,,23468.4076,,21579.0149,,28776.9929,,22292.5517,,17304.4,,28704,,19303.5216,,19472.6797,,,,
6552.72608,26437.1503,,19886.4713,,17570.9851,,12411.1489,,20777.269,,9708.77333,,21068.0805,,14678.1691,,16575.6601,,,,,
6552.89274,,34629.8301,,23458.9299,,21588.9552,,29251.773,,22361.5448,,17486.64,,28681.4765,,19189.7732,,19427.2418,,,,
6553.05947,26361.2026,,19874.879,,17484.5373,,12394.3262,,20748.9379,,9663.33333,,21048.9128,,14626.6062,,16696.6275,,,,,
6553.22613,,34549.6732,,23454.6242,,21616.2687,,29214.8936,,22337.6552,,17585.3867,,28463.4631,,19230.7134,,19392.366,,,,
6553.39279,26373.3333,,19953.1975,,17647.8507,,12335.1489,,20805.2966,,9706.42667,,21047.7584,,14671.0103,,16694.3529,,,,,
6553.55945,,34676.0261,,23482.7006,,21584.6269,,29612.9929,,22457.0759,,17752,,28351.2483,,19325.8557,,19357.7778,,,,
6553.72611,26442.9542,,19878.1911,,17576.9254,,12365.8156,,20649.5448,,9685.44,,21065.3691,,14759.8186,,16682.7712,,,,,
6553.89285,,34589.4379,,23487.4395,,21569.5224,,29121.5319,,22414.2897,,17638.4,,28517.906,,19288.7423,,19371.7647,,,,
6554.05951,26476.0523,,19946.7261,,17510.1194,,12442.5532,,20753.8207,,9646.48,,21065.745,,14699.5794,,16649.9346,,,,,
6554.22617,,34611.1634,,23433.7325,,21540.8955,,29021.305,,22389.4345,,17493.7333,,28915.4362,,19200.066,,19316.6536,,,,
6554.39283,26432.915,,19916.3822,,17628.1194,,12350.8652,,20696.1931,,9659.54667,,20988.8054,,14690.0124,,16661.5163,,,,,
6554.55956,,34654.4575,,23443.5159,,21440.9851,,28740.6241,,22376.9379,,17474.4533,,28740.4295,,19175.6536,,19312.6013,,,,
6554.72622,26428.5229,,19927.3376,,17546,,12364.2553,,20786.6207,,9625.2,,20978.2819,,14697.534,,16621.1242,,,,,
6554.89288,,34643.1373,,23532.2803,,21456.2687,,28559.2057,,22401.5724,,17337.6,,28545.8255,,19216.6268,,19449.098,,,,
6555.05954,26538.1438,,19859.9236,,17568.3582,,12364.1986,,20735.4207,,9703.78667,,21046.8993,,14642.9361,,16689.1242,,,,,
6555.2262,,34662.5098,,23651.5159,,21658.7463,,28537.5319,,22445.4345,,17292.4,,28467.1678,,19167.1753,,19462.6144,,,,
6555.39294,26430.6405,,19945.707,,17601.5821,,12396.7092,,20741.7103,,9663.41333,,20960.8054,,14747.1175,,16671.6601,,,,,
6555.5596,,34695.3464,,23574.0637,,21595.2836,,28546.6099,,22367.6966,,17321.3867,,28038.1208,,19192.3794,,19302.902,,,,
6555.72626,26442.5359,,19965.9873,,17630.2388,,12429.8723,,20802.9241,,9714.42667,,21026.9262,,14736.2969,,16671.3725,,,,,
6555.89292,,34596.3922,,23514.9809,,21547.8806,,28373.4468,,22329.2138,,17231.2533,,27920.4295,,19209.8309,,19285.4641,,,,
6556.05965,26443.1634,,19906.0892,,17521.3134,,12428.0284,,20752.9931,,9701.30667,,21046.3624,,14686.4165,,16669.5948,,,,,
6556.22631,,34665.2288,,23522.1656,,21615.8209,,28170.4397,,22350.4,,17176.64,,27689.1544,,19192.6103,,19265.2549,,,,
6556.39297,26460.7843,,19888.8917,,17553.4627,,12435.5745,,20724.6621,,9720.58667,,20944.9396,,14701.9876,,16683.3987,,,,,
6556.55963,,34658.4052,,23496.1019,,21626.4776,,28018.6383,,22379.0069,,17236.3733,,27586.5772,,19127.1918,,19235.268,,,,
6556.72629,26497.3072,,19926.2166,,17599.7313,,12360.9078,,20737.7103,,9684.05333,,20969.6376,,14702.0206,,16639.1111,,,,,
6556.89303,,34693.3072,,23474.9299,,21722.4179,,27963.6879,,22401.5448,,17071.4667,,27741.4497,,19111.7196,,19299.6601,,,,
6557.05969,26578.9804,,19888.0255,,17614.3284,,12367.8582,,20711.5862,,9682.32,,21051.4094,,14740.4206,,16609.8301,,,,,
6557.22635,,34694.7712,,23521.2484,,21651.791,,27689.2199,,22330.0414,,17184.6133,,27890.5772,,19106.1773,,19246.902,,,,
6557.39301,26470.3268,,19926.4968,,17558.1493,,12360.1135,,20808.5793,,9687.73333,,20986.0134,,14680.8082,,16609.9608,,,,,
6557.55974,,34618.1699,,23494.293,,21662.9851,,27441.5035,,22364.3862,,17102.6933,,27866.5772,,19018.3588,,19246.0654,,,,
6557.7264,26502.4314,,19900.6115,,17517.9701,,12392.1135,,20744.9655,,9669.44,,20983.2483,,14687.901,,16592.2876,,,,,
6557.89306,,34721.5425,,23414.8025,,21564.597,,27838.5532,,22350.3448,,17007.7867,,27897.6913,,19058.8701,,19279.451,,,,
6558.05972,26453.8039,,19933.5541,,17551.7612,,12386.8085,,20768.6069,,9647.09333,,21040.8591,,14721.5835,,16667.0327,,,,,
6558.22638,,34713.7255,,23426.6242,,21538.806,,28032.0284,,22389.7655,,17154.3733,,27777.1544,,19077.4433,,19299.2418,,,,
6558.39312,26486.8235,,19916.6115,,17606.8657,,12433.9574,,20740.7172,,9688.85333,,21093.557,,14653.8557,,16627.6601,,,,,
6558.55978,,34761.3856,,23389.5796,,21608.9851,,27988.7376,,22436.3586,,17033.1467,,27742.6846,,19048.0495,,19409.1242,,,,
6558.72644,26485.6209,,19979.9745,,17561.6418,,12385.5887,,20738.1241,,9751.06667,,21058.2282,,14674.3753,,16680.7059,,,,,
6558.8931,,34745.1242,,23446.242,,21659.9403,,27785.3333,,22426.3724,,17048.8533,,27684.4564,,19006.0206,,19340.2092,,,,
6559.05983,26449.8039,,19905.7834,,17576.5373,,12343.7163,,20745.0759,,9697.52,,21085.5302,,14673.2866,,16645.0458,,,,,
6559.22649,,34869.2026,,23305.1975,,21640.8657,,27728.0284,,22296.6345,,16991.3067,,27838.7919,,18930.7711,,19291.0588,,,,
6559.39315,26551.6078,,19911.9745,,17576.3881,,12420.9078,,20718.7034,,9691.38667,,21061.1812,,14684.3052,,16659.0327,,,,,
6559.55981,,34759.268,,23341.9108,,21712.806,,27724.8511,,22331.6138,,17128.3733,,27706.4698,,19025.0557,,19391.6078,,,,
6559.72647,26481.281,,19946.4713,,17525.1642,,12434.7801,,20759.8897,,9623.12,,21000.4295,,14688.9567,,16715.1373,,,,,
6559.89321,,34749.098,,23493.4013,,21777.8507,,27522.695,,22390.9241,,17197.76,,27575.5436,,18984.4454,,19249.5425,,,,
6560.05987,26443.5294,,19957.2229,,17526.7463,,12437.5603,,20736.331,,9678.56,,20995.1678,,14677.0144,,16709.1503,,,,,
6560.22653,,34827.0588,,23390.1656,,21899.2239,,27703.4326,,22355.0345,,17275.2,,27410.7383,,19146.5237,,19369.5686,,,,
6560.39319,26432.6536,,19861.7834,,17536.6567,,12432.9645,,20686.7862,,9714.10667,,21051.2752,,14685.8227,,16590.0392,,,,,
6560.55992,,34795.4771,,23403.8471,,21826.6269,,27544.7376,,22294.1241,,17161.7333,,27378.2282,,19038.5485,,19342.9542,,,,
6560.72658,26402.902,,19969.6306,,17567.6418,,12433.5603,,20746.1517,,9718.90667,,21030.7383,,14646.2351,,16552.915,,,,,
6560.89324,,34742.5098,,23399.6688,,21804.7761,,27420.4823,,22293.9586,,17182.6667,,27451.0872,,18993.1546,,19289.5686,,,,
6561.0599,26400.1046,,19911.465,,17492.7463,,12438.5532,,20751.8621,,9695.49333,,21073.6913,,14620.6351,,16636,,,,,
6561.22656,,34697.6732,,23423.4904,,21881.5821,,27337.078,,22231.1724,,17295.4667,,27318.1477,,18931.9258,,19333.9608,,,,
6561.3933,26435.2157,,19873.2484,,17544.806,,12451.1206,,20750.4,,9678.93333,,21029.2349,,14693.6742,,16640.8889,,,,,
6561.55996,,34809.8301,,23391.5159,,21687.3433,,27352.7376,,22287.2552,,17385.7867,,27444,,18924.0082,,19385.7255,,,,
6561.72662,26512.183,,19907.8471,,17550.3582,,12477.4752,,20730.9793,,9645.52,,21049.7987,,14690.9361,,16642.1438,,,,,
6561.89328,,34665.8824,,23318.5732,,21647.5522,,27320.6525,,22323.6414,,17259.3867,,27408.0537,,18865.4515,,19265.6209,,,,
6562.06001,26467.7386,,19909.172,,17599.6119,,12459.8582,,20804.6621,,9672.72,,20983.1946,,14740.3216,,16680.4183,,,,,
6562.22667,,34823.5294,,23343.7197,,21689.9403,,27228.2837,,22294.6207,,17255.5733,,27372,,18846.6474,,19244.366,,,,
6562.39333,26467.7647,,19877.2739,,17521.6119,,12403.0922,,20709.0207,,9707.41333,,21029.4497,,14686.1196,,16654.0915,,,,,
6562.55999,,34916.1046,,23440,,21782.7463,,27158.8652,,22253.6,,17356.3467,,27242.3893,,18811.0515,,19255.2157,,,,
6562.72665,26494.902,,19975.7197,,17542.6866,,12444.3972,,20760.4138,,9715.14667,,21010.8725,,14719.0103,,16610.9804,,,,,
6562.89339,,35002.2222,,23397.8089,,21815.9104,,27038.8652,,22250.2621,,17308.7733,,26887.9732,,18789.3113,,19209.3333,,,,
6563.06005,26505.4902,,19963.9745,,17536.4776,,12471.5177,,20757.3517,,9669.14667,,20996.6174,,14637.2948,,16636.6013,,,,,
6563.22671,,34972.3922,,23393.6815,,21699.4328,,27046.6383,,22299.9448,,17239.8133,,26889.396,,18766.6474,,19183.0588,,,,
6563.39337,26423.7647,,19892.7643,,17581.403,,12451.4326,,20705.2138,,9721.62667,,21001.9597,,14708.7175,,16614.5621,,,,,
6563.56003,,34882.2745,,23443.5924,,21716.597,,27058.7801,,22222.8138,,17127.52,,26748.0268,,18819.6619,,19225.6732,,,,
6563.72676,26457.9869,,19928.2293,,17562.3881,,12466.8936,,20681.9034,,9657.92,,21006.4161,,14677.4433,,16662.6405,,,,,
6563.89342,,34853.3856,,23361.1975,,21609.3433,,27071.1773,,22230.4552,,17180.9067,,26882.7919,,18887.0928,,19162.9542,,,,
6564.06008,26440.0784,,19960.3822,,17574.597,,12448.6809,,20738.7862,,9691.17333,,21098.9262,,14752.5278,,16632.1307,,,,,
6564.22674,,34854.7451,,23312.0255,,21732.5373,,27081.9007,,22313.131,,17120.9867,,26904.9664,,18909.2289,,19253.4379,,,,
6564.39348,26457.6209,,19863.7962,,17570.7761,,12478.156,,20786.3448,,9661.17333,,21074.6846,,14787.233,,16622.6405,,,,,
6564.56014,,34974.1176,,23413.9363,,21834.9254,,27839.0071,,22301.8207,,17134.9867,,26837.0201,,18904.0495,,19232,,,,
6564.7268,26503.4771,,19910.242,,17612.1493,,12369.7021,,20783.4207,,9662.26667,,21015.6779,,14750.0206,,16644.6275,,,,,
6564.89346,,34846.3529,,23359.2102,,21833.9701,,28455.3759,,22219.5034,,17169.1733,,26842.094,,18986.4577,,19351.0327,,,,
6565.06012,26412.8627,,19932.9682,,17590.6567,,12435.4894,,20806.6759,,9737.2,,21037.1007,,14692.7175,,16614.0915,,,,,
6565.22685,,34776.6275,,23366.9299,,21776.597,,28514.4397,,22278.0414,,17037.2,,26750.0134,,18891.7773,,19380.8366,,,,
6565.39351,26455.085,,19947.0064,,17570.5373,,12397.1064,,20748.1379,,9643.44,,21000.1879,,14725.2124,,16662.1176,,,,,
6565.56017,,34711.085,,23402.3185,,21766.4478,,28642.7518,,22235.7517,,17017.36,,26801.2617,,18846.5155,,19373.8562,,,,
6565.72683,26516.0523,,19931.949,,17459.0448,,12451.6028,,20787.5586,,9651.30667,,20978.3087,,14699.7443,,16658.5621,,,,,
6565.89357,,34781.5163,,23336.6369,,21789.5522,,28546.922,,22187.1448,,17097.92,,26777.3691,,18811.1505,,19383.7908,,,,
6566.06023,26451.7124,,19937.7325,,17551.1642,,12382.6383,,20732.8276,,9690.50667,,21067.3826,,14701.6907,,16622.7712,,,,,
6566.22688,,34687.6863,,23357.3503,,21863.7015,,28196.1986,,22234.6483,,17183.2,,26715.1678,,18847.2742,,19396.6797,,,,
6566.39354,26434.8235,,19946.242,,17497.403,,12350.7234,,20694.6483,,9688.48,,21088.349,,14669.3608,,16720.2353,,,,,
6566.5602,,34838.6928,,23293.707,,21847.9403,,28076.1418,,22213.9862,,17304.4267,,27073.6913,,18855.1918,,19244.732,,,,
6566.72694,26410.7451,,19929.8344,,17635.1642,,12406.0426,,20706.3724,,9711.81333,,21066.1745,,14706.3093,,16658.8235,,,,,
6566.8936,,34747.1895,,23297.6051,,21841.0448,,27943.5745,,22234.7862,,17266.48,,27117.2349,,18730.4247,,19214.6928,,,,
6567.06026,26427.268,,19952.2548,,17551.194,,12401.0496,,20690.0414,,9726.58667,,21076.4832,,14691.266,,16645.3595,,,,,
6567.22692,,34837.3333,,23376.4331,,21883.6716,,28276.8794,,22236.3034,,17234.48,,27177.7718,,18767.7031,,19180.8627,,,,
6567.39365,26491.7124,,19923.7962,,17581.4627,,12476.4539,,20790.2069,,9678.8,,21025.557,,14693.1464,,16656.9935,,,,,
6567.56031,,34868.5229,,23367.1338,,21761.6418,,28102.922,,22342.3172,,17176.7467,,27148.0537,,18787.134,,19219.6601,,,,
6567.72697,26482.7712,,19911.5669,,17538.4478,,12360.1702,,20766.0414,,9663.6,,21016.0268,,14671.7691,,16617.5948,,,,,
6567.89363,,34925.098,,23372.586,,21815.791,,28056.3972,,22234.3724,,17337.9733,,27737.047,,18683.1505,,19260.1307,,,,
6568.06029,26464.3922,,20039.949,,17514.3582,,12388.9362,,20747.3931,,9691.2,,20920.3221,,14737.3856,,16660.7582,,,,,
6568.22703,,35022.8235,,23380.4841,,21736.7164,,28195.4326,,22281.8483,,17359.52,,27956.8591,,18688.9567,,19493.7778,,,,
6568.39369,26482.3791,,19906.4968,,17560.1791,,12406.8085,,20694.3448,,9687.6,,21068.4295,,14648.9402,,16661.1242,,,,,
6568.56035,,34887.6601,,23396.3057,,21742.4478,,27863.8865,,22299.5034,,17272.1333,,27744.7785,,18746.8866,,19599.1895,,,,
6568.72701,26447.4248,,19926.5223,,17554.7761,,12488.6241,,20792.9931,,9644.77333,,21026.6577,,14724.9814,,16651.0588,,,,,
6568.89374,,34869.2549,,23420.1529,,21842.3881,,27579.9433,,22335.7241,,17440.0533,,27681.7181,,18790.9608,,19830.1961,,,,
6569.0604,26521.1242,,19872.9682,,17600.4478,,12408.3688,,20775.7517,,9686.72,,20957.5034,,14699.3814,,16616.8105,,,,,
6569.22706,,34859.9216,,23321.1975,,21768.6269,,27508.539,,22423.8345,,17328.16,,27741.3154,,18724.9155,,19711.0065,,,,
6569.39372,26498.0915,,19970.9045,,17521.3433,,12419.0638,,20745.8759,,9701.86667,,20990.9262,,14663.8186,,16610.1699,,,,,
6569.56038,,34949.6732,,23347.4395,,21875.1343,,27328.0284,,22321.2414,,17256.88,,27778.7919,,18796.4701,,19592.9673,,,,
6569.72712,26467.3203,,19969.9873,,17557.5224,,12378.2128,,20690.069,,9685.36,,21060.7517,,14630.7629,,16620.3922,,,,,
6569.89378,,34928.7582,,23425.9108,,21745.7313,,27470.2695,,22304.2483,,17159.7867,,27684.8322,,18737.8804,,19647.7386,,,,
6570.06044,26537.8039,,19939.7197,,17536.9851,,12484.8511,,20751.5862,,9713.70667,,20991.8389,,14711.7856,,16605.1242,,,,,
6570.2271,,34892.732,,23395.8471,,21956.7164,,27967.8014,,22283.2552,,17168.4533,,27828.4027,,18747.4474,,19625.3595,,,,
6570.39383,26480.3399,,19902.7771,,17489.9701,,12366.4681,,20721.8483,,9689.30667,,21046.8725,,14699.4804,,16624,,,,,
6570.56049,,34856.2353,,23406.6497,,22023.6418,,27776.5674,,22318.869,,17124.1333,,27952.1342,,18773.3443,,19627.6863,,,,
6570.72715,26434.0131,,19917.7834,,17570.4478,,12444.766,,20749.6,,9704.34667,,21021.557,,14748.2062,,16619.817,,,,,
6570.89381,,34790.6667,,23329.6561,,21909.9701,,27649.8723,,22301.6276,,17226.5067,,28258.8456,,18683.3485,,19540.549,,,,
6571.06047,26492.732,,19900.1783,,17545.9701,,12433.9007,,20673.7931,,9697.46667,,20999.5168,,14743.8186,,16621.6209,,,,,
6571.22721,,34827.4771,,23462.242,,21904.7164,,27494.383,,22268.9931,,17326.32,,28600.2416,,18599.5216,,19564.6797,,,,
6571.39387,26490.8758,,19956.4841,,17534.5672,,12428.5674,,20744.3862,,9773.54667,,21012.3758,,14656.1979,,16698.6928,,,,,
6571.56053,,34964.9412,,23372.6624,,21937.2537,,27291.4326,,22327.4759,,17419.12,,28369.8523,,18661.9381,,19519.2157,,,,
6571.72719,26388.0784,,19885.2229,,17542.209,,12471.5745,,20785.4897,,9738.37333,,20997.0201,,14693.0474,,16644.549,,,,,
6571.89392,,34825.0458,,23361.5032,,22004.806,,27620.539,,22295.0621,,17361.5733,,28299.0604,,18577.5505,,19393.4902,,,,
6572.06058,26440.9412,,19955.3885,,17527.2537,,12419.8865,,20665.7103,,9730.58667,,20956.1074,,14676.1567,,16657.6993,,,,,
6572.22724,,34862.0915,,23319.7452,,21939.8507,,27610.156,,22321.9034,,17426.3467,,28210.3087,,18676.5856,,19411.5556,,,,
6572.3939,26441.4902,,19966.3439,,17563.2836,,12456.7092,,20698.2621,,9723.81333,,21038.953,,14718.4825,,16655.3464,,,,,
6572.56056,,34831.3464,,23380.7389,,22064.9851,,27373.9291,,22157.2414,,17330.0267,,28123.651,,18599.2247,,19557.3595,,,,
6572.7273,26472.6797,,19927.1847,,17546.8955,,12350.1844,,20787.6966,,9689.09333,,20991.6242,,14673.9794,,16692.3399,,,,,
6572.89396,,34760.2876,,23343.2611,,22117.1045,,27312.5674,,22253.5172,,17246.72,,28187.9195,,18618.8536,,19513.5425,,,,
6573.06062,26547.5817,,19932.9172,,17512.1791,,12400.4823,,20711.4759,,9688.13333,,21025.7718,,14662.7959,,16660.183,,,,,
6573.22728,,34798.1699,,23431.5669,,22038.209,,27210.4397,,22320.8276,,17246.24,,29720.7248,,18684.5691,,19545.4902,,,,
6573.39401,26569.4379,,19977.5032,,17544.1791,,12424.6241,,20671.3931,,9665.28,,20937.557,,14687.4722,,16627.3464,,,,,
6573.56067,,34616,,23362.3439,,22020.3582,,26911.461,,22312.6897,,17129.8133,,29339.8926,,18646.9278,,19462.9542,,,,
6573.72733,26449.2549,,19900.2038,,17485.7612,,12429.078,,20769.8483,,9714.21333,,20964.7248,,14750.7134,,16667.3203,,,,,
6573.89399,,34636.732,,23557.172,,22035.7313,,26755.4894,,22211.9172,,17386.24,,29095.4094,,18681.534,,19460.183,,,,
6574.06065,26495.0327,,19906.8025,,17543.2836,,12430.4113,,20773.4621,,9718.85333,,20978.1745,,14719.8021,,16670.3791,,,,,
6574.22739,,34666.5882,,23606.9809,,21894.5373,,26572.3972,,22261.9862,,17375.5733,,28856.8322,,18633.732,,19470.1961,,,,
6574.39405,26500.8105,,19946.4968,,17577.0448,,12443.461,,20746.4552,,9665.14667,,20989.1007,,14800.3299,,16660.3922,,,,,
6574.56071,,34785.281,,23586.6497,,21884.0299,,26712.5957,,22312.9103,,17507.8933,,28829.8792,,18611.5299,,19380.2353,,,,
6574.72737,26470.3791,,19968.3567,,17609.2537,,12423.8582,,20791.2552,,9703.36,,20995.8389,,14678.8619,,16660.915,,,,,
6574.8941,,34707.1111,,23505.3503,,21908.0597,,26698.7801,,22281.4345,,17351.8933,,28898.8456,,18621.1629,,19430.9542,,,,
6575.06076,26457.9608,,19964.4841,,17566.4776,,12453.5603,,20762.2621,,9674.93333,,21030.8725,,14638.0206,,16668.6536,,,,,
6575.22742,,34682.9281,,23481.1465,,21774.2687,,26797.1631,,22290.6207,,17361.5733,,28812.2685,,18663.0598,,19466.6405,,,,
6575.39408,26491.8431,,19918.1656,,17568.6567,,12459.1773,,20746.4276,,9671.78667,,21046.1477,,14711.9835,,16671.7386,,,,,
6575.56074,,34661.1242,,23404.9682,,21883.0746,,26855.0638,,22208.0552,,17285.04,,28835.0067,,18630.1691,,19312.8627,,,,
6575.72748,26484.8889,,19969.172,,17529.0448,,12516.9929,,20699.4759,,9705.44,,21059.1141,,14710.0371,,16609.0196,,,,,
6575.89414,,34713.5425,,23467.3631,,21846.8955,,27104.0851,,22299.8897,,17280.8267,,28665.6107,,18665.666,,19339.1634,,,,
6576.0608,26475.8954,,19903.0318,,17579.6418,,12539.7447,,20733.2138,,9721.44,,21005.1544,,14676.9155,,16702.3791,,,,,
6576.22746,,34726.4314,,23499.4395,,21837.4925,,26910.7801,,22258.2069,,17210.8267,,28633.1812,,18732.6021,,19343.1111,,,,
6576.39419,26508.3137,,19979.1083,,17522.3284,,12491.6312,,20729.8483,,9696.88,,20961.2617,,14733.7897,,16629.5948,,,,,
6576.56085,,34823.3203,,23455.3376,,21865.3731,,26907.9716,,22282.1793,,17190.16,,28526.9262,,18626.2433,,19363.4248,,,,
6576.72751,26432.9935,,19981.3503,,17586.0597,,12422.6099,,20720.1379,,9664.05333,,21017.3154,,14698.6557,,16680.3399,,,,,
6576.89417,,34684.7059,,23451.3121,,21918.2388,,26967.4326,,22304.1103,,17085.2267,,28461.6107,,18689.2206,,19300.549,,,,
6577.06083,26466.3268,,19999.3631,,17554.5672,,12505.3617,,20775.0621,,9765.14667,,21012.6174,,14724.5196,,16662.8497,,,,,
6577.22757,,34703.6078,,23405.6561,,21830.1493,,26888.1702,,22206.1241,,17135.9733,,28422.443,,18718.5485,,19221.9346,,,,
6577.39423,26526.3007,,19928.6879,,17540.0896,,12506.922,,20734.5931,,9735.14667,,21020.2416,,14719.8021,,16722.1176,,,,,
6577.56089,,34840.7582,,23425.9618,,21820.9254,,26997.9858,,22335.8345,,17025.1733,,28256.698,,18782.1196,,19324.9935,,,,
6577.72755,26437.3595,,19980.7389,,17541.9701,,12403.4326,,20787.3379,,9684.4,,20914.7114,,14713.8639,,16658.8758,,,,,
6577.89421,,34852.9673,,23401.3758,,21835.403,,27494.0426,,22302.1517,,17026.3733,,28197.3154,,18810.3918,,19321.7516,,,,
