---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
8768.31007,,16702.446,,10370.3492,,11524.7353,,44085.8182,,15963.8095,,26633.3677,,13332.0284,,,,
8768.47673,17346.1295,,7434.50794,,8492.20588,,49867.4965,,16428.0816,,32477.1613,,11903.9433,,,,,
8768.64346,,17148.7482,,10387.2063,,11535,,44068.3357,,16010.3129,,26641.6,,13312.8511,,,,
8768.81012,17420.9784,,7425.74603,,8501.70588,,49881.958,,16464.6259,,32544.4645,,11922.5816,,,,,
8768.97678,,16887.9424,,10372.127,,11528.1471,,44107.049,,15987.5646,,26631.6645,,13337.5035,,,,
8769.14344,16872.2878,,7458.34921,,8488.38235,,49929.1189,,16427.7007,,32535.7419,,11952.6241,,,,,
8769.3101,,16504.1439,,10397.873,,11503.9412,,44107.6643,,15961.9048,,26613.8323,,13304.3121,,,,
8769.47684,16738.6475,,7429.68254,,8492.23529,,49923.8042,,16441.034,,32505.7548,,11909.0213,,,,,
8769.6435,,16492.9784,,10409.873,,11516.5882,,44110.4336,,15966.966,,26618.5032,,13331.9149,,,,
8769.81016,16801.3237,,7434.79365,,8500.58824,,49851.6923,,16436.4626,,32502.9677,,11904.9929,,,,,
8769.97682,,16786.0432,,10384.6984,,11530.5588,,44065.7343,,15974.5306,,26611.8194,,13369.7589,,,,
8770.14348,17329.0935,,7439.42857,,8480.79412,,49929.4545,,16453.3605,,32558.5806,,11893.0213,,,,,
8770.31021,,17077.4676,,10396.9524,,11478.9412,,44042.4615,,15976.9796,,26622.9677,,13347.2624,,,,
8770.47687,17449.8705,,7438.95238,,8482.41176,,49910.7133,,16474.8571,,32536.7226,,11947.8865,,,,,
8770.64353,,17147.6259,,10429.9048,,11505.5,,44063.7762,,15932.7347,,26622.3226,,13364.3688,,,,
8770.81019,16901.6115,,7422.79365,,8488.94118,,49836.3916,,16425.4694,,32487.9226,,11923.9433,,,,,
8770.97685,,16504.7194,,10373.3651,,11501.5,,44103.972,,15980.9252,,26625.8323,,13351.0922,,,,
8771.14359,16860.6043,,7443.26984,,8506.94118,,49848.9231,,16450.3946,,32516.3613,,11901.0496,,,,,
8771.31025,,16599.4532,,10390.254,,11473.2941,,44045.5105,,15977.8231,,26617.9613,,13302.8369,,,,
8771.47691,16932.3165,,7419.90476,,8484.58824,,49880.7552,,16470.6122,,32553.5484,,11923.2624,,,,,
8771.64357,,16557.0647,,10370.3492,,11455.0882,,44109.0909,,15995.5102,,26649.1613,,13340.9362,,,,
8771.8103,16750.0719,,7437.87302,,8514.44118,,49849.7622,,16428.381,,32600.2323,,11907.4043,,,,,
8771.97696,,16416.2014,,10387.0159,,11452,,44108.5594,,16016.8163,,26646.7355,,13330.6667,,,,
8772.14362,16683.741,,7427.07937,,8491.14706,,49849.3986,,16517.0068,,32462.3226,,11926.0142,,,,,
8772.31028,,16525.0935,,10378.4444,,11495.8824,,44123.8881,,15998.8027,,26639.4839,,13355.1206,,,,
8772.47694,16705.7842,,7394.31746,,8486.05882,,49829.5385,,16439.2925,,32531.2774,,11886.4397,,,,,
8772.64368,,16290.0432,,10353.2063,,11478.9118,,44089.7343,,15940.5714,,26644.4129,,13312.3688,,,,
8772.81034,16539.3669,,7420,,8485.17647,,49895.1049,,16440.8163,,32487.2,,11928.9362,,,,,
8772.977,,16305.6978,,10399.0794,,11482.2941,,44111.8042,,15955.4286,,26596.929,,13348.3972,,,,
8773.14366,16578.4173,,7411.5873,,8501.58824,,49895.8881,,16460.7619,,32509.7806,,11969.1064,,,,,
8773.31032,,16318.964,,10393.9683,,11483.9706,,44104.9231,,15930.3401,,26617.0839,,13342.1844,,,,
8773.47705,16663.0216,,7426.09524,,8499.73529,,49874.014,,16433.3333,,32537.9355,,11928.0567,,,,,
8773.64371,,16322.4173,,10395.0794,,11501.3235,,44028.2517,,15974.9388,,26601.2129,,13349.3617,,,,
8773.81037,16681.6691,,7417.55556,,8459.73529,,49912.1958,,16465.6327,,32478.5032,,11920.6241,,,,,
8773.97703,,16628.5755,,10402.4127,,11492.7353,,44052.6154,,15948.381,,26635.6903,,13343.461,,,,
8774.14369,16855.9137,,7446.34921,,8487.26471,,49825.8182,,16457.0884,,32522.5032,,11923.2908,,,,,
8774.31043,,16409.6691,,10415.6508,,11456.9706,,44126.8252,,15954.2313,,26646.3484,,13348.2553,,,,
8774.47709,16605.7554,,7423.20635,,8469.91176,,49875.2168,,16467.3197,,32532.5419,,11897.3617,,,,,
8774.64375,,16309.3237,,10370,,11468.4706,,44082.1818,,15953.415,,26625.4452,,13310.4113,,,,
8774.81041,16582.5612,,7402.15873,,8490,,49910.9091,,16426.0136,,32467.5613,,11946.6099,,,,,
8774.97714,,16205.3525,,10386.2222,,11493.1471,,44081.5385,,15912.517,,26618.4,,13368.3404,,,,
8775.1438,16488.3453,,7420.57143,,8480.38235,,49830.4336,,16456.4082,,32559.329,,11870.0709,,,,,
8775.31046,,16265.5827,,10413.9683,,11461.3235,,44105.4825,,16013.9864,,26629.5742,,13339.0922,,,,
8775.47712,16712.8633,,7422.95238,,8451.11765,,49907.9441,,16463.2381,,32481.1355,,11936.2837,,,,,
8775.64378,,16340.3453,,10368.6032,,11458.3529,,44047.4965,,15963.3469,,26610.6065,,13321.1631,,,,
8775.81052,16635.0791,,7446.8254,,8512.26471,,49865.9021,,16395.2109,,32529.471,,11905.7305,,,,,
8775.97718,,16297.4676,,10386.4444,,11510.9706,,44049.0629,,15976.4354,,26594.271,,13307.0071,,,,
8776.14384,16614.6187,,7402.8254,,8483.52941,,49884.3916,,16454.4762,,32518.6065,,11944.0567,,,,,
8776.3105,,16340.5755,,10394.6349,,11511.7353,,44125.8462,,16000.3265,,26600.929,,13341.5603,,,,
8776.47716,16727.5108,,7428.50794,,8460.85294,,49791.5245,,16479.9456,,32524.4903,,11915.773,,,,,
8776.64389,,16393.0647,,10379.1429,,11574.4412,,44062.965,,15918.4762,,26581.6774,,13339.6312,,,,
8776.81055,16625.0935,,7416.34921,,8446.61765,,49876.951,,16480.517,,32506.8129,,11884.1702,,,,,
8776.97721,,16390.9353,,10389.7778,,11554.5294,,44112.7832,,15975.8367,,26615.1484,,13357.3901,,,,
8777.14387,16584.0576,,7447.42857,,8499.26471,,49835.8881,,16442.4218,,32539.0194,,11939.5745,,,,,
8777.31053,,16331.1079,,10385.2381,,11523.4706,,44084.028,,16001.0884,,26633.4194,,13319.9433,,,,
8777.47727,16524.8633,,7444.98413,,8483.64706,,49924.1399,,16453.9864,,32499.1484,,11897.3617,,,,,
8777.64393,,16363.2518,,10407.0476,,11541.0294,,44074.8252,,15943.4286,,26630.271,,13335.1773,,,,
8777.81058,16690.8489,,7400.69841,,8486.97059,,49846.8811,,16488.8435,,32493.8581,,11967.5461,,,,,
8777.97725,,16387.8849,,10394.9841,,11532.2353,,44068.1119,,15970.4218,,26625.471,,13326.9787,,,,
8778.14398,16625.4964,,7422.69841,,8495.5,,49815.3846,,16463.8367,,32545.1613,,11876.7943,,,,,
8778.31064,,16478.4748,,10391.5238,,11525.3529,,44094.1818,,15959.3197,,26610.7871,,13329.7305,,,,
8778.4773,16635.7986,,7464.79365,,8469.11765,,49867.6364,,16432.4082,,32491.8452,,11901.0496,,,,,
8778.64396,,16281.0935,,10424.254,,11482.9118,,44032.0559,,15968.2177,,26643.071,,13297.7589,,,,
8778.81062,16582.5899,,7408.63492,,8494.97059,,49859.9161,,16426.6395,,32492.2581,,11914.6383,,,,,
8778.97736,,16321.7266,,10391.5556,,11546.4412,,44090.993,,15940.2177,,26625.8065,,13335.6028,,,,
8779.14401,16582.0144,,7441.11111,,8477.11765,,49889.0909,,16417.551,,32501.0065,,11912.4823,,,,,
8779.31067,,16285.8129,,10401.1746,,11478.7059,,44096.028,,15974.8299,,26608.4387,,13342.1844,,,,
8779.47733,16536.2302,,7443.61905,,8479.52941,,49845.1469,,16394.3401,,32496.8774,,11911.9716,,,,,
8779.64399,,16285.4101,,10392.9206,,11468.9706,,44152.8951,,15979.0748,,26600.2839,,13349.4752,,,,
8779.81073,16542.0719,,7426.50794,,8492.91176,,49881.9021,,16405.9048,,32536.8774,,11924.3972,,,,,
8779.97739,,16322.6763,,10415.9683,,11474.8235,,44076.7832,,15959.0476,,26649.2129,,13335.7447,,,,
8780.14405,16657.9568,,7402.47619,,8488.76471,,49849.1469,,16454.5306,,32511.8194,,11903.1489,,,,,
8780.31071,,16303.9712,,10376.9841,,11457.8529,,44097.0909,,15986.7211,,26604.3613,,13320.6809,,,,
8780.47737,16532.6906,,7393.14286,,8465.11765,,49818.3776,,16421.6871,,32551.6903,,11926.7801,,,,,
8780.6441,,16324.6619,,10408.4127,,11455.6765,,44102.5175,,15980.9796,,26598.3742,,13338.922,,,,
8780.81076,16526.705,,7417.96825,,8468.55882,,49885.8182,,16472.7347,,32492.5677,,11901.5603,,,,,
8780.97742,,16255.7986,,10394.8889,,11435.5588,,44005.8462,,16007.2653,,26612.9806,,13347.1773,,,,
8781.14408,16534.9928,,7433.77778,,8485.47059,,49863.0769,,16379.3741,,32486.9677,,11917.5887,,,,,
8781.31074,,16222.4173,,10404.4762,,11471.1765,,44151.9441,,15972.1088,,26629.8839,,13308.7376,,,,
8781.47748,16525.7842,,7397.65079,,8472.55882,,49890.9371,,16377.8503,,32527.7161,,11944.7943,,,,,
8781.64414,,16326.3309,,10383.9683,,11457.9118,,44145.035,,15967.6735,,26605.1871,,13312.1986,,,,
8781.8108,16681.8417,,7404.06349,,8482.26471,,49822.9371,,16455.483,,32525.5742,,11874.8369,,,,,
8781.97746,,16481.8417,,10367.5873,,11439.8824,,44053.035,,15936.3537,,26645.3419,,13339.4894,,,,
8782.14419,16784.6619,,7455.42857,,8476.5,,49874.2378,,16450.3946,,32521.5484,,11888.8511,,,,,
8782.31085,,16586.0144,,10395.6825,,11457.7941,,44038.1818,,15921.1156,,26597.9355,,13324.5106,,,,
8782.47751,17281.295,,7425.26984,,8498.97059,,49821.2028,,16406.2857,,32533.2129,,11905.7021,,,,,
8782.64417,,16739.5396,,10418.8254,,11465.8824,,44122.7133,,15934.3946,,26639.2774,,13319.2057,,,,
8782.81083,16891.5108,,7434.57143,,8463.14706,,49862.8811,,16399.102,,32528.0516,,11882.6099,,,,,
8782.97757,,16792.9784,,10422.254,,11438.5294,,44084.6713,,15954.2041,,26584.9806,,13341.617,,,,
8783.14423,17138.7338,,7426.06349,,8457.94118,,49912.5035,,16451.7551,,32519.4581,,11878.3546,,,,,
8783.31089,,16812.2878,,10403.5238,,11469.7353,,44070.014,,15960.2177,,26603.2258,,13304.9362,,,,
8783.47755,17156.6619,,7427.55556,,8500.23529,,49875.9161,,16447.1837,,32486.4774,,11920.3404,,,,,
8783.64421,,16787.9424,,10421.7143,,11417.8529,,44049.1189,,15950.2313,,26666.8129,,13314.3262,,,,
8783.81094,17067.0791,,7427.39683,,8491,,49843.4126,,16417.3061,,32471.071,,11874.9787,,,,,
8783.9776,,16850.8201,,10405.619,,11446.4118,,44094.2657,,15985.551,,26642.1161,,13382.383,,,,
8784.14426,17205.5827,,7400,,8487.55882,,49892.5594,,16441.415,,32525.5484,,11881.6454,,,,,
8784.31092,,16860.0288,,10381.8413,,11478.8235,,44053.986,,15996.7891,,26616.1806,,13339.2624,,,,
8784.47758,17207.8849,,7421.84127,,8492.88235,,49912.5874,,16456.5442,,32493.4452,,11894.9504,,,,,
8784.64432,,16981.295,,10391.4603,,11414.2059,,44072.5874,,15995.3197,,26583.329,,13341.7305,,,,
8784.81098,17354.2734,,7427.11111,,8484.08824,,49861.8182,,16423.0476,,32481.0581,,11913.7872,,,,,
8784.97764,,16993.0647,,10386.9841,,11425.8235,,44095.9441,,15977.0068,,26608.3355,,13346.3262,,,,
8785.1443,17283.0216,,7429.30159,,8444.70588,,49908.1958,,16427.7007,,32474.6323,,11886.7801,,,,,
8785.31096,,17038.6187,,10390.254,,11488.2353,,44080.4196,,15982.8844,,26618.0387,,13318.3262,,,,
8785.47769,17335.4532,,7443.33333,,8487.79412,,49828.6434,,16485.5782,,32500.3097,,11888.2553,,,,,
8785.64435,,16710.0432,,10387.3333,,11476.1471,,44097.5385,,15991.0204,,26593.8065,,13321.8156,,,,
8785.81101,16697.6978,,7414.85714,,8464.70588,,49892.6154,,16456.4354,,32483.8194,,11888.6241,,,,,
8785.97767,,16463.9712,,10404.127,,11456.3235,,44058.3776,,15998.4218,,26674.4516,,13352.3972,,,,
8786.14441,16917.5827,,7425.71429,,8470.94118,,49872.0839,,16436.7619,,32507.9226,,11917.3901,,,,,
8786.31107,,16707.3381,,10398.4127,,11451.2941,,44055.5804,,15975.3741,,26642.1161,,13395.8865,,,,
8786.47773,16935.7122,,7417.77778,,8514.26471,,49851.5245,,16436.6531,,32482.3484,,11893.1631,,,,,
8786.64439,,16747.0791,,10396.4127,,11434.9118,,44059.0769,,15993.4694,,26628.0774,,13343.3191,,,,
8786.81105,17058.7914,,7432.03175,,8447.02941,,49906.993,,16425.551,,32494.1677,,11875.5461,,,,,
8786.97778,,16880.6906,,10421.6508,,11438.6471,,44123.4965,,15966.8844,,26636.4903,,13340.2837,,,,
8787.14444,17234.8489,,7459.87302,,8483.38235,,49929.2587,,16421.7415,,32480.3355,,11904.2553,,,,,
8787.3111,,16662.7914,,10413.1429,,11453.5294,,44079.021,,15998.1769,,26568.9032,,13350.3546,,,,
8787.47776,16862.4748,,7412.57143,,8502.17647,,49832.2238,,16430.1224,,32483.6129,,11864.4539,,,,,
8787.64442,,16650.1007,,10399.9683,,11470.4118,,44108.7273,,15955.7279,,26615.7161,,13292.0284,,,,
8787.81116,17163.7698,,7425.30159,,8481.20588,,49849.5105,,16441.9592,,32496.4129,,11875.1773,,,,,
8787.97782,,16707.2806,,10449.9365,,11478.6176,,44109.9301,,15981.1973,,26679.329,,13313.4184,,,,
8788.14448,16921.2662,,7427.14286,,8495,,49839.9161,,16432.0544,,32537.3935,,11891.0071,,,,,
8788.31114,,16529.0072,,10407.2698,,11488.2941,,44086.1818,,15965.1429,,26638.6581,,13343.0638,,,,
8788.4778,16855.8273,,7431.2381,,8486.08824,,49854.1538,,16427.1565,,32521.9097,,11872.7943,,,,,
8788.64453,,16752.6619,,10426.8889,,11410.9118,,44103.972,,15971.1293,,26643.4839,,13333.4752,,,,
8788.81119,17160.5755,,7407.71429,,8494.08824,,49818.5175,,16425.6599,,32453.8065,,11878.2128,,,,,
8788.97785,,16972.0863,,10448,,11464.2059,,44110.2378,,15973.551,,26624.7226,,13381.3901,,,,
8789.14451,17217.2662,,7447.61905,,8465.52941,,49848.8671,,16436.7347,,32472.4387,,11892.0284,,,,,
8789.31125,,16707.741,,10400.4444,,11464,,44052.5035,,15947.0204,,26630.7355,,13322.5532,,,,
8789.47791,16818.4748,,7406.06349,,8491.11765,,49830.6573,,16422.3129,,32476.671,,11888.4539,,,,,
8789.64457,,16570.9928,,10387.4921,,11458.3824,,44082.2657,,15998.966,,26635.6903,,13320.6241,,,,
8789.81123,16769.0935,,7412.79365,,8455.26471,,49894.1538,,16470.8844,,32487.0968,,11868.7943,,,,,
8789.97789,,16467.5971,,10389.873,,11444.9118,,44054.3217,,15941.0068,,26636.8,,13329.9574,,,,
8790.14462,16843.0504,,7418.34921,,8482.38235,,49898.1818,,16440.7347,,32477.2129,,11925.1064,,,,,
8790.31128,,16530.1583,,10405.4603,,11464.4118,,44050.5734,,15982.966,,26639.5871,,13317.1064,,,,
8790.47794,16719.9424,,7422,,8481.08824,,49823.3846,,16420.1088,,32512.7484,,11897.7021,,,,,
8790.6446,,16366.6475,,10440.5397,,11438.8235,,44057.1748,,16012.0816,,26672.129,,13288.1986,,,,
8790.81126,16666.0432,,7427.2381,,8457.23529,,49815.2448,,16397.6327,,32493.5226,,11907.4326,,,,,
8790.978,,16436.4604,,10405.9048,,11439.3529,,44085.7343,,15989.5782,,26643.3806,,13332.6525,,,,
8791.14466,16932.8921,,7431.96825,,8471.52941,,49889.0909,,16416.2993,,32510.4258,,11875.8014,,,,,
8791.31132,,16842.3022,,10410,,11433.0294,,44117.5664,,15990.0952,,26567.2516,,13307.2624,,,,
8791.47798,17230.964,,7430.06349,,8478.44118,,49864.1958,,16450.6939,,32488.6452,,11920.1418,,,,,
8791.64464,,16980.3453,,10407.1429,,11452.5882,,44067.5245,,15935.0204,,26655.0194,,13332.4539,,,,
8791.81137,17178.4173,,7427.61905,,8449.41176,,49835.7762,,16389.6871,,32502.5548,,11939.7163,,,,,
8791.97803,,16805.6691,,10418.1587,,11419.5294,,44020.2797,,15970.8027,,26633.8323,,13345.7872,,,,
8792.14469,17101.1511,,7438.44444,,8449.94118,,49798.8811,,16452.4626,,32492.2065,,11883.1489,,,,,
8792.31135,,16724.9784,,10396.2857,,11475.7059,,44000.2517,,15984.7075,,26631.6645,,13302.5248,,,,
8792.47809,17088.4892,,7403.20635,,8457.20588,,49916.8671,,16399.0748,,32471.5613,,11896.1135,,,,,
8792.64474,,16764.2302,,10401.0476,,11467.7059,,44081.2308,,15989.2517,,26660.2065,,13308.3121,,,,
8792.8114,16901.554,,7434.57143,,8482.52941,,49861.3706,,16456.8435,,32454.2452,,11872.8511,,,,,
8792.97806,,16556.777,,10411.4286,,11452.4412,,44035.2168,,15996.1633,,26592.6452,,13312.227,,,,
8793.14472,16816.6331,,7408,,8473.58824,,49804.8112,,16409.0884,,32488.8,,11900.7943,,,,,
8793.31146,,16530.446,,10425.7778,,11392.2353,,44062.0699,,16022.0408,,26629.3161,,13351.4326,,,,
8793.47812,16818.446,,7441.39683,,8467.91176,,49799.1888,,16429.034,,32493.4452,,11934.0709,,,,,
8793.64478,,16625.6115,,10422.2857,,11462.4118,,44053.986,,15959.9456,,26655.2516,,13358.0142,,,,
8793.81144,17041.2662,,7412.8254,,8498.88235,,49858.8252,,16480.1088,,32463.7677,,11903.4894,,,,,
8793.9781,,16799.4245,,10432.6667,,11457.5,,44092.2238,,15963.5918,,26652.1548,,13352.7943,,,,
8794.14483,17138.3022,,7423.61905,,8474.73529,,49857.986,,16448.7891,,32504.5677,,11914.7801,,,,,
8794.31149,,16692.1727,,10418.7619,,11452,,44074.8811,,15947.1293,,26639.5871,,13313.8723,,,,
8794.47815,16836.777,,7433.39683,,8467.91176,,49850.0979,,16415.8912,,32507.2,,11879.0638,,,,,
8794.64481,,16617.7842,,10364.5397,,11403.0588,,44056.8951,,15950.966,,26633.4452,,13374.5816,,,,
8794.81147,16773.8705,,7412.53968,,8458.32353,,49754.5455,,16418.0408,,32539.5097,,11913.3333,,,,,
8794.97821,,16469.0072,,10404.9524,,11469,,44095.0769,,16003.619,,26625.8839,,13357.305,,,,
8795.14487,16983.0216,,7406.7619,,8480.5,,49906.5175,,16414.0952,,32477.6774,,11945.1631,,,,,
8795.31153,,16780.3453,,10454.8889,,11476.2059,,44081.3706,,15940.8707,,26635.7935,,13360.539,,,,
8795.47819,17053.7842,,7421.30159,,8460,,49847.2727,,16413.1156,,32498.4516,,11918.4681,,,,,
8795.64485,,16708.5755,,10415.8413,,11462.2059,,44148.8392,,15968.7347,,26684.1032,,13361.5035,,,,
8795.81158,16858.5036,,7442.8254,,8484.94118,,49777.8741,,16475.0748,,32534.5032,,11870.695,,,,,
8795.97824,,16531.9712,,10390.2857,,11457.7059,,44112.5315,,15997.9864,,26670.8903,,13309.0496,,,,
8796.1449,16927.9424,,7402.69841,,8480.05882,,49861.1748,,16443.2653,,32486.9935,,11923.4894,,,,,
8796.31156,,16575.3669,,10361.746,,11452.1765,,44140,,15990.2857,,26671.8968,,13339.9149,,,,
8796.47822,16820.3741,,7400.19048,,8495.82353,,49876.2517,,16464.3537,,32497.729,,11889.7305,,,,,
8796.64496,,16727.9712,,10402.9841,,11487.3824,,44114.8531,,15946.3129,,26650.4,,13342.2695,,,,
8796.81162,17158.9065,,7400.31746,,8496.67647,,49874.6014,,16412.5442,,32480.2065,,11877.8723,,,,,
8796.97828,,16971.9137,,10425.5556,,11477.9118,,44064.8671,,15970.6667,,26616.929,,13339.8298,,,,
8797.14494,17127.6259,,7440.63492,,8502.76471,,49884.3357,,16465.0884,,32484.671,,11917.0213,,,,,
8797.31167,,16720.5468,,10402.7302,,11466.9118,,44048.1678,,16025.7959,,26650.0645,,13333.3333,,,,
8797.47833,17074.6475,,7425.01587,,8501.76471,,49837.8462,,16439.0748,,32481.3935,,11903.8014,,,,,
8797.64499,,16802.9353,,10403.6825,,11438.1176,,44042.9371,,16026.8299,,26624.4645,,13278.4681,,,,
8797.81165,17068.9784,,7422.98413,,8476.82353,,49829.8182,,16440.7347,,32522.8903,,11898.7518,,,,,
8797.97831,,16568.1727,,10406.6984,,11468.9118,,44103.8042,,16003.6463,,26625.0839,,13287.234,,,,
8798.14505,16847.7698,,7446.19048,,8497.85294,,49865.5105,,16458.0136,,32503.2774,,11909.7589,,,,,
8798.31171,,16626.9353,,10427.2698,,11461.8529,,44033.7622,,16010.1497,,26675.3032,,13341.4468,,,,
8798.47837,16927.0791,,7430.50794,,8474.35294,,49814.3217,,16458.8844,,32500.7226,,11918.7801,,,,,
8798.64503,,16693.7266,,10411.3333,,11498.8824,,44087.1329,,15977.0884,,26633.0581,,13275.4043,,,,
8798.81169,16953.6978,,7438.44444,,8510.14706,,49922.3497,,16416.7619,,32500.0516,,11901.8723,,,,,
8798.97842,,16649.0072,,10349.873,,11475.7059,,44091.9161,,16011.0204,,26674.0903,,13317.617,,,,
8799.14508,16918.7338,,7421.93651,,8489.82353,,49956.8392,,16444.898,,32511.5871,,11891.6312,,,,,
8799.31174,,16568.518,,10409.9683,,11472.0882,,44123.9161,,15974.7211,,26650.9935,,13348.9078,,,,
8799.4784,16829.4964,,7437.87302,,8468.35294,,49925.035,,16417.8776,,32493.8065,,11890.0426,,,,,
8799.64506,,16502.4748,,10416.9841,,11443.1176,,44139.7203,,16003.1293,,26653.4968,,13348.9929,,,,
8799.8118,16748,,7442.60317,,8468.79412,,49893.0629,,16466.2857,,32503.1742,,11908.766,,,,,
8799.97846,,16476.0863,,10440.6349,,11446.9706,,44086.4895,,15982.6122,,26636.4903,,13329.9291,,,,
8800.14512,16746.5324,,7455.1746,,8456.94118,,49837.5944,,16443.1837,,32509.9097,,11925.6454,,,,,
8800.31178,,16465.7842,,10411.5556,,11440.9412,,44109.5664,,15995.8912,,26618.2452,,13346.7234,,,,
8800.47844,16689.3525,,7440.63492,,8479.91176,,49862.2937,,16452.2993,,32472.9806,,11894.1844,,,,,
8800.64517,,16453.7842,,10407.5873,,11450.8235,,44071.021,,15936.517,,26679.4323,,13362.7801,,,,
8800.81183,16653.2086,,7421.61905,,8504.52941,,49825.2028,,16475.4286,,32493.0581,,11882.156,,,,,
8800.97849,,16356.777,,10417.0794,,11476.8235,,44003.4965,,15976.5442,,26694.5548,,13305.7589,,,,
8801.14515,16683.9424,,7446.25397,,8468.35294,,49851.5804,,16426.7483,,32449.1097,,11893.7589,,,,,
8801.31181,,16458.5324,,10414.127,,11464.2941,,44042.3776,,15965.551,,26619.4323,,13352.3121,,,,
8801.47855,16735.8561,,7448.28571,,8499.29412,,49838.993,,16471.8367,,32492.0516,,11853.0496,,,,,
8801.64521,,16533.6691,,10442.4127,,11429.1471,,44114.1259,,15961.4966,,26633.471,,13314.5248,,,,
8801.81187,16757.9568,,7455.01587,,8451.58824,,49839.972,,16452.9524,,32425.2903,,11916.2837,,,,,
8801.97853,,16541.6691,,10425.7143,,11503.2647,,44062.3217,,15952.5986,,26660.9032,,13335.3759,,,,
8802.14519,16867.482,,7442.19048,,8470.97059,,49856.8392,,16436.898,,32479.3032,,11875.4043,,,,,
8802.31192,,16599.9424,,10417.1111,,11470.7059,,44066.9371,,15928.7619,,26605.9613,,13336.766,,,,
8802.47858,16926.8777,,7413.84127,,8497.29412,,49826.7413,,16426.0952,,32534.3484,,11888.9362,,,,,
8802.64524,,16579.5108,,10384.5079,,11495,,44026.3776,,15986.1769,,26652.3871,,13325.3901,,,,
8802.8119,16808.8633,,7449.77778,,8464.11765,,49902.6573,,16474.068,,32514.5548,,11887.4894,,,,,
8802.97864,,16549.5827,,10421.6508,,11443.2353,,44059.7762,,15960,,26595.0194,,13297.7305,,,,
8803.1453,16870.0432,,7429.93651,,8504.44118,,49838.3776,,16453.9592,,32453.471,,11902.6383,,,,,
8803.31196,,16590.5612,,10412.1587,,11477.0294,,44079.2727,,15948.7619,,26650.4516,,13301.9574,,,,
8803.47862,16899.7122,,7413.01587,,8489.35294,,49813.8182,,16437.3605,,32502.9161,,11889.7305,,,,,
8803.64528,,16557.6115,,10385.6825,,11469.6471,,44047.1888,,15992.7619,,26610.529,,13304.5106,,,,
8803.81201,16887.0791,,7425.93651,,8508,,49887.1329,,16399.2109,,32538.4258,,11900.1418,,,,,
8803.97867,,16530.1583,,10414.8254,,11463.8529,,44079.049,,16000.1905,,26654.9677,,13357.6738,,,,
8804.14533,16842.7914,,7439.5873,,8466.97059,,49861.4266,,16434.9932,,32467.6129,,11920.3972,,,,,
8804.31199,,16600.1151,,10428.1905,,11482.5882,,44084.7273,,15964.3265,,26711.4323,,13361.3901,,,,
8804.47865,16915.9424,,7443.2381,,8501.41176,,49854.5734,,16452.9796,,32557.471,,11879.6879,,,,,
8804.64539,,16674.7914,,10391.873,,11485,,44025.4266,,16018.3946,,26677.729,,13311.7447,,,,
8804.81205,17332.1727,,7438.4127,,8500.52941,,49820.9231,,16428.4082,,32511.2774,,11849.4468,,,,,
8804.97871,,16983.1079,,10422.7302,,11487.9118,,44109.9301,,15963.1837,,26615.2,,13360.4823,,,,
8805.14537,17275.5108,,7420.4127,,8466.35294,,49863.5804,,16391.0476,,32492.2839,,11888.3121,,,,,
8805.31202,,16959.7122,,10420.0952,,11521.4706,,44046.3497,,15969.6871,,26630.3226,,13348.5957,,,,
8805.47876,17192.259,,7438.25397,,8501.52941,,49859.6643,,16374.2857,,32484.6194,,11936.3688,,,,,
8805.64542,,16940.2878,,10435.7778,,11527.1765,,44023.5524,,15959.3469,,26610.4516,,13306.695,,,,
8805.81208,17177.5252,,7441.55556,,8486.11765,,49798.4895,,16441.6054,,32516.6452,,11866.8369,,,,,
8805.97874,,16907.3669,,10393.9365,,11499.2353,,44066.2937,,15962.2585,,26624.929,,13343.6596,,,,
8806.1454,17197.0647,,7435.04762,,8467.97059,,49878.7692,,16406.5306,,32541.6774,,11912.0567,,,,,
8806.31214,,16892.2014,,10426.1587,,11474.7647,,44089.5664,,15999.2381,,26583.0452,,13373.5887,,,,
8806.47879,17224,,7423.36508,,8490.26471,,49882.2378,,16457.5238,,32485.6258,,11890.5532,,,,,
8806.64545,,16929.7842,,10391.0159,,11482.6176,,44088.951,,16013.034,,26628.2323,,13348.9078,,,,
8806.81211,17213.4101,,7416.47619,,8484.58824,,49849.1189,,16445.8231,,32507.0452,,11897.1631,,,,,
8806.97877,,16838.1007,,10409.0794,,11541.3235,,44126.3217,,15981.1973,,26646.6839,,13313.1064,,,,
8807.14551,16944.7194,,7426.03175,,8476.29412,,49847.1888,,16418.8027,,32488.9806,,11898.8085,,,,,
8807.31217,,16644.1151,,10428.9524,,11492.9706,,44093.0629,,15945.7959,,26613.1613,,13340.6809,,,,
