---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
8992.82208,15223.6259,,7010.44444,,7957.44118,,46393.1189,,15129.0612,,29320.3097,,10625.4468,,,,,
8992.98874,,14707.1942,,9964.63492,,10955.9412,,40495.049,,14887.483,,23971.2,,12138.4681,,,,
8993.15548,15242.6475,,7057.71429,,7934.44118,,46357.6783,,15160.9252,,29320.0774,,10674.2695,,,,,
8993.32214,,14718.0432,,9927.1746,,10921.3824,,40501.6503,,14945.1701,,23955.6645,,12108.5106,,,,
8993.4888,15197.9856,,7076.06349,,7935.76471,,46386.7133,,15130.4762,,29292.7484,,10654.9504,,,,,
8993.65546,,14719.8561,,9959.2381,,10905.9412,,40528.0839,,14919.2109,,23974.5032,,12084.3688,,,,
8993.82212,15223.0504,,7045.2381,,7904.32353,,46346.2378,,15125.6599,,29283.3548,,10652.227,,,,,
8993.98885,,14720.3453,,9937.77778,,10927.3529,,40505.7902,,14912.0272,,23987.6903,,12088.1986,,,,
8994.15551,15205.8993,,7037.68254,,7942.17647,,46321.1748,,15157.9864,,29329.2387,,10687.2908,,,,,
8994.32217,,14684.3453,,9921.36508,,10977.4706,,40480,,14937.932,,24002.1419,,12107.0355,,,,
8994.48883,15238.2734,,7035.04762,,7924.29412,,46359.2168,,15105.6054,,29276.2581,,10670.9504,,,,,
8994.65557,,14731.5396,,9912.53968,,10962.0294,,40472.028,,14917.6327,,23953.0065,,12133.9858,,,,
8994.82223,15240.259,,7029.33333,,7903.5,,46398.8252,,15115.6463,,29272.2065,,10647.8865,,,,,
8994.98889,,14681.9568,,9904.19048,,10926.3235,,40507.8322,,14885.1429,,24040.2065,,12091.9716,,,,
8995.15555,15230.8201,,7028.06349,,7958.67647,,46413.6503,,15128.7347,,29235.9226,,10666.7234,,,,,
8995.32221,,14671.1079,,9930.95238,,10875.9706,,40457.2587,,14917.6327,,23970.1935,,12109.2766,,,,
8995.48894,15223.5108,,7041.1746,,7923.44118,,46322.7413,,15153.3333,,29321.2903,,10637.3901,,,,,
8995.6556,,14720.4892,,9935.20635,,10920.2059,,40477.2028,,14927.2925,,23968.2323,,12147.1773,,,,
8995.82226,15244.8921,,7029.1746,,7949.23529,,46349.8741,,15147.6463,,29336.3871,,10635.9433,,,,,
8995.98892,,14729.295,,9929.61905,,10952.9412,,40431.1608,,14906.9388,,24007.2,,12106.0993,,,,
8996.15558,15228.8921,,7035.01587,,7944.76471,,46359.8601,,15172.0544,,29319.0452,,10674.0709,,,,,
8996.32232,,14694.3022,,9921.04762,,10933.0882,,40494.8811,,14960.2721,,23961.7806,,12082.1277,,,,
8996.48898,15221.7554,,7037.87302,,7927.61765,,46360.6154,,15141.415,,29300.8,,10672.7092,,,,,
8996.65564,,14703.9137,,9921.87302,,10971.8235,,40520.0839,,14945.6054,,24023.0968,,12133.4184,,,,
8996.8223,15189.5827,,7028.73016,,7934.29412,,46379.5245,,15147.0748,,29268.9032,,10629.3901,,,,,
8996.98896,,14679.1079,,9945.90476,,10928.4706,,40492.028,,14926.4218,,23987.7935,,12155.1206,,,,
8997.15569,15231.4245,,7005.2381,,7917.82353,,46307.1049,,15106.1497,,29304.2581,,10630.4681,,,,,
8997.32235,,14709.2662,,9925.04762,,10901.7941,,40492,,14924.0272,,23947.5871,,12163.6312,,,,
8997.48901,15224.8058,,7013.90476,,7931.82353,,46273.9301,,15146.4762,,29268.6194,,10659.2057,,,,,
8997.65567,,14727.5396,,9960.63492,,10954.7647,,40544.2517,,14931.102,,24002.7613,,12131.3759,,,,
8997.82233,15222.5324,,7009.71429,,7935,,46362.4895,,15139.8095,,29262.9161,,10683.6879,,,,,
8997.98907,,14707.5108,,9947.14286,,10912.1471,,40448.979,,14939.9728,,23944.929,,12108.8227,,,,
8998.15573,15195.8849,,7014.7619,,7944,,46358.7133,,15124.517,,29270.5806,,10683.1206,,,,,
8998.32239,,14680.6331,,9962.28571,,10922.9412,,40456.3636,,14893.4694,,23928.4903,,12152.3404,,,,
8998.48905,15171.4532,,7017.93651,,7933.76471,,46330.5175,,15167.6735,,29273.2645,,10620.1986,,,,,
8998.65578,,14691.3957,,9931.65079,,10937.3235,,40452.5315,,14915.619,,23987.2774,,12163.6028,,,,
8998.82244,15237.4101,,7024.4127,,7944.58824,,46362.3776,,15117.7415,,29255.5871,,10667.9716,,,,,
8998.9891,,14744.3165,,9930.7619,,10932.8235,,40507.0769,,14931.0476,,23974.2968,,12146.6099,,,,
8999.15576,15190.8489,,7000.09524,,7928.38235,,46333.4545,,15134.6122,,29282.4774,,10648.9078,,,,,
8999.32242,,14735.1942,,9935.74603,,10962.8824,,40521.7622,,14927.2381,,23971.8452,,12120.5106,,,,
8999.48916,15209.4964,,7033.42857,,7959.85294,,46392.4196,,15095.8095,,29286.8645,,10638.0426,,,,,
8999.65582,,14712.4604,,9912.4127,,10911.3529,,40524.951,,14918.6939,,23942.1935,,12157.1348,,,,
8999.82248,15206.446,,7028.8254,,7952.14706,,46361.3706,,15127.0476,,29273.9613,,10630.4965,,,,,
8999.98914,,14719.7986,,9943.87302,,10955,,40480.5874,,14953.415,,24008.4903,,12141.3333,,,,
9000.1558,15208.7482,,7020.25397,,7924.41176,,46379.1049,,15135.8095,,29322.7871,,10644.5674,,,,,
9000.32253,,14711.6835,,9917.71429,,10911.2647,,40458.4895,,14919.8095,,24028.1548,,12139.9716,,,,
9000.48919,15210.7914,,7013.07937,,7950.94118,,46380.8951,,15132.2449,,29237.3161,,10626.6667,,,,,
9000.65585,,14760.259,,9951.55556,,10925.6176,,40480.8112,,14938.2857,,23968.5419,,12151.3475,,,,
9000.82251,15253.6691,,6996.57143,,7946.88235,,46390.9091,,15145.8231,,29307.5355,,10695.6596,,,,,
9000.98917,,14754.0144,,9936.15873,,10919.6176,,40451.0769,,14931.1837,,23973.6516,,12160.8794,,,,
9001.1559,15253.554,,7034.12698,,7938.05882,,46305.2867,,15143.8095,,29279.9742,,10620.7943,,,,,
9001.32257,,14758.9353,,9937.30159,,10898.8529,,40512.9231,,14941.8776,,23994.0903,,12141.3901,,,,
9001.48922,15258.9353,,7025.30159,,7938.79412,,46327.6364,,15158.0408,,29286.5032,,10658.5816,,,,,
9001.65588,,14750.5612,,9918.12698,,10887.5294,,40514.0979,,14913.6871,,23978.2452,,12129.5035,,,,
9001.82262,15224.4029,,7023.20635,,7920.35294,,46360.8671,,15152.2721,,29257.1355,,10656.8227,,,,,
9001.98928,,14716.5468,,9947.71429,,10917.1765,,40524.6993,,14917.0068,,24015.071,,12101.2766,,,,
9002.15594,15227.9137,,7034.19048,,7940.11765,,46351.7762,,15134.449,,29264.6452,,10627.5461,,,,,
9002.3226,,14721.4388,,9935.90476,,10919.4118,,40427.9161,,14943.619,,23946.3742,,12117.4184,,,,
9002.48926,15258.5324,,7072.79365,,7929,,46392.979,,15163.4558,,29328,,10648.7376,,,,,
9002.65599,,14742.5612,,9941.52381,,10959,,40530.3217,,14904.9796,,23977.8581,,12108.3121,,,,
9002.82265,15226.5036,,7015.77778,,7918.61765,,46349.5944,,15121.6054,,29262.529,,10662.5532,,,,,
9002.98931,,14712.3741,,9930.47619,,10915.0882,,40537.9021,,14931.8095,,23970.2968,,12138.9787,,,,
9003.15597,15198.3022,,7037.90476,,7897.79412,,46374.2937,,15146.9932,,29274.0903,,10654.7518,,,,,
9003.32263,,14719.4245,,9966.98413,,10919.8529,,40534.0699,,14925.7687,,23985.9097,,12153.617,,,,
9003.48937,15247.0216,,7043.87302,,7951.5,,46305.1189,,15140.3265,,29290.0387,,10660,,,,,
9003.65603,,14717.5252,,9963.49206,,10937.7353,,40538.7133,,14931.483,,23990.3484,,12143.7163,,,,
9003.82269,15246.3309,,7025.30159,,7923.85294,,46394.1818,,15136.7347,,29318.7871,,10649.7021,,,,,
9003.98935,,14690.1583,,9918.79365,,10937.5588,,40507.5245,,14916.0544,,23998.9161,,12133.0496,,,,
9004.15601,15233.6978,,7008.53968,,7921.97059,,46335.3007,,15155.6463,,29299.7935,,10646.9787,,,,,
9004.32274,,14692.8633,,9932.79365,,10928.9706,,40496.7832,,14905.1701,,23974.7871,,12133.844,,,,
9004.4894,15232.9496,,7029.30159,,7938.76471,,46438.5455,,15123.7007,,29268.6452,,10672.0567,,,,,
9004.65606,,14708.5468,,9929.26984,,10935.8529,,40536.8112,,14912.4898,,23961.4194,,12124.4823,,,,
9004.82272,15203.482,,7001.39683,,7903.44118,,46268.7552,,15134.0408,,29290.1161,,10636.8794,,,,,
9004.98938,,14713.3813,,9920.47619,,10898.5,,40506.7413,,14933.7959,,23928.2323,,12120.9078,,,,
9005.15612,15241.0647,,7013.11111,,7921.94118,,46389.8462,,15157.6327,,29263.8194,,10655.5745,,,,,
9005.32278,,14758.9928,,9954.85714,,10942.9118,,40468.2238,,14916.1088,,23953.7806,,12133.9574,,,,
9005.48944,15245.8129,,6991.2381,,7923.47059,,46308.1678,,15137.8776,,29262.9677,,10621.8156,,,,,
9005.6561,,14695.0791,,9931.61905,,10935.2647,,40475.1888,,14876.0272,,24003.9484,,12116.1418,,,,
9005.82283,15192.6331,,7012.8254,,7915.64706,,46328.3077,,15136.8163,,29286.9419,,10636.7943,,,,,
9005.98949,,14739.9137,,9931.42857,,10978.5588,,40470.7413,,14924.5986,,23990.0387,,12130.4397,,,,
9006.15615,15247.223,,7037.07937,,7944.5,,46331.3846,,15146.068,,29263.4581,,10666.3262,,,,,
9006.32281,,14725.0072,,9932.8254,,10929.7353,,40472.3357,,14931.2925,,23981.9613,,12125.9858,,,,
9006.48947,15274.9353,,7012.06349,,7920.20588,,46386.6014,,15090.0408,,29375.6129,,10651.5461,,,,,
9006.65621,,14737.4388,,9938.57143,,10939.4706,,40515.4406,,14927.1837,,24017.6774,,12132.7092,,,,
9006.82287,15294.7338,,7044.34921,,7921.67647,,46437.4266,,15155.2925,,29269.9097,,10644.5674,,,,,
9006.98953,,14778.9353,,9943.93651,,10966.1176,,40450.2657,,14908,,23981.8581,,12090.8369,,,,
9007.15619,15303.1367,,7024.09524,,7916.5,,46413.6783,,15130.3673,,29304.671,,10659.773,,,,,
9007.32285,,14749.6115,,9942.12698,,10929.7353,,40476.7273,,14912.5714,,23999.7935,,12075.8582,,,,
9007.48958,15246.3022,,7044.06349,,7929.08824,,46319.1049,,15108.6259,,29270.2194,,10658.7518,,,,,
9007.65624,,14712.1727,,9908.95238,,10939.5,,40493.8741,,14919.8367,,23942.2194,,12088.7092,,,,
9007.8229,15263.0216,,7038.57143,,7937.11765,,46291.6643,,15150.585,,29291.7161,,10669.617,,,,,
9007.98956,,14757.0072,,9977.46032,,10924.1176,,40521.007,,14941.1701,,24017.5226,,12135.0638,,,,
9008.15622,15271.2518,,7019.55556,,7935.76471,,46320.028,,15120.2449,,29261.6,,10626.8085,,,,,
9008.32296,,14759.6547,,9925.65079,,10925.1176,,40481.0629,,14949.1701,,23946.5548,,12104.0284,,,,
9008.48962,15264.2302,,7026.63492,,7904.14706,,46361.5944,,15116.4898,,29311.2516,,10632.9078,,,,,
9008.65628,,14709.8705,,9922.38095,,10932.9412,,40527.8881,,14923.8639,,23935.6129,,12128.7376,,,,
9008.82294,15271.6547,,7056.50794,,7937.47059,,46411.3846,,15113.7143,,29265.8581,,10639.4043,,,,,
9008.98967,,14772.8633,,9946.98413,,10955.6765,,40482.2378,,14947.8095,,23924.6968,,12123.4326,,,,
9009.15633,15291.6835,,7030.09524,,7921.11765,,46397.7063,,15124,,29319.0968,,10616.4823,,,,,
9009.32299,,14716.6619,,9951.46032,,10932.7941,,40452.5035,,14902.6395,,23973.3419,,12093.9858,,,,
9009.48965,15308.5468,,7051.11111,,7942.5,,46333.4545,,15145.5782,,29259.7161,,10624.1135,,,,,
9009.65631,,14718.1295,,9903.36508,,10935.5882,,40412.6434,,14938.4218,,23909.8839,,12111.6028,,,,
9009.82305,15266.3309,,7028.4127,,7931.14706,,46418.1818,,15121.0612,,29295.7935,,10671.6028,,,,,
9009.98971,,14722.9065,,9922.85714,,10948.1176,,40521.2308,,14906.9932,,23964.129,,12126.0993,,,,
9010.15637,15247.3669,,7049.90476,,7960.26471,,46414.4336,,15132.381,,29274.1677,,10660.9078,,,,,
9010.32303,,14712.6619,,9948.92063,,10910.5,,40490.2937,,14932.3265,,23980.0516,,12139.8298,,,,
9010.48969,15247.5396,,7042.66667,,7941.17647,,46399.9161,,15132.4898,,29280.5935,,10622.156,,,,,
9010.65642,,14681.7554,,9898.50794,,10929.7059,,40511.0769,,14933.1156,,23965.2387,,12137.5887,,,,
9010.82308,15231.1367,,7038.34921,,7942.23529,,46325.0909,,15129.1156,,29273.8839,,10646.9504,,,,,
9010.98974,,14750.7338,,9937.33333,,10937.3529,,40462.5734,,14920.5442,,23986.1419,,12154.0993,,,,
9011.1564,15263.482,,7045.93651,,7945.79412,,46330.8531,,15134.3673,,29270.6065,,10630.3546,,,,,
9011.32306,,14766.5612,,9901.52381,,10908.1471,,40421.1748,,14891.4014,,23969.8839,,12145.7021,,,,
9011.4898,15250.0144,,7055.20635,,7950.94118,,46395.5524,,15152.2177,,29264.5677,,10699.6596,,,,,
9011.65646,,14706.4748,,9919.36508,,10924.6176,,40460.1399,,14926.2313,,23982.9161,,12179.461,,,,
9011.82312,15245.1511,,7020.22222,,7952.76471,,46388.2238,,15166.7755,,29316.5419,,10648.6525,,,,,
9011.98978,,14746.1295,,9890.7619,,10958.1176,,40523.7762,,14970.2313,,23984.7484,,12184.227,,,,
9012.15651,15234.1007,,7019.65079,,7922.14706,,46368.0839,,15122.1224,,29308.7742,,10687.0922,,,,,
9012.32317,,14728.9496,,9928.69841,,10941.9118,,40419.5524,,14934.8571,,23977.5226,,12124.6241,,,,
9012.48983,15259.5683,,7046.60317,,7918.55882,,46327.8042,,15090.0408,,29305.8839,,10605.8156,,,,,
9012.65649,,14738.3022,,9900.92063,,10958.7647,,40430.014,,14958.6395,,23975.4839,,12116.2553,,,,
9012.82315,15272.6619,,7018.50794,,7921.17647,,46407.3566,,15156.7891,,29277.9871,,10624.5957,,,,,
9012.98989,,14686.9065,,9936.7619,,10947.7353,,40520.1119,,14933.932,,23945.4194,,12121.1348,,,,
9013.15655,15272.9784,,6997.01587,,7933.29412,,46385.5944,,15124.7619,,29253.7806,,10616.539,,,,,
9013.32321,,14735.7122,,9899.04762,,10931.5882,,40497.5664,,14929.7415,,23957.2903,,12123.773,,,,
9013.48987,15261.4964,,7022.44444,,7919.82353,,46339.6923,,15137.7415,,29255.5097,,10620.7943,,,,,
9013.65653,,14724.3453,,9925.14286,,10915.5588,,40524.7552,,14935.0748,,23989.1355,,12060.0567,,,,
9013.82326,15297.8993,,7026.19048,,7925.76471,,46374.3217,,15139.3741,,29346.529,,10645.305,,,,,
9013.98992,,14723.4532,,9938.28571,,10905.3235,,40502.5175,,14909.4694,,24022.1161,,12130.0426,,,,
9014.15658,15292,,7049.65079,,7916.35294,,46337.7902,,15143.1293,,29294.0129,,10628.2553,,,,,
9014.32324,,14739.7122,,9935.26984,,10900.0588,,40459.8881,,14936.0816,,23966.8387,,12113.5319,,,,
9014.4899,15271.5971,,7047.49206,,7935.08824,,46374.6014,,15153.4966,,29281.3935,,10631.2624,,,,,
9014.65664,,14678.4173,,9916.22222,,10962.5588,,40440.2797,,14947.1837,,24007.1742,,12086.6099,,,,
9014.8233,15304.4029,,7020.63492,,7929.58824,,46403.4126,,15143.7007,,29278.4516,,10617.305,,,,,
9014.98995,,14713.9568,,9910,,10934.0882,,40410.2657,,14916.2993,,23946.4258,,12104.6525,,,,
9015.15661,15231.6259,,7025.26984,,7930.97059,,46325.2308,,15108.5442,,29276.129,,10608.6241,,,,,
9015.32335,,14705.9856,,9905.01587,,10943.9118,,40497.986,,14941.4422,,23942.4,,12115.3759,,,,
9015.49001,15267.9712,,7029.49206,,7953.52941,,46353.958,,15157.9048,,29281.1871,,10649.7589,,,,,
9015.65667,,14747.8849,,9913.01587,,10944.6176,,40533.0629,,14921.4694,,23968.3613,,12103.1489,,,,
9015.82333,15292.8345,,7036.8254,,7948.82353,,46261.9021,,15135.2381,,29301.3419,,10647.4894,,,,,
9015.98999,,14724.1439,,9937.42857,,10933.6176,,40553.8182,,14893.4694,,23967.329,,12135.2624,,,,
9016.15672,15263.5396,,7023.01587,,7949.58824,,46331.2168,,15148.5442,,29235.1484,,10662.383,,,,,
9016.32338,,14724.3453,,9916.92063,,10959.3824,,40415.4126,,14928.2721,,24010.6581,,12110.3546,,,,
9016.49004,15273.5827,,7023.52381,,7943.52941,,46336.1119,,15151.7007,,29309.0323,,10663.6312,,,,,
9016.6567,,14723.7698,,9926.44444,,10937.9412,,40440.6993,,14920.1361,,23992.3871,,12111.8298,,,,
9016.82336,15233.9281,,7016.85714,,7890.73529,,46369.7902,,15142.0952,,29292.2323,,10662.156,,,,,
9016.9901,,14722.7338,,9975.33333,,10939.0882,,40475.7483,,14913.7415,,23961.2645,,12123.1489,,,,
9017.15676,15211.7122,,7011.01587,,7939.17647,,46349.2587,,15156.8707,,29329.2387,,10641.9291,,,,,
9017.32342,,14698.3885,,9937.26984,,10956.3529,,40546.5455,,14915.8912,,23987.3806,,12137.4184,,,,
9017.49008,15279.741,,7030.03175,,7947.32353,,46404.6434,,15107.1293,,29299.8968,,10661.5035,,,,,
9017.65674,,14713.6978,,9915.84127,,10968.1471,,40486.4056,,14915.619,,23999.7677,,12125.8723,,,,
9017.82347,15257.4964,,7006.31746,,7919.91176,,46302.042,,15110.7211,,29244.7742,,10672.0567,,,,,
9017.99013,,14727.8849,,9963.65079,,10939.2941,,40474.4056,,14891.0748,,23969.729,,12092.1986,,,,
9018.15679,15282.8489,,7052.15873,,7911.41176,,46374.2657,,15130.2041,,29305.5742,,10673.7589,,,,,
9018.32345,,14718.3885,,9939.39683,,10975.3529,,40489.8182,,14899.3741,,24007.7161,,12109.5603,,,,
9018.49011,15273.1223,,7033.84127,,7942.05882,,46342.014,,15122.0952,,29314.0129,,10655.1773,,,,,
9018.65685,,14714.0144,,9947.39683,,10925.2941,,40439.3007,,14941.4422,,23974.6065,,12085.5887,,,,
9018.82351,15283.1079,,7046.85714,,7935.41176,,46351.4126,,15142.8844,,29315.5097,,10654.383,,,,,
9018.99017,,14741.0647,,9876.95238,,10933.6176,,40507.4126,,14927.2925,,23971.5871,,12113.9007,,,,
9019.15683,15277.0935,,7027.26984,,7924.23529,,46362.1818,,15124.0544,,29330.6581,,10678.8936,,,,,
9019.32356,,14760.0288,,9935.96825,,10949.1176,,40465.958,,14939.6463,,23941.5484,,12107.6596,,,,
9019.49022,15263.3381,,7003.30159,,7914.29412,,46413.3147,,15134.6667,,29288.3355,,10656.8794,,,,,
9019.65688,,14726.5324,,9939.49206,,10925.6176,,40383.1608,,14911.8095,,23978.4774,,12091.4326,,,,
9019.82354,15260.3165,,7029.55556,,7917.55882,,46313.5944,,15106.8844,,29313.729,,10645.9574,,,,,
9019.9902,,14751.0216,,9897.68254,,10943.9706,,40432.0839,,14923.1565,,23934.1419,,12090.8936,,,,
9020.15694,15250.8489,,6997.96825,,7932.08824,,46327.1888,,15082.5034,,29289.5742,,10643.6596,,,,,
9020.3236,,14691.1367,,9892.22222,,10951.0882,,40463.1049,,14932.8435,,23926.6065,,12100.8227,,,,
9020.49026,15242.3597,,7021.14286,,7926.73529,,46292.3636,,15101.0612,,29269.9097,,10652.3404,,,,,
9020.65692,,14703.6835,,9901.49206,,10961.3235,,40474.042,,14915.2381,,23984.1548,,12093.1631,,,,
9020.82358,15285.7554,,7044.92063,,7939.64706,,46370.8811,,15153.8503,,29255.7419,,10635.1206,,,,,
9020.99031,,14720.6331,,9909.07937,,10954.0294,,40487.9441,,14927.5102,,23949.1097,,12087.0638,,,,
9021.15697,15285.9281,,7030.28571,,7934.02941,,46293.6783,,15155.0204,,29304.0258,,10639.5177,,,,,
9021.32363,,14716.2878,,9907.07937,,10906.2059,,40413.986,,14895.2925,,23977.0323,,12082.7518,,,,
9021.49029,15269.8417,,7015.26984,,7909.47059,,46325.7063,,15091.3197,,29224.7742,,10646.3262,,,,,
9021.65695,,14740.777,,9904.19048,,10945.0882,,40447.0769,,14898.966,,23957.0323,,12108,,,,
9021.82369,15262.8777,,7035.04762,,7930.88235,,46286.1538,,15158.3946,,29334.1419,,10624.1418,,,,,
9021.99035,,14756.777,,9935.49206,,10930.1471,,40460.6154,,14938.2313,,23970.8129,,12092.6525,,,,
9022.15701,15218.9065,,7018.92063,,7897.20588,,46331.4126,,15142.2313,,29306.6065,,10651.5177,,,,,
9022.32367,,14695.8273,,9890.47619,,10940.3529,,40504.2797,,14943.0204,,23996.1548,,12104.9362,,,,
9022.49033,15246.2446,,7011.96825,,7913.97059,,46299.7762,,15164.7075,,29295.5613,,10624.5674,,,,,
9022.65706,,14739.9712,,9904.98413,,10885.5294,,40441.1189,,14949.1156,,23916.6452,,12084.8794,,,,
9022.82372,15259.8561,,7031.26984,,7937.05882,,46286.2378,,15142.7211,,29298.7097,,10611.6312,,,,,
9022.99038,,14704.777,,9888.50794,,10917.4118,,40394.5734,,14962.0408,,23998.6839,,12091.4326,,,,
9023.15704,15212.259,,7026.34921,,7934.08824,,46267.6084,,15146.2585,,29252.0516,,10638.2979,,,,,
9023.32378,,14708.8921,,9932.12698,,10912.0588,,40441.7063,,14931.8367,,23935.871,,12115.6312,,,,
9023.49044,15249.0935,,7022.34921,,7911.44118,,46312.8112,,15136.7347,,29275.7935,,10635.8865,,,,,
9023.6571,,14713.4676,,9922.50794,,10942.6471,,40439.8881,,14913.4422,,23940.3613,,12073.4184,,,,
9023.82376,15275.7698,,7023.07937,,7961.58824,,46316.4196,,15133.7687,,29302.0129,,10685.4184,,,,,
9023.99042,,14700.2878,,9908.06349,,10927.9412,,40463.4965,,14937.6871,,23932.0774,,12084.2837,,,,
9024.15715,15237.4101,,7041.65079,,7942.32353,,46366.7692,,15141.4422,,29303.7935,,10645.7872,,,,,
9024.32381,,14744.4029,,9879.65079,,10919.1765,,40435.6364,,14944.4898,,23935.6387,,12082.4681,,,,
9024.49047,15213.0647,,7048.34921,,7930.11765,,46353.0629,,15144.3265,,29236.0774,,10643.0922,,,,,
9024.65713,,14694.2158,,9940.47619,,10948.1765,,40521.7343,,14910.0136,,23997.7806,,12091.1206,,,,
9024.82379,15226.1295,,7033.33333,,7923.61765,,46311.3846,,15122.9116,,29284.2065,,10614.0709,,,,,
9024.99053,,14762.8201,,9922.95238,,10919.8824,,40439.4685,,14910.966,,23956,,12090.1277,,,,
9025.15719,15257.4388,,7021.55556,,7940.64706,,46359.4685,,15131.5102,,29285.4452,,10623.1773,,,,,
9025.32385,,14690.1295,,9916.66667,,10897.8824,,40457.5385,,14936.4354,,23955.9226,,12084.5957,,,,
9025.49051,15238.5899,,7027.39683,,7951.47059,,46338.5175,,15132.8707,,29270.1419,,10636.6809,,,,,
9025.65717,,14716.6619,,9923.26984,,10938.4412,,40452.7273,,14929.7687,,23950.5806,,12076.2837,,,,
9025.8239,15243.741,,7035.5873,,7936.41176,,46339.1608,,15131.0476,,29316.3613,,10647.8014,,,,,
9025.99056,,14739.5396,,9911.04762,,10925.0882,,40513.007,,14922.449,,23978.0645,,12106.5532,,,,
9026.15722,15261.4388,,7037.90476,,7911.97059,,46290.5455,,15131.9728,,29287.8968,,10661.844,,,,,
9026.32388,,14717.7842,,9940.92063,,10924.4412,,40497.1469,,14891.0476,,23991.9226,,12053.5035,,,,
9026.49062,15197.3525,,7024.60317,,7956.58824,,46383.5245,,15129.9864,,29305.4968,,10639.6879,,,,,
9026.65728,,14715.3381,,9915.80952,,10938.0294,,40502.2378,,14924.0544,,23927.7419,,12071.9433,,,,
9026.82394,15251.9424,,7019.55556,,7941.44118,,46392.6154,,15140.5714,,29300,,10670.4681,,,,,
9026.9906,,14703.6547,,9910.50794,,10910.5588,,40437.2308,,14931.6735,,23956.4645,,12097.7021,,,,
9027.15726,15201.554,,7001.20635,,7928.79412,,46360.9231,,15122.5306,,29280.2323,,10635.3191,,,,,
9027.32399,,14736.3741,,9914.73016,,10924.4118,,40404.5874,,14908.2721,,23971.1484,,12104.6525,,,,
9027.49065,15284.4604,,7052.25397,,7941.70588,,46249.8182,,15154.9116,,29262.9419,,10638.0993,,,,,
9027.65731,,14745.3237,,9925.5873,,10949,,40492.5874,,14960,,24036.4129,,12131.5177,,,,
9027.82397,15252.7482,,7011.84127,,7926.70588,,46276.4196,,15168.2721,,29270.0903,,10655.8014,,,,,
9027.99063,,14756.3453,,9931.87302,,10936.9118,,40476.8951,,14896.4354,,23948.671,,12114.3546,,,,
9028.15737,15246.8489,,7033.36508,,7973.14706,,46361.6783,,15117.7415,,29230.4774,,10627.9149,,,,,
9028.32403,,14742.2158,,9891.33333,,10948.3235,,40470.2098,,14921.2517,,23980.4387,,12089.5603,,,,
9028.49069,15218.2158,,7009.1746,,7936.08824,,46384.9231,,15141.551,,29317.0065,,10686.2695,,,,,
9028.65734,,14710.7626,,9912.15873,,10939.9118,,40430.7133,,14907.1837,,23987.7935,,12108.1135,,,,
9028.824,15226.964,,7047.14286,,7926.23529,,46369.0629,,15121.6327,,29316.5935,,10669.1631,,,,,
9028.99074,,14715.5971,,9912.19048,,10916.9706,,40451.9161,,14946.9388,,23962.6323,,12084.0851,,,,
9029.1574,15283.0216,,7026.22222,,7917.32353,,46212.6993,,15133.551,,29268.9806,,10635.5461,,,,,
9029.32406,,14735.0791,,9915.93651,,10925.5882,,40424.979,,14930.5306,,23990.8129,,12094.4397,,,,
9029.49072,15269.295,,7041.61905,,7931.76471,,46305.6224,,15135.3741,,29337.0581,,10648.5957,,,,,
9029.65738,,14747.1367,,9937.52381,,10960,,40497.2028,,14920.8707,,23995.2774,,12066.9787,,,,
9029.82411,15224.2878,,7033.2381,,7925.14706,,46361.4825,,15145.2789,,29254.9935,,10648.7943,,,,,
9029.99077,,14701.554,,9919.20635,,10943.8824,,40479.972,,14938.2041,,23961.2903,,12055.8582,,,,
9030.15743,15232.8633,,7025.33333,,7948.91176,,46336.6434,,15141.4694,,29269.2903,,10662.4113,,,,,
9030.32409,,14748,,9933.87302,,10958.6471,,40444,,14928.0272,,23972.2581,,12101.0496,,,,
9030.49083,15252.1151,,7023.77778,,7940.88235,,46298.3776,,15137.932,,29232.1548,,10626.7518,,,,,
9030.65749,,14740.6331,,9901.96825,,10916.0588,,40364.951,,14948.7619,,23973.6516,,12103.234,,,,
9030.82415,15241.3237,,7026.22222,,7915.88235,,46295.3846,,15134.9388,,29265.2903,,10670.5816,,,,,
9030.99081,,14688,,9879.96825,,10936.3529,,40464.6434,,14941.3605,,23962.271,,12072.4539,,,,
9031.15747,15247.6259,,7040.63492,,7920.82353,,46339.5245,,15170.3401,,29262.4516,,10652.3688,,,,,
9031.3242,,14747.6835,,9945.11111,,10933.7941,,40484.8671,,14953.3061,,23960.3355,,12033.2766,,,,
9031.49086,15291.2806,,7012.53968,,7939.29412,,46363.6923,,15135.4558,,29299.3032,,10651.2624,,,,,
9031.65752,,14718.5899,,9893.2381,,10930.2941,,40529.007,,14929.1156,,23951.0194,,12070.2695,,,,
9031.82418,15240.1727,,6998.79365,,7926.05882,,46340.7832,,15152.9796,,29289.6516,,10620.6525,,,,,
