---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 4,ROI 4,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,-,-,-,-
3153.1645,,14519.741,,11507.3651,,12287.9706,,15863.4558,,13204.5957,,,,
3153.3311,14984.0576,,7282.53968,,8040.11765,,14380.517,,9871.1773,,,,,
3153.4978,,14519.1655,,11507.5238,,12275.7941,,15888.7075,,13228.1986,,,,
3153.6645,14997.8993,,7307.46032,,8035.02941,,14297.6599,,9917.95745,,,,,
3153.8312,,14439.7986,,11513.7778,,12298.9118,,15891.2925,,13256.9362,,,,
3153.9979,14945.6691,,7254.7619,,8017.61765,,14322.8844,,9920.87943,,,,,
3154.1645,,14509.0935,,11505.0159,,12279.3235,,15848.4354,,13262.6099,,,,
3154.3312,14961.5827,,7269.26984,,8049,,14336.517,,9881.44681,,,,,
3154.4979,,14478.3309,,11512.5397,,12216.2059,,15870.5034,,13240.6241,,,,
3154.6646,14961.9568,,7267.14286,,8066.70588,,14305.551,,9909.13475,,,,,
3154.8312,,14541.0935,,11496.2222,,12300.0588,,15884.8163,,13194.7234,,,,
3154.9979,14980.8633,,7282.66667,,8011.79412,,14330.8571,,9911.94326,,,,,
3155.1646,,14482.6475,,11512.381,,12239.9706,,15894.2857,,13196.4823,,,,
3155.3313,15021.4101,,7252.09524,,8016.41176,,14345.3333,,9882.01418,,,,,
3155.4979,,14533.1799,,11497.3968,,12261.8529,,15882.7211,,13182.1277,,,,
3155.6646,15034.7338,,7255.90476,,8024.61765,,14347.5918,,9903.43262,,,,,
3155.8313,,14492.6619,,11487.5238,,12277.0294,,15865.9592,,13197.617,,,,
3155.998,15024.1727,,7281.04762,,8036.11765,,14326.6939,,9878.7234,,,,,
3156.1647,,14508.518,,11512.7302,,12284.2353,,15855.9728,,13225.2766,,,,
3156.3313,15039.3381,,7245.46032,,8007.79412,,14355.1565,,9894.97872,,,,,
3156.498,,14538.7338,,11513.9683,,12330.8529,,15823.3469,,13156.7092,,,,
3156.6646,14976.3741,,7249.65079,,8062.82353,,14366.4762,,9910.7234,,,,,
3156.8314,,14508.6331,,11513.5873,,12295.9706,,15840.8163,,13145.305,,,,
3156.998,15017.4964,,7282,,8055.97059,,14361.8231,,9898.43972,,,,,
3157.1647,,14530.7914,,11518.5397,,12235.7353,,15882.3946,,13195.5745,,,,
3157.3314,15017.5252,,7287.55556,,8009.52941,,14342.8027,,9881.90071,,,,,
3157.4981,,14410.0432,,11544.4762,,12226.1176,,15917.5238,,13210.3262,,,,
3157.6647,14904.3453,,7237.2381,,8059.91176,,14337.7143,,9892.59574,,,,,
3157.8314,,14473.5252,,11532.5714,,12318.6765,,15880.1088,,13250.7234,,,,
3157.9981,14921.554,,7271.5873,,8053.14706,,14328.5986,,9921.98582,,,,,
3158.1647,,14464.3165,,11497.3651,,12245.9118,,15870.6667,,13224.4823,,,,
3158.3315,14954.446,,7272.98413,,8024.47059,,14373.9864,,9907.48936,,,,,
3158.4981,,14505.4388,,11464.6984,,12277.5,,15882.8027,,13186.3546,,,,
3158.6648,14933.3525,,7279.80952,,8013.55882,,14330.9116,,9880.9078,,,,,
3158.8314,,14524.0863,,11520.5397,,12289.3824,,15841.3061,,13227.4326,,,,
3158.9981,14945.4676,,7250.69841,,8042.14706,,14285.3878,,9891.63121,,,,,
3159.1648,,14453.4388,,11484.9524,,12288.7941,,15882.6395,,13185.4468,,,,
3159.3315,14961.2662,,7255.87302,,8038.29412,,14335.4286,,9862.69504,,,,,
3159.4982,,14470.0144,,11466.1587,,12269.6176,,15895.2381,,13208.6525,,,,
3159.6648,14934.6187,,7282.12698,,8024.88235,,14324.3537,,9878.75177,,,,,
3159.8316,,14475.1655,,11531.4286,,12267.5,,15880.8163,,13216,,,,
3159.9982,14961.554,,7292.4127,,8042.64706,,14324.4354,,9902.41135,,,,,
3160.1649,,14477.8129,,11505.0476,,12234.4706,,15851.5374,,13219.4043,,,,
3160.3315,14943.6835,,7237.68254,,8024.58824,,14316,,9867.29078,,,,,
3160.4982,,14489.0935,,11496.254,,12252.0294,,15884.0816,,13246.9504,,,,
3160.6649,14998.3885,,7277.5873,,8024.76471,,14278.7211,,9869.04965,,,,,
3160.8316,,14495.2518,,11512.4127,,12269,,15888.7347,,13204.5674,,,,
3160.9982,14967.1655,,7275.1746,,8014.35294,,14324.0272,,9913.90071,,,,,
3161.1649,,14452.3453,,11559.9048,,12265.3529,,15893.8231,,13213.078,,,,
3161.3316,14911.1367,,7288.09524,,8012.26471,,14374.1497,,9867.94326,,,,,
3161.4983,,14478.7914,,11531.3333,,12241.8235,,15868.1905,,13237.4468,,,,
3161.665,14979.223,,7278.63492,,8030.23529,,14326.9388,,9884.08511,,,,,
3161.8316,,14489.9281,,11538.8571,,12250.3824,,15883.0476,,13240.4823,,,,
3161.9983,14976,,7285.01587,,8032.47059,,14334.9932,,9903.65957,,,,,
3162.165,,14470.5324,,11502.1905,,12239.0294,,15876.6803,,13265.078,,,,
3162.3317,15030.8777,,7273.07937,,8005.08824,,14342.1769,,9897.92908,,,,,
3162.4983,,14514.3597,,11515.2063,,12298.7941,,15910.7211,,13245.1064,,,,
3162.665,14913.4964,,7245.5873,,8011.29412,,14306.6122,,9855.23404,,,,,
3162.8317,,14462.5036,,11588.6032,,12230.7941,,15878.9388,,13204.1986,,,,
3162.9984,15012.0288,,7285.49206,,8000.52941,,14300.1088,,9897.8156,,,,,
3163.165,,14521.554,,11585.3016,,12287.7353,,15861.2789,,13229.078,,,,
3163.3317,15011.3669,,7296,,8046.35294,,14314.449,,9897.07801,,,,,
3163.4984,,14501.036,,11543.1746,,12246.8235,,15851.5374,,13234.9787,,,,
3163.665,15001.3237,,7281.80952,,8034.61765,,14302.2857,,9893.53191,,,,,
3163.8318,,14532.1439,,11548.8571,,12290.4706,,15894.1224,,13201.1915,,,,
3163.9984,14999.0504,,7258.15873,,8025.88235,,14324.9524,,9896.70922,,,,,
3164.1651,,14509.1223,,11518.6667,,12249.1765,,15904.8435,,13228.7376,,,,
3164.3317,15010.4748,,7292.47619,,8044.82353,,14337.2517,,9905.10638,,,,,
3164.4985,,14486.8489,,11503.5873,,12268.4118,,15819.2653,,13252,,,,
3164.6651,15028.2014,,7280.8254,,8029.73529,,14262.8844,,9870.55319,,,,,
3164.8318,,14502.3597,,11575.3651,,12270.6176,,15867.0476,,13204.5674,,,,
3164.9985,14926.964,,7222.12698,,8018.76471,,14347.7823,,9907.03546,,,,,
3165.1651,,14479.6835,,11458.0952,,12250.0294,,15937.1156,,13236.3121,,,,
3165.3319,14972.1727,,7247.61905,,8034.64706,,14335.2925,,9915.31915,,,,,
3165.4985,,14468.3165,,11506.381,,12277.0882,,15899.5102,,13232.539,,,,
3165.6652,14945.2374,,7270.69841,,8053.02941,,14328.2177,,9913.67376,,,,,
3165.8318,,14495.8273,,11485.3016,,12288.7353,,15908.2721,,13196.3688,,,,
3165.9985,14966.3309,,7266.15873,,8045.32353,,14326.6939,,9927.1773,,,,,
3166.1652,,14434.5036,,11508.6349,,12273.6765,,15866.068,,13231.8014,,,,
3166.3319,14963.2518,,7281.26984,,8067.23529,,14325.0884,,9894.41135,,,,,
3166.4985,,14466.5036,,11514.254,,12268.6765,,15900.3265,,13250.3262,,,,
3166.6652,14953.4676,,7289.68254,,8070.35294,,14300.5986,,9892.39716,,,,,
3166.8319,,14537.4964,,11490.3175,,12289.0294,,15853.415,,13227.3759,,,,
3166.9986,14997.4388,,7269.36508,,8032,,14369.6871,,9905.16312,,,,,
3167.1653,,14492.4029,,11519.2063,,12278.4706,,15916.517,,13176.7376,,,,
3167.3319,14954.1007,,7265.5873,,8057.29412,,14326.8027,,9926.49645,,,,,
3167.4986,,14476.9784,,11496.9841,,12273.3529,,15910.0952,,13203.234,,,,
3167.6653,14991.3381,,7272.03175,,8069.55882,,14337.551,,9895.29078,,,,,
3167.832,,14472.3165,,11544.6667,,12269.8235,,15895.4558,,13173.8723,,,,
3167.9986,14973.2662,,7293.14286,,8051.67647,,14392.3537,,9916.39716,,,,,
3168.1653,,14486.1295,,11506.4444,,12276.8235,,15916.2721,,13193.1631,,,,
3168.332,15028.1151,,7251.33333,,8050.61765,,14365.3605,,9850.75177,,,,,
3168.4987,,14460.9496,,11460.5397,,12247.5,,15876.7075,,13224.8794,,,,
3168.6654,14953.6691,,7306.47619,,8064.02941,,14353.4966,,9905.92908,,,,,
3168.832,,14499.4245,,11528.8889,,12276.5882,,15927.3469,,13215.7163,,,,
3168.9987,14956,,7325.39683,,8012.64706,,14344.898,,9905.30496,,,,,
3169.1653,,14521.4964,,11500.6984,,12304.3529,,15925.2789,,13257.8156,,,,
3169.3321,15017.6403,,7282.34921,,8029.52941,,14311.0204,,9930.32624,,,,,
3169.4987,,14460.9784,,11530.6984,,12259.8529,,15866.5306,,13177.617,,,,
3169.6654,14986.446,,7254.22222,,8052.20588,,14354.1224,,9907.85816,,,,,
3169.832,,14548.7482,,11544.9524,,12266.6471,,15941.6327,,13176.1135,,,,
3169.9988,15020.8633,,7261.14286,,8046.08824,,14321.5782,,9944.51064,,,,,
3170.1654,,14521.7842,,11545.9048,,12330.6176,,15902.8844,,13220.5674,,,,
3170.3321,14997.0935,,7271.30159,,8054.97059,,14307.8367,,9917.61702,,,,,
3170.4988,,14508,,11544.9524,,12321.5588,,15877.7415,,13233.9858,,,,
3170.6654,15042.3885,,7256.92063,,8041.61765,,14332,,9923.77305,,,,,
3170.8322,,14458.446,,11539.3333,,12264.1471,,15889.2789,,13213.3901,,,,
3170.9988,14977.9281,,7278.63492,,8060.11765,,14350.9932,,9906.43972,,,,,
3171.1655,,14469.5252,,11537.0476,,12256.8529,,15914.068,,13187.3475,,,,
3171.3321,15008.4892,,7270.44444,,8081.29412,,14304.3265,,9910.95035,,,,,
3171.4988,,14513.7842,,11545.1111,,12288.5294,,15902.449,,13225.9291,,,,
3171.6655,14984.6906,,7250.38095,,8064.41176,,14279.0476,,9865.8156,,,,,
3171.8322,,14494.3022,,11576.2222,,12284.4706,,15922.0952,,13219.1206,,,,
3171.9989,15044.6619,,7247.80952,,8044.61765,,14336.7075,,9902.41135,,,,,
3172.1655,,14526.446,,11528.7619,,12259.2941,,15894.068,,13252.5106,,,,
3172.3322,15023.8273,,7254.28571,,8060.70588,,14309.6054,,9884.99291,,,,,
3172.4989,,14472.1727,,11522.8889,,12247.9706,,15921.551,,13252.7376,,,,
3172.6656,14991.1079,,7282.88889,,8079.91176,,14319.0748,,9883.80142,,,,,
3172.8322,,14526.7626,,11516.8571,,12290.2353,,15895.5646,,13264.9929,,,,
3172.9989,15028.2014,,7263.74603,,8071.79412,,14294.8027,,9900.99291,,,,,
3173.1656,,14520.4892,,11565.3333,,12282.8235,,15897.7687,,13232.9078,,,,
3173.3323,14960.3741,,7298.19048,,8059.76471,,14350.3401,,9895.14894,,,,,
3173.4989,,14487.5971,,11505.1111,,12317.0294,,15894.9932,,13230.7801,,,,
3173.6656,14952.4029,,7287.11111,,8058.32353,,14327.9184,,9861.02128,,,,,
3173.8323,,14477.6691,,11476.127,,12267.3824,,15866.7483,,13228.2837,,,,
3173.999,14968.3165,,7285.01587,,8057.55882,,14311.5102,,9903.31915,,,,,
3174.1657,,14464.8058,,11528,,12317.8529,,15882.966,,13236.8794,,,,
3174.3323,14935.0504,,7271.74603,,8071.29412,,14298.3673,,9870.2695,,,,,
3174.499,,14480.6331,,11509.746,,12339.0882,,15888.4898,,13161.0213,,,,
3174.6656,15008.777,,7280.57143,,8045.47059,,14277.4422,,9897.41844,,,,,
3174.8324,,14531.4245,,11475.1429,,12288.5882,,15855.1837,,13213.5603,,,,
3174.999,14973.1511,,7269.5873,,8016.05882,,14354.3401,,9903.31915,,,,,
3175.1657,,14467.1655,,11539.1111,,12300.5,,15886.7211,,13259.9716,,,,
3175.3323,14929.6691,,7297.33333,,8061.11765,,14316.1905,,9928.36879,,,,,
3175.4991,,14514.4173,,11523.4286,,12328.9412,,15874.1769,,13185.9007,,,,
3175.6657,15017.1511,,7296.38095,,8059.29412,,14332.5986,,9899.26241,,,,,
3175.8324,,14504.4317,,11493.4921,,12287.1176,,15876.2177,,13213.617,,,,
3175.9991,14969.1223,,7283.04762,,8054.11765,,14326.5578,,9892.39716,,,,,
3176.1657,,14481.9568,,11556.6984,,12313.8235,,15864.0816,,13219.7163,,,,
3176.3325,14976.9209,,7286.47619,,8073.94118,,14338.1497,,9897.2766,,,,,
3176.4991,,14453.0647,,11521.5873,,12337.7647,,15944.3265,,13210.4681,,,,
3176.6658,14990.1871,,7246.60317,,8049.88235,,14336.2721,,9883.40426,,,,,
3176.8324,,14497.2086,,11541.619,,12293.4706,,15891.7279,,13239.2057,,,,
3176.9991,14896.4892,,7285.68254,,8021.94118,,14331.8912,,9908.99291,,,,,
3177.1658,,14481.2662,,11511.4286,,12306.3235,,15852.0544,,13200.4255,,,,
3177.3325,14958.3885,,7259.14286,,8063.94118,,14280.4626,,9927.20567,,,,,
3177.4992,,14557.6115,,11533.6508,,12313.5294,,15884.3537,,13210.3546,,,,
3177.6658,15079.7698,,7276.98413,,8070.05882,,14370.1497,,9895.43262,,,,,
3177.8325,,14529.2086,,11518.5079,,12313.8824,,15891.8639,,13214.2979,,,,
3177.9992,14987.6835,,7291.5873,,8058.29412,,14330.8571,,9926.58156,,,,,
3178.1659,,14460.4317,,11532.5714,,12285.3824,,15904.4626,,13243.8582,,,,
3178.3325,14998.1007,,7254.25397,,8059.76471,,14309.7687,,9914.58156,,,,,
3178.4992,,14569.8993,,11474.4444,,12276.9706,,15853.9592,,13239.0355,,,,
3178.6659,15074.1007,,7287.84127,,8055.70588,,14305.6327,,9883.48936,,,,,
3178.8326,,14551.6259,,11501.6825,,12317.8529,,15876.2993,,13254.156,,,,
3178.9992,15098.7626,,7259.2381,,8066.61765,,14345.3605,,9910.60993,,,,,
3179.1659,,14558.4173,,11498.7619,,12302.9118,,15896.3265,,13254.695,,,,
3179.3326,15110.5324,,7292.7619,,8085.58824,,14349.8503,,9947.74468,,,,,
3179.4993,,14576.5468,,11524.7937,,12280.9706,,15885.7959,,13210.7801,,,,
3179.666,15118.7626,,7286.57143,,8062.29412,,14344.0272,,9920.14184,,,,,
3179.8326,,14589.7842,,11519.4603,,12251.2353,,15901.1701,,13211.0922,,,,
3179.9993,15112.8633,,7246.98413,,8029.70588,,14347.9456,,9897.04965,,,,,
3180.1659,,14602.7338,,11582.4762,,12307.7353,,15879.619,,13236.1418,,,,
3180.3327,15041.9856,,7272.60317,,8043.47059,,14290.6667,,9917.95745,,,,,
3180.4993,,14586.3597,,11524.1905,,12268.2353,,15882.0952,,13209.3333,,,,
3180.666,15164.8633,,7271.01587,,8068.70588,,14356.517,,9918.83688,,,,,
3180.8327,,14582.7914,,11517.6508,,12273.4412,,15920.9252,,13201.4184,,,,
3180.9994,15135.3094,,7278.12698,,8066.35294,,14290.7755,,9894.69504,,,,,
3181.166,,14557.8993,,11525.873,,12311.1471,,15883.7007,,13191.3759,,,,
3181.3327,15073.8129,,7238.03175,,8069.47059,,14335.7551,,9912.39716,,,,,
3181.4994,,14494.8489,,11512.7302,,12343.7647,,15895.3741,,13243.2908,,,,
3181.666,14913.036,,7286.50794,,8082.61765,,14322.5034,,9922.83688,,,,,
3181.8328,,14460.5755,,11490.0952,,12343.1176,,15895.1293,,13219.7163,,,,
3181.9994,15047.0791,,7265.77778,,8055.85294,,14286.3129,,9909.78723,,,,,
3182.1661,,14581.7842,,11470.8889,,12309.9412,,15908.4082,,13248.7092,,,,
3182.3327,15028.0288,,7300.38095,,8022.02941,,14334.6939,,9884.79433,,,,,
3182.4994,,14580.2014,,11504.381,,12301.3824,,15898.4762,,13268.7092,,,,
3182.6661,14966.2158,,7266.66667,,8126.55882,,14315.619,,9879.20567,,,,,
3182.8328,,14517.8705,,11496.8889,,12316.7353,,15823.619,,13246.5532,,,,
3182.9995,15009.5252,,7293.87302,,8092.67647,,14300.517,,9868.34043,,,,,
3183.1661,,14519.7698,,11503.0476,,12338.4706,,15877.415,,13210.6667,,,,
3183.3329,14981.9856,,7264.38095,,8064.52941,,14367.619,,9914.7234,,,,,
3183.4995,,14503.9712,,11492.9841,,12334,,15863.2653,,13236.0567,,,,
3183.6662,14978.5036,,7256.12698,,8064.44118,,14305.1156,,9895.97163,,,,,
3183.8328,,14553.4676,,11546.7937,,12335.3529,,15918.0408,,13241.7305,,,,
3183.9995,14978.6187,,7253.93651,,8083.29412,,14312.9524,,9883.37589,,,,,
3184.1662,,14507.6259,,11505.9365,,12283.4118,,15902.0952,,13208.5957,,,,
3184.3329,14961.7842,,7271.80952,,8067.05882,,14327.5102,,9883.46099,,,,,
3184.4995,,14515.3957,,11540.6349,,12341.5294,,15877.2245,,13254.6099,,,,
3184.6662,14956.3165,,7261.52381,,8069.76471,,14312.4626,,9927.46099,,,,,
3184.8329,,14481.4101,,11559.4603,,12332.5588,,15860.8707,,13249.1915,,,,
3184.9996,14951.1942,,7269.11111,,8075.55882,,14301.8503,,9935.57447,,,,,
3185.1663,,14478.2446,,11525.1429,,12304.5882,,15862.9116,,13209.1348,,,,
3185.3329,15028.0288,,7236.15873,,8047.08824,,14297.3061,,9931.0922,,,,,
3185.4996,,14519.0216,,11534.4762,,12303.3529,,15879.7279,,13224.8794,,,,
3185.6662,14872.1151,,7266.19048,,8057.35294,,14358.4218,,9858.92199,,,,,
3185.833,,14329.6115,,11513.0476,,12270.2353,,15906.1497,,13231.4326,,,,
3185.9996,14792.6619,,7278.03175,,8046.44118,,14292.5986,,9928.08511,,,,,
3186.1663,,14442.8777,,11535.9365,,12305.0882,,15890.1769,,13302.4681,,,,
3186.333,14970.1871,,7235.07937,,8081.91176,,14284,,9882.83688,,,,,
3186.4997,,14604.0288,,11488,,12298.4706,,15876.9524,,13241.6738,,,,
3186.6664,15069.4388,,7257.71429,,8044.35294,,14295.8367,,9861.78723,,,,,
3186.833,,14711.1367,,11519.8413,,12272.2059,,15881.2517,,13231.234,,,,
3186.9997,15234.3597,,7241.61905,,8054.61765,,14340.4082,,9907.34752,,,,,
3187.1663,,14824.1151,,11460.6984,,12310.7941,,15905.5238,,13262.4113,,,,
3187.3331,15339.8849,,7300.47619,,8048.70588,,14295.8639,,9885.78723,,,,,
3187.4997,,14888.2014,,11524.7937,,12325.3235,,15811.8095,,13223.5745,,,,
3187.6664,15501.9568,,7262.28571,,8073.17647,,14302.1769,,9894.01418,,,,,
3187.833,,14716.3741,,11506.4444,,12306.1765,,15919.5374,,13249.3617,,,,
3187.9997,15195.8561,,7264.22222,,8056.61765,,14345.1156,,9894.35461,,,,,
3188.1664,,14858.5324,,11446.0952,,12330.2941,,15956.4898,,13194.0993,,,,
3188.3331,15604.2014,,7243.61905,,8063.97059,,14339.5918,,9915.80142,,,,,
3188.4998,,14767.1367,,11518.7937,,12336.9118,,15916.6259,,13231.6312,,,,
3188.6664,15131.3094,,7288.7619,,8073.29412,,14335.7823,,9909.21986,,,,,
3188.8331,,14796.0863,,11547.0159,,12336.2353,,15923.2109,,13237.7589,,,,
3188.9998,15220.7482,,7268.50794,,8082.20588,,14352.517,,9892.79433,,,,,
3189.1665,,14593.6115,,11514.254,,12302,,15893.0884,,13282.4397,,,,
3189.3331,15175.7698,,7295.14286,,8086.26471,,14321.7687,,9894.29787,,,,,
3189.4998,,14622.0432,,11503.5873,,12294.4412,,15869.5782,,13284.1418,,,,
3189.6665,15097.554,,7248.92063,,8076.91176,,14351.3197,,9907.00709,,,,,
3189.8332,,14547.4245,,11467.6508,,12268.5,,15899.1565,,13253.305,,,,
3189.9998,15212.4604,,7282.28571,,8077.70588,,14289.8503,,9927.14894,,,,,
3190.1665,,14523.3094,,11511.1746,,12241.5882,,15939.9184,,13244.7376,,,,
3190.3332,14950.446,,7257.07937,,8099.44118,,14332.2449,,9894.66667,,,,,
3190.4999,,14515.9137,,11486.254,,12271.2353,,15910.2585,,13256.3688,,,,
3190.6666,14981.6403,,7248.50794,,8012.64706,,14295.102,,9889.7305,,,,,
3190.8332,,14573.2662,,11527.3016,,12292.7353,,15913.7415,,13222.6099,,,,
3190.9999,15197.3813,,7234.57143,,8063.52941,,14300.5714,,9925.21986,,,,,
3191.1665,,14533.8705,,11510.0317,,12256.5588,,15873.3878,,13218.0426,,,,
3191.3333,14937.3813,,7280.22222,,8044.11765,,14310.6122,,9893.13475,,,,,
3191.4999,,14483.4532,,11509.0159,,12265.3824,,15905.6327,,13277.1631,,,,
3191.6666,15099.0504,,7252.79365,,8022.52941,,14329.6871,,9931.20567,,,,,
3191.8333,,14473.295,,11481.3968,,12301.7353,,15883.9456,,13276.1135,,,,
3192,14972.1727,,7235.1746,,8072.82353,,14349.9048,,9914.32624,,,,,
3192.1667,,14811.0216,,11583.5238,,12324.8529,,15909.7959,,13278.1277,,,,
3192.3333,15603.7698,,7234.98413,,8071.08824,,14366.0408,,9913.30496,,,,,
3192.5,,14832.8058,,11492.6984,,12279.0882,,15951.0204,,13246.0142,,,,
3192.6666,15116.777,,7260.44444,,8057.85294,,14341.9048,,9912.22695,,,,,
3192.8334,,14607.6547,,11534.7619,,12304.8824,,15950.3673,,13243.2908,,,,
3193,15014.0144,,7265.90476,,8054,,14337.034,,9897.30496,,,,,
3193.1667,,14453.6691,,11465.7778,,12302.2941,,15853.3878,,13294.4965,,,,
3193.3333,14930.7338,,7276.57143,,8052.94118,,14294.0408,,9921.92908,,,,,
3193.5,,14463.8561,,11558.7302,,12289.6176,,15864.6259,,13219.2624,,,,
3193.6667,14916.0863,,7295.04762,,8069.32353,,14297.2789,,9854.95035,,,,,
3193.8334,,14462.0432,,11526.2222,,12320.0588,,15881.7143,,13263.4894,,,,
3194.0001,14830.1295,,7277.46032,,8070.94118,,14310.3946,,9906.52482,,,,,
3194.1667,,14440.5755,,11488.6667,,12271.1176,,15924.0544,,13258.383,,,,
3194.3335,15090.7338,,7300.34921,,8068.91176,,14328.4082,,9899.03546,,,,,
3194.5001,,14882.2158,,11487.9365,,12265.5,,15920.2721,,13239.6312,,,,
3194.6668,15552.3741,,7270.22222,,8065.94118,,14320.8163,,9902.09929,,,,,
3194.8334,,15020.1439,,11497.4921,,12303.8824,,15912.1361,,13229.305,,,,
3195.0001,15646.3885,,7247.2381,,8037.97059,,14335.2109,,9905.98582,,,,,
3195.1668,,14929.1223,,11509.746,,12271.5882,,15870.9388,,13230.0426,,,,
3195.3335,15363.3094,,7293.20635,,8077.79412,,14359.1837,,9883.0922,,,,,
3195.5002,,14975.0216,,11539.2698,,12309.9412,,15904.7075,,13244.7943,,,,
3195.6668,15524.7194,,7293.5873,,8047.11765,,14305.3605,,9914.78014,,,,,
3195.8335,,14867.3381,,11552.5397,,12287.0294,,15882.2585,,13243.0355,,,,
3196.0002,15475.5971,,7266.50794,,8079.41176,,14276.2449,,9901.33333,,,,,
3196.1669,,14785.4101,,11509.0794,,12278.3235,,15921.1973,,13220.5674,,,,
3196.3335,15331.6259,,7298.06349,,8057.67647,,14310.8844,,9890.09929,,,,,
3196.5002,,14745.3237,,11507.1111,,12296.0588,,15943.619,,13241.4468,,,,
3196.6668,15113.7842,,7242.15873,,8036.23529,,14379.3741,,9883.94326,,,,,
3196.8336,,14466.3022,,11508.8889,,12294.0294,,15926.6395,,13222.6383,,,,
3197.0002,15286.9928,,7297.68254,,8039.52941,,14385.3061,,9904.4539,,,,,
3197.1669,,14949.7842,,11537.9048,,12253.8529,,15887.3741,,13229.5887,,,,
3197.3336,15719.1367,,7288.63492,,8046.76471,,14353.932,,9936.53901,,,,,
3197.5003,,14948.0863,,11545.4921,,12230.4412,,15920.2177,,13229.3617,,,,
3197.667,15141.7266,,7273.04762,,8065.29412,,14335.4014,,9891.31915,,,,,
3197.8336,,14717.0935,,11498.5397,,12292.4412,,15854.1769,,13195.9433,,,,
3198.0003,15502.7914,,7259.93651,,8050.73529,,14321.1973,,9914.38298,,,,,
3198.1669,,14899.9137,,11530.7302,,12306.2941,,15926.7211,,13222.8936,,,,
3198.3337,15481.3525,,7246.53968,,8047.88235,,14323.3741,,9903.60284,,,,,
3198.5003,,14933.5827,,11514.3492,,12304.5588,,15866.5034,,13225.4184,,,,
3198.667,15579.3669,,7291.42857,,8062.29412,,14367.9728,,9894.66667,,,,,
3198.8337,,14980.7482,,11517.2381,,12350.0588,,15846.9932,,13260.5674,,,,
3199.0003,15539.3957,,7266.03175,,8091.44118,,14307.8095,,9880.17021,,,,,
3199.167,,14903.7122,,11522.254,,12300.1471,,15905.2245,,13199.9716,,,,
3199.3337,15636.4604,,7268.79365,,8065.14706,,14362.7211,,9934.97872,,,,,
3199.5004,,14973.7842,,11490.7937,,12275.8529,,15914.2313,,13253.078,,,,
3199.667,15457.0935,,7257.71429,,8063.55882,,14311.6463,,9895.03546,,,,,
3199.8338,,14716.4892,,11483.9365,,12245.1765,,15883.9728,,13221.5603,,,,
3200.0004,15017.7266,,7275.93651,,8037.61765,,14387.7279,,9898.6383,,,,,
3200.1671,,14366.3309,,11493.1429,,12296.9118,,15908.2721,,13192.2553,,,,
3200.3337,15226.9065,,7272.38095,,8066.61765,,14349.0068,,9903.85816,,,,,
3200.5004,,14612.259,,11507.5238,,12306.6176,,15892.2177,,13225.4468,,,,
3200.6671,15002.8201,,7271.39683,,8089.17647,,14343.7551,,9887.80142,,,,,
3200.8338,,14542.5899,,11490.2857,,12268.5294,,15892.4354,,13231.7447,,,,
3201.0005,15486.1583,,7267.33333,,8084.91176,,14334.8571,,9897.53191,,,,,
3201.1671,,14962.446,,11489.1746,,12319.2353,,15917.7143,,13225.7589,,,,
3201.3338,15462.3597,,7251.33333,,8070.47059,,14359.2925,,9911.88652,,,,,
3201.5005,,14781.4676,,11489.8413,,12284.6176,,15911.8639,,13215.773,,,,
3201.6672,15272.7482,,7278.12698,,8066.29412,,14336.6803,,9896.4539,,,,,
3201.8338,,14722.3022,,11474.8889,,12296.5882,,15891.9184,,13280.4255,,,,
3202.0005,15301.4388,,7291.87302,,8055.26471,,14348.6531,,9891.97163,,,,,
3202.1672,,14838.5612,,11505.6825,,12251.4706,,15834.0952,,13206.3262,,,,
3202.3339,15501.4964,,7277.77778,,8058.11765,,14355.9184,,9880.42553,,,,,
3202.5005,,14751.6259,,11510.2222,,12294.0588,,15880,,13245.6738,,,,
3202.6672,15560.5468,,7245.26984,,8072.35294,,14370.9932,,9908.93617,,,,,
3202.8339,,14905.8417,,11475.9048,,12328.6471,,15941.0884,,13252.1418,,,,
3203.0006,15596.4604,,7253.61905,,8065.35294,,14314.4762,,9904.08511,,,,,
3203.1673,,14956.6043,,11491.4603,,12295.3235,,15918.9388,,13258.2695,,,,
3203.3339,15514.5324,,7263.84127,,8053.26471,,14330.6395,,9927.80142,,,,,
3203.5006,,14924.4604,,11482.0952,,12288.5588,,15932.5986,,13267.2057,,,,
3203.6672,15409.6691,,7263.39683,,8052.5,,14330.7755,,9903.29078,,,,,
3203.834,,14838.9065,,11550.1905,,12240,,15887.3469,,13240.0567,,,,
3204.0006,15388.6619,,7237.39683,,8046.79412,,14336.1633,,9910.04255,,,,,
3204.1673,,14610.5324,,11516.7302,,12246.1176,,15886.9116,,13255.7447,,,,
3204.334,15435.741,,7271.74603,,8080.32353,,14324.7075,,9929.33333,,,,,
3204.5007,,14958.7626,,11522.6349,,12290.6471,,15904.6259,,13292.8227,,,,
3204.6673,15596.1439,,7281.39683,,8067.91176,,14316.4082,,9926.43972,,,,,
3204.834,,14977.1511,,11527.0159,,12277.9706,,15914.1497,,13252,,,,
