---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 4,ROI 4,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,-,-,-,-
589.5215,15209.2086,,7530,,8371.55882,,14660.4898,,10163.3475,,,,,
589.6882,,14791.3094,,11928.8254,,12692.3529,,16305.0884,,13556.7943,,,,
589.8549,15252.4892,,7565.49206,,8305.91176,,14649.7687,,10116.5957,,,,,
590.0216,,14765.7554,,11917.2381,,12685.8235,,16248.3537,,13548.6241,,,,
590.1882,15245.5827,,7559.01587,,8326.23529,,14653.2245,,10141.7872,,,,,
590.3549,,14840.9496,,11927.1111,,12716.8824,,16236.9524,,13582.1844,,,,
590.5216,15252.518,,7547.30159,,8321.91176,,14602.5578,,10141.0213,,,,,
590.6883,,14786.3022,,11958.0952,,12693.5882,,16229.7959,,13540.7943,,,,
590.855,15213.0072,,7558.4127,,8308.41176,,14627.2925,,10121.5887,,,,,
591.0216,,14821.4676,,11962.5714,,12672.0294,,16259.483,,13619.4894,,,,
591.1883,15310.3022,,7567.87302,,8365.91176,,14631.8367,,10166.4113,,,,,
591.3549,,14823.5683,,11901.1111,,12662.1765,,16263.8639,,13565.1631,,,,
591.5217,15282.964,,7572.92063,,8326.38235,,14623.1293,,10146.922,,,,,
591.6883,,14797.0647,,11956.1587,,12638,,16293.6327,,13578.156,,,,
591.855,15346.446,,7553.93651,,8300.70588,,14667.9728,,10157.4752,,,,,
592.0217,,14804.8345,,11958.254,,12676.8824,,16271.9456,,13546.0993,,,,
592.1884,15267.5396,,7544.57143,,8328.88235,,14646.8844,,10144.9362,,,,,
592.355,,14793.6978,,11955.0476,,12680.6765,,16249.932,,13536.6809,,,,
592.5217,15295.4245,,7528.34921,,8341.08824,,14653.034,,10129.2482,,,,,
592.6884,,14845.8705,,11954.9524,,12667.7941,,16297.1156,,13543.0638,,,,
592.855,15251.7698,,7579.46032,,8332.82353,,14638.8299,,10159.2624,,,,,
593.0218,,14796.9784,,11965.3016,,12672.6765,,16260.8707,,13551.4043,,,,
593.1884,15217.6978,,7547.52381,,8354.35294,,14696.3265,,10131.0355,,,,,
593.3551,,14782.2734,,11971.4603,,12616.3824,,16257.4694,,13563.0355,,,,
593.5217,15255.3094,,7549.11111,,8367.35294,,14665.9048,,10109.7305,,,,,
593.6884,,14812.3165,,11956.4444,,12658.2353,,16276.0816,,13546.8369,,,,
593.8551,15252.8345,,7518.53968,,8371.61765,,14666.5306,,10142.7234,,,,,
594.0218,,14775.3381,,11933.0476,,12656.0294,,16289.3878,,13557.3617,,,,
594.1885,15200.4604,,7553.84127,,8313.14706,,14606.6395,,10125.5319,,,,,
594.3551,,14795.9137,,11972.8889,,12654.7941,,16282.068,,13614.7518,,,,
594.5219,15245.295,,7546.15873,,8308.17647,,14614.9388,,10142.5816,,,,,
594.6885,,14833.7842,,11967.8413,,12677.6765,,16295.6463,,13514.6383,,,,
594.8552,15269.2086,,7574.8254,,8312.20588,,14664.0272,,10118.2128,,,,,
595.0218,,14840.259,,11917.2698,,12663.1471,,16276.7347,,13535.2908,,,,
595.1885,15275.223,,7546.57143,,8345.26471,,14648.2177,,10143.6312,,,,,
595.3552,,14786.446,,11973.0476,,12666,,16327.2653,,13595.9433,,,,
595.5219,15259.5108,,7563.2381,,8318.61765,,14647.0204,,10130.5532,,,,,
595.6885,,14811.4532,,11949.0159,,12613.1471,,16251.0204,,13578.7518,,,,
595.8552,15222.0719,,7570.53968,,8330.47059,,14669.5782,,10103.6879,,,,,
596.0219,,14791.7122,,11944.7619,,12649.9706,,16210.8299,,13551.5461,,,,
596.1886,15260.4029,,7538.50794,,8308.20588,,14654.3673,,10119.5745,,,,,
596.3553,,14819.1079,,11956.5397,,12653.9706,,16285.7687,,13571.461,,,,
596.5219,15261.4101,,7542.92063,,8322.76471,,14670.9932,,10098.4681,,,,,
596.6886,,14853.0072,,11936.7937,,12700.2353,,16265.6871,,13555.4326,,,,
596.8553,15275.0216,,7540.79365,,8333.70588,,14671.2381,,10134.7518,,,,,
597.022,,14862.2734,,11916.9206,,12655.0294,,16295.5374,,13583.8582,,,,
597.1886,15343.9137,,7537.55556,,8332.32353,,14656.4082,,10118.5248,,,,,
597.3553,,14831.5108,,11937.9365,,12695.0294,,16273.0884,,13584.7092,,,,
597.522,15266.8201,,7541.46032,,8304.55882,,14675.2109,,10107.7163,,,,,
597.6887,,14763.0504,,11916.9206,,12653.6471,,16268.4354,,13579.3759,,,,
597.8553,15183.1079,,7537.74603,,8330.91176,,14654.3946,,10167.7163,,,,,
598.022,,14876.1439,,11896.8571,,12647.2059,,16242.9388,,13552.3121,,,,
598.1887,15217.1799,,7567.87302,,8343.55882,,14624.9252,,10157.5603,,,,,
598.3553,,14847.5971,,11915.5556,,12671.6176,,16284.517,,13588.7943,,,,
598.5221,15248.4892,,7526.53968,,8327.47059,,14602.6939,,10147.461,,,,,
598.6887,,14834.3885,,11922.2857,,12654.8235,,16240.4626,,13584.9645,,,,
598.8554,15283.2518,,7538.38095,,8343.26471,,14625.3333,,10092,,,,,
599.022,,14821.5827,,11893.0476,,12644.9118,,16256.2993,,13540.1418,,,,
599.1888,15273.554,,7522.69841,,8325.17647,,14627.5374,,10139.8865,,,,,
599.3554,,14816.9784,,11944.6349,,12649,,16268.7347,,13582.6667,,,,
599.5221,15280.1727,,7548,,8352.26471,,14620.4898,,10098.1277,,,,,
599.6888,,14849.036,,11977.619,,12664.7647,,16239.3197,,13549.8723,,,,
599.8554,15242.2158,,7547.11111,,8344.85294,,14645.3605,,10096.4539,,,,,
600.0222,,14781.2662,,11897.0476,,12642.0882,,16273.932,,13600.3121,,,,
600.1888,15280.2014,,7557.77778,,8324.23529,,14669.932,,10109.844,,,,,
600.3555,,14800.6906,,11911.2063,,12656.2059,,16307.0204,,13589.7589,,,,
600.5221,15310.5036,,7534.06349,,8318.23529,,14634.9388,,10134.2411,,,,,
600.6888,,14756,,11955.2381,,12691.0294,,16268.4082,,13579.4894,,,,
600.8555,15173.6691,,7504.15873,,8365.85294,,14661.2517,,10108.0567,,,,,
601.0222,,14795.6835,,11931.3333,,12676.8824,,16244.8435,,13564.1702,,,,
601.1888,15204.5468,,7560.79365,,8348.55882,,14653.3605,,10149.0496,,,,,
601.3555,,14844.1439,,11940.6032,,12669.5294,,16287.4286,,13529.7305,,,,
601.5222,15348.0288,,7544.60317,,8308.55882,,14684.9252,,10096.8511,,,,,
601.6889,,14779.8273,,11934.2222,,12655.9706,,16260.4354,,13582.2128,,,,
601.8556,15233.1223,,7550.69841,,8320.61765,,14666.3946,,10133.3901,,,,,
602.0222,,14770.1583,,11950.6349,,12639.9412,,16267.4558,,13599.2057,,,,
602.1889,15307.5971,,7515.42857,,8322.41176,,14657.4694,,10140.6809,,,,,
602.3556,,14836.5755,,11913.9365,,12647.4118,,16243.2109,,13526.1844,,,,
602.5223,15206.1583,,7539.68254,,8348.97059,,14685.0884,,10158.4965,,,,,
602.6889,,14746.1007,,11914.3175,,12714.0882,,16261.4694,,13558.1277,,,,
602.8556,15243.0216,,7549.80952,,8313.23529,,14646.3673,,10115.9433,,,,,
603.0223,,14770.3309,,11922.0317,,12701.0294,,16318.4218,,13555.9716,,,,
603.189,15300.8633,,7565.07937,,8332.76471,,14668.4354,,10123.5177,,,,,
603.3557,,14823.1367,,11943.7143,,12632.0588,,16283.4558,,13557.305,,,,
603.5223,15247.6547,,7526.53968,,8332.94118,,14671.8912,,10136.9078,,,,,
603.689,,14785.5827,,11922.9206,,12646.5882,,16219.9456,,13565.5603,,,,
603.8557,15263.0504,,7530.25397,,8321.26471,,14649.415,,10138.9504,,,,,
604.0224,,14780.3741,,11948.9206,,12611.2647,,16276,,13560.2553,,,,
604.189,15259.8561,,7522.73016,,8317.55882,,14650.0408,,10114.695,,,,,
604.3557,,14896.1439,,11942.2222,,12642.7059,,16262.3401,,13549.6738,,,,
604.5223,15243.7122,,7513.77778,,8328.32353,,14668.7075,,10123.1489,,,,,
604.6891,,14787.223,,11925.2063,,12696.2647,,16265.8503,,13547.6879,,,,
604.8557,15242.8489,,7540.15873,,8337.64706,,14624.0544,,10102.4113,,,,,
605.0224,,14822.2158,,11965.1746,,12661.7941,,16301.5238,,13571.4043,,,,
605.1891,15237.6115,,7546,,8320.97059,,14626.5578,,10142.7518,,,,,
605.3557,,14797.9856,,11952.2857,,12652.7059,,16283.5374,,13567.773,,,,
605.5225,15164.5468,,7532.38095,,8328.17647,,14678.5306,,10097.1631,,,,,
605.6891,,14789.2662,,11944.8254,,12662.7353,,16286.3946,,13525.4752,,,,
605.8558,15235.7986,,7545.07937,,8341.55882,,14673.3878,,10132.9078,,,,,
606.0224,,14829.8705,,11979.5238,,12684.6471,,16272.8707,,13580.3404,,,,
606.1892,15233.1223,,7532.31746,,8348.02941,,14643.3469,,10113.1348,,,,,
606.3558,,14807.1367,,11967.8413,,12658.1471,,16307.2109,,13573.5603,,,,
606.5225,15237.8417,,7520.19048,,8341.64706,,14656.7891,,10117.5603,,,,,
606.6892,,14822.1871,,11981.9683,,12674.1471,,16267.5646,,13575.5461,,,,
606.8558,15240.1151,,7502.88889,,8331.38235,,14654.9932,,10130.7234,,,,,
607.0225,,14783.8849,,11905.0476,,12630.2941,,16297.932,,13588.7376,,,,
607.1892,15246.6475,,7537.39683,,8340.23529,,14646.585,,10150.4397,,,,,
607.3559,,14825.4388,,11907.0159,,12652.0588,,16294.5034,,13624,,,,
607.5225,15277.0935,,7525.80952,,8337,,14638.3946,,10155.3191,,,,,
607.6892,,14849.036,,11918.5079,,12625.4118,,16301.1701,,13563.6028,,,,
607.8559,15275.2518,,7534.88889,,8350.91176,,14657.6054,,10116.5674,,,,,
608.0226,,14809.7842,,11947.873,,12679.2647,,16303.7279,,13562.4397,,,,
608.1892,15261.1799,,7522.8254,,8307.91176,,14628.2177,,10144.7943,,,,,
608.3559,,14872.6331,,11971.8095,,12630.9118,,16290.9388,,13533.844,,,,
608.5226,15328.2014,,7549.14286,,8335.47059,,14641.2789,,10132.0851,,,,,
608.6893,,14922.1295,,11960.9524,,12623.5294,,16264.3265,,13529.8156,,,,
608.856,15184.259,,7530.34921,,8307.88235,,14629.6871,,10136.1986,,,,,
609.0226,,14765.4964,,11897.2381,,12654.0882,,16274.2585,,13568.3404,,,,
609.1893,15368.0576,,7538.19048,,8327.64706,,14618.7755,,10138.0709,,,,,
609.356,,14852.9209,,11945.0159,,12678.2353,,16301.6871,,13552.7092,,,,
609.5227,15230.6475,,7550.06349,,8334.94118,,14687.6735,,10089.0496,,,,,
609.6893,,14877.8705,,11944.1905,,12641.4412,,16278.2857,,13578.922,,,,
609.856,15190.2446,,7542.7619,,8314.52941,,14659.9456,,10142.156,,,,,
610.0226,,14815.7122,,11936.8571,,12685.5882,,16304.7619,,13537.305,,,,
610.1894,15238.8777,,7540.12698,,8309.11765,,14583.2653,,10111.773,,,,,
610.356,,14808.0576,,11909.7778,,12630.4706,,16271.0748,,13578.4681,,,,
610.5227,15234.9065,,7541.68254,,8321.61765,,14631.8639,,10096.9645,,,,,
610.6894,,14834.1583,,11881.5238,,12671.3235,,16320.5986,,13599.2624,,,,
610.856,15245.8417,,7499.96825,,8352.94118,,14628.4082,,10098.4113,,,,,
611.0228,,14878.3885,,11941.4921,,12680.2647,,16289.5782,,13545.6738,,,,
611.1894,15275.1079,,7528.28571,,8327.76471,,14671.8912,,10100.7943,,,,,
611.3561,,14878.8201,,11895.2698,,12648.6471,,16262.068,,13554.7518,,,,
611.5227,15268.259,,7533.26984,,8290.91176,,14623.4014,,10127.7163,,,,,
611.6895,,14762.3022,,11923.1111,,12689,,16288.0272,,13574.5816,,,,
611.8561,15171.2518,,7522.47619,,8335.08824,,14686.8844,,10122.3546,,,,,
612.0228,,14789.9281,,11941.2063,,12672.6765,,16272.0816,,13572.5106,,,,
612.1895,15236.4317,,7552.50794,,8321,,14649.7959,,10142.2411,,,,,
612.3561,,14801.9281,,11935.3333,,12659.9412,,16297.551,,13534.1844,,,,
612.5228,15248.9496,,7540.28571,,8361.5,,14649.932,,10128.766,,,,,
612.6895,,14739.3957,,11907.873,,12660.1765,,16261.0068,,13554.3262,,,,
612.8562,15170.1871,,7570.57143,,8310.70588,,14614.6395,,10169.5887,,,,,
613.0228,,14769.3525,,11916.127,,12612.1471,,16278.6395,,13562.6383,,,,
613.1895,15245.295,,7506.44444,,8343.76471,,14642.1497,,10141.305,,,,,
613.3562,,14808.1439,,11884.0317,,12655.7059,,16337.3061,,13591.7447,,,,
613.5229,15310.8201,,7548.19048,,8333.91176,,14642.068,,10145.9858,,,,,
613.6895,,14774.2446,,11956.6349,,12649.8529,,16257.3333,,13545.4468,,,,
613.8562,15213.4676,,7526.44444,,8329.55882,,14670.1497,,10101.844,,,,,
614.0229,,14750.446,,11950.3175,,12634.0882,,16297.1156,,13556.9929,,,,
614.1896,15183.482,,7562.66667,,8345.76471,,14637.4422,,10100.7943,,,,,
614.3563,,14797.1799,,11959.5238,,12604.7647,,16290.068,,13520.2837,,,,
614.5229,15217.8705,,7594.66667,,8304.23529,,14657.3333,,10128.9362,,,,,
614.6896,,14792.6619,,11990.7302,,12600.2353,,16298.3129,,13554.0426,,,,
614.8563,15255.1367,,7551.07937,,8342,,14640,,10096.227,,,,,
615.023,,14824.0288,,11948,,12657.8235,,16286.6939,,13548.3688,,,,
615.1896,15231.6547,,7563.36508,,8356.55882,,14635.2653,,10092.6525,,,,,
615.3563,,14790.9928,,11987.0794,,12658.7647,,16330.3129,,13550.4113,,,,
615.523,15331.3381,,7564.03175,,8339.29412,,14668.0544,,10133.8156,,,,,
615.6897,,14824.0576,,11961.5238,,12651.2941,,16330.8027,,13545.078,,,,
615.8563,15209.8417,,7573.71429,,8331.35294,,14641.0884,,10123.8014,,,,,
616.023,,14792.9784,,11896.9524,,12633.1176,,16328.5986,,13564.1135,,,,
616.1897,15191.9424,,7548.19048,,8321.73529,,14654.6667,,10136.7376,,,,,
616.3564,,14782.2158,,11973.3968,,12627.7353,,16279.8639,,13575.0355,,,,
616.5231,15259.7122,,7568.8254,,8320.08824,,14652.4898,,10121.305,,,,,
616.6897,,14825.6691,,11958.6032,,12646.3824,,16235.8367,,13553.9007,,,,
616.8564,15197.3813,,7569.20635,,8332.85294,,14657.8503,,10058.695,,,,,
617.023,,14782.9928,,11954,,12660.3824,,16281.8231,,13544.5106,,,,
617.1898,15245.1223,,7514.7619,,8290.08824,,14648.4354,,10132.4823,,,,,
617.3564,,14831.4245,,11947.2381,,12652.7941,,16271.3469,,13592.6809,,,,
617.5231,15325.8705,,7528.12698,,8342.5,,14653.9864,,10102.156,,,,,
617.6898,,14824.0863,,11940.0317,,12660.2353,,16285.4422,,13534.6667,,,,
617.8564,15284.7194,,7560.92063,,8330.76471,,14643.4286,,10127.5745,,,,,
618.0232,,14810.5036,,11964.9206,,12635.1176,,16324.381,,13587.3191,,,,
618.1898,15263.6259,,7523.01587,,8318.5,,14628.381,,10105.5035,,,,,
618.3565,,14821.7266,,11913.9048,,12619.9706,,16260.4354,,13525.9291,,,,
618.5231,15270.3309,,7573.01587,,8321.02941,,14659.1293,,10095.5745,,,,,
618.6899,,14850.7626,,11983.5873,,12630.7353,,16290.966,,13529.3901,,,,
618.8565,15243.482,,7549.77778,,8335.02941,,14621.7687,,10148.3688,,,,,
619.0232,,14753.036,,11967.3968,,12627.5294,,16290.2041,,13566.3262,,,,
619.1898,15253.4101,,7543.39683,,8337.32353,,14658.6939,,10150.4397,,,,,
619.3565,,14829.3525,,11931.6508,,12666.4412,,16279.4286,,13564.9078,,,,
619.5232,15234.1583,,7539.65079,,8328.05882,,14630.2585,,10130.2979,,,,,
619.6899,,14769.4388,,11954.2857,,12656.2647,,16306.3673,,13500.1135,,,,
619.8566,15240.0863,,7542.4127,,8335.76471,,14634.4218,,10086.7234,,,,,
620.0232,,14786.4748,,11925.5238,,12685.3824,,16322.1224,,13565.844,,,,
620.1899,15266.9928,,7562.03175,,8357.35294,,14657.0612,,10139.2057,,,,,
620.3566,,14803.9137,,11929.1429,,12641.8235,,16281.9048,,13521.5603,,,,
620.5233,15240.6043,,7568.12698,,8328.17647,,14670.4762,,10095.7163,,,,,
620.6899,,14810.0719,,11958.7619,,12625.1176,,16294.449,,13517.8723,,,,
620.8566,15263.6547,,7562.19048,,8336.44118,,14674.8027,,10103.5177,,,,,
621.0233,,14802.8489,,11927.2698,,12672.0294,,16276.2449,,13533.3617,,,,
621.19,15306.6187,,7547.39683,,8342.67647,,14656.4626,,10118.0709,,,,,
621.3567,,14805.4388,,11948.6032,,12687.2647,,16270.966,,13559.1773,,,,
621.5233,15211.6547,,7544.79365,,8339.17647,,14646.6667,,10112.7943,,,,,
621.69,,14754.1295,,11930.5714,,12665.5,,16295.4558,,13534.2695,,,,
621.8567,15261.4101,,7544.4127,,8317.67647,,14676.3537,,10114.922,,,,,
622.0234,,14816,,11937.3333,,12612.8235,,16252.4082,,13529.8156,,,,
622.19,15268.8921,,7516.50794,,8332,,14619.5102,,10125.0213,,,,,
622.3567,,14783.3669,,11910.8571,,12636.4118,,16285.9864,,13532.9929,,,,
622.5233,15302.0719,,7547.71429,,8318.02941,,14665.0068,,10089.9858,,,,,
622.6901,,14895.6547,,11912.8571,,12622.7353,,16240.6259,,13579.9433,,,,
622.8567,15251.5396,,7523.49206,,8348.64706,,14642.2585,,10132.4255,,,,,
623.0234,,14802.5899,,11884.3175,,12610.2647,,16275.8095,,13526.383,,,,
623.1901,15212.2302,,7523.04762,,8340,,14653.415,,10134.8369,,,,,
623.3568,,14802.446,,11938.2857,,12651.1176,,16344.1633,,13540.0567,,,,
623.5235,15202.7914,,7507.26984,,8324.32353,,14664.9252,,10119.0071,,,,,
623.6901,,14782.446,,11924.7302,,12637.9412,,16275.5374,,13590.9504,,,,
623.8568,15262.5324,,7539.04762,,8339.55882,,14654.3673,,10103.5461,,,,,
624.0234,,14810.7338,,11910.1587,,12685.5,,16294.449,,13570.7801,,,,
624.1902,15334.2158,,7564.19048,,8323.32353,,14667.0204,,10092.3972,,,,,
624.3568,,14774.2158,,11919.9683,,12652.6471,,16312.2177,,13528.9362,,,,
624.5235,15318.5899,,7551.55556,,8318.11765,,14637.9048,,10143.2624,,,,,
624.6901,,14814.3022,,11935.0476,,12705.8824,,16277.6871,,13547.0355,,,,
624.8568,15159.5971,,7559.55556,,8331.44118,,14660.7891,,10080.1986,,,,,
625.0235,,14790.5612,,11939.5556,,12678.1471,,16272.2993,,13557.844,,,,
625.1902,15188.8345,,7525.77778,,8346.70588,,14649.4694,,10090.5532,,,,,
625.3569,,14845.554,,11927.7143,,12641,,16263.2109,,13541.1631,,,,
625.5235,15256.8921,,7542.53968,,8292.05882,,14673.6327,,10086.4965,,,,,
625.6902,,14835.6835,,11932.0317,,12640.7941,,16286.6939,,13521.5035,,,,
625.8569,15227.0216,,7519.14286,,8319.5,,14620.1905,,10085.5887,,,,,
626.0236,,14806.705,,11931.873,,12665.3824,,16284.3537,,13487.6028,,,,
626.1902,15264.3453,,7524.73016,,8320.17647,,14649.9864,,10083.9433,,,,,
626.3569,,14822.3885,,11940.1587,,12670.2647,,16286.8299,,13555.7447,,,,
626.5236,15245.8993,,7538.63492,,8350.11765,,14686.5306,,10100.539,,,,,
626.6903,,14823.223,,11943.8095,,12678.0294,,16309.9048,,13565.1915,,,,
626.857,15302.7338,,7515.93651,,8295.20588,,14705.5782,,10132.6241,,,,,
627.0236,,14808.777,,11906.2222,,12688.7059,,16247.9184,,13535.234,,,,
627.1903,15259.4245,,7510.34921,,8319.14706,,14652.0272,,10103.773,,,,,
627.357,,14821.8705,,11944.8254,,12656.3529,,16276.517,,13557.9858,,,,
627.5237,15284.6906,,7533.39683,,8340.91176,,14636.9796,,10143.0922,,,,,
627.6903,,14849.4388,,11890.0952,,12656.3824,,16270.1224,,13525.7872,,,,
627.857,15240,,7515.77778,,8321.82353,,14663.8367,,10130.7801,,,,,
628.0236,,14840.8633,,11974.1905,,12689.1176,,16285.7143,,13561.7589,,,,
628.1904,15364.2878,,7557.55556,,8368.32353,,14668.381,,10149.9007,,,,,
628.357,,14769.8993,,11891.8413,,12689.5882,,16297.8231,,13559.8582,,,,
628.5237,15230.5036,,7527.93651,,8344.41176,,14601.7415,,10107.3475,,,,,
628.6904,,14824,,11940.0635,,12666.1176,,16256.4354,,13515.7163,,,,
628.8571,15292.0576,,7539.77778,,8359.70588,,14631.2109,,10124.5106,,,,,
629.0238,,14791.5108,,11941.873,,12642.1471,,16249.0884,,13494.156,,,,
629.1904,15261.8417,,7525.14286,,8376.35294,,14670.8571,,10100.4539,,,,,
629.3571,,14784.6331,,11962.4127,,12689.8529,,16275.0204,,13519.9716,,,,
629.5237,15237.4388,,7534.7619,,8313.97059,,14700.7891,,10127.4894,,,,,
629.6905,,14821.295,,11899.9048,,12647.0882,,16335.2925,,13516.5106,,,,
629.8571,15240,,7551.61905,,8372.29412,,14628,,10112.1986,,,,,
630.0238,,14814.8201,,11941.6508,,12659.0588,,16293.7687,,13530.5816,,,,
630.1905,15222.0432,,7557.01587,,8331.64706,,14674.6939,,10114.2128,,,,,
630.3571,,14766.9065,,11905.7143,,12699.5882,,16308.1905,,13584.3688,,,,
630.5238,15306.0719,,7540.4127,,8287.52941,,14652.9796,,10117.9574,,,,,
630.6905,,14880.4029,,11933.746,,12638.3529,,16315.3741,,13559.1489,,,,
630.8572,15315.1079,,7542.22222,,8351.58824,,14652.1088,,10122.2411,,,,,
631.0238,,14782.6763,,11917.9683,,12645.2353,,16316.8707,,13578.5816,,,,
631.1906,15268.6619,,7561.71429,,8382.79412,,14679.5918,,10114.1844,,,,,
631.3572,,14834.1295,,11967.1429,,12632.6176,,16306.8844,,13595.9433,,,,
631.5239,15277.7554,,7553.84127,,8365.14706,,14674.3401,,10098.5816,,,,,
631.6905,,14824.6043,,12009.1111,,12649.9706,,16293.551,,13550.7234,,,,
631.8572,15274.1295,,7578,,8342.08824,,14684.3265,,10136.9645,,,,,
632.0239,,14777.4676,,11959.8095,,12671.8235,,16301.6599,,13497.5887,,,,
632.1906,15272.1727,,7549.20635,,8351.44118,,14639.9728,,10098.5532,,,,,
632.3573,,14819.1079,,11929.0159,,12632.8824,,16318.1769,,13511.8582,,,,
632.5239,15344.4317,,7555.39683,,8327.76471,,14658.9932,,10101.5603,,,,,
632.6907,,14860.9784,,11941.7143,,12623.3529,,16266.7755,,13551.0355,,,,
632.8573,15315.6835,,7528.15873,,8370.26471,,14653.0612,,10134.156,,,,,
633.024,,14880.0288,,11922.9524,,12674.6176,,16337.7143,,13545.7021,,,,
633.1906,15216.8921,,7553.96825,,8323.26471,,14656.2177,,10121.7589,,,,,
633.3573,,14813.036,,11961.6825,,12675.2353,,16312.5986,,13522.6667,,,,
633.524,15309.0647,,7543.84127,,8350.67647,,14637.6327,,10118.2128,,,,,
633.6907,,14844.1439,,11961.4603,,12625.2059,,16314.8027,,13520.7376,,,,
633.8573,15289.5827,,7543.20635,,8362,,14650.1769,,10160.1702,,,,,
634.024,,14783.6835,,11943.2698,,12650.5588,,16342.1497,,13525.7872,,,,
634.1907,15294.1871,,7540.98413,,8360.47059,,14663.9456,,10134.922,,,,,
634.3574,,14876.0576,,11907.1429,,12694.1471,,16295.1837,,13516.3404,,,,
634.5241,15267.3094,,7560.8254,,8351.44118,,14639.5102,,10135.8298,,,,,
634.6907,,14770.6187,,11898.5079,,12667.1765,,16284.6531,,13532.4823,,,,
634.8574,15178.8201,,7541.71429,,8326.23529,,14656.5986,,10166.6099,,,,,
635.0241,,14739.0504,,11912.9524,,12634.4118,,16272.517,,13546.6099,,,,
635.1908,15285.295,,7535.1746,,8331.70588,,14637.3878,,10110.6667,,,,,
635.3574,,14797.0647,,11925.1746,,12654.6765,,16288.1088,,13500.9362,,,,
635.5241,15341.4101,,7544.12698,,8306.67647,,14623.1837,,10070.2411,,,,,
635.6908,,14828.1151,,11950.4127,,12667.2647,,16335.1293,,13519.8865,,,,
635.8575,15314.5036,,7567.04762,,8336.85294,,14657.9864,,10108.5957,,,,,
636.0242,,14876.4892,,11963.2698,,12663.3824,,16254.1497,,13532.0284,,,,
636.1908,15246.0719,,7547.84127,,8334.35294,,14596.2449,,10106.7518,,,,,
636.3575,,14810.5036,,11911.5238,,12651.8529,,16284.4898,,13508.2837,,,,
636.5241,15250.446,,7558.66667,,8344.02941,,14597.034,,10122.2979,,,,,
636.6909,,14772.1151,,11941.873,,12641.8235,,16294.0952,,13542.0993,,,,
636.8575,15228.3453,,7554.22222,,8337.61765,,14585.932,,10132.0851,,,,,
637.0242,,14795.9424,,11973.9683,,12669.7941,,16306.4762,,13565.617,,,,
637.1908,15294.1871,,7566.06349,,8296.11765,,14624,,10109.2199,,,,,
637.3576,,14812.6043,,11934.381,,12645.0882,,16291.483,,13582.4681,,,,
637.5242,15272.6331,,7519.55556,,8350.41176,,14648.5986,,10112.1986,,,,,
637.6909,,14811.8273,,11928.5397,,12662.5882,,16269.4694,,13552.7092,,,,
637.8576,15194.8777,,7562.09524,,8346,,14666.8299,,10127.6028,,,,,
638.0242,,14822.0719,,11925.4286,,12660,,16323.6463,,13530.6667,,,,
638.191,15226.1007,,7552.34921,,8328.88235,,14621.034,,10149.9007,,,,,
638.3576,,14758.5899,,11937.7778,,12662.0882,,16304.3537,,13548.9362,,,,
638.5243,15243.6259,,7523.77778,,8292.52941,,14648.3537,,10103.6879,,,,,
638.6909,,14774.7914,,11948.1587,,12646.7353,,16296.2177,,13529.844,,,,
638.8576,15221.7554,,7569.36508,,8324.20588,,14650.2857,,10124.6809,,,,,
639.0243,,14819.3669,,11978.1587,,12659.5588,,16331.7823,,13501.1631,,,,
639.191,15273.2374,,7536.15873,,8334.67647,,14620.4354,,10104.3688,,,,,
