---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
5346.32192,31379.085,,22978.0637,,19956.7164,,13954.9504,,23638.069,,10931.8133,,22990.5772,,17288.4124,,20719.7647,,,,,
5346.48858,,41226.8758,,27173.1975,,25589.8806,,35543.0638,,25162.5655,,20478.08,,33387.0872,,22546.5072,,25697.4379,,,,
5346.65524,31393.6471,,22970.242,,19932.2388,,13979.2908,,23652.9931,,10920.8,,23128.4027,,17334.301,,20694.3791,,,,,
5346.82197,,41244.8105,,27148.051,,25556.597,,36081.6738,,25104.0828,,20275.68,,33328.5101,,22567.6866,,25574.1961,,,,
5346.98863,31337.7255,,23001.2994,,19882.9552,,13916.1702,,23585.0207,,10883.2267,,23091.1678,,17258.4247,,20768.2876,,,,,
5347.15529,,41321.7516,,27179.7707,,25756.7164,,35894.922,,25037.269,,20349.9733,,33555.6242,,22460.6351,,25550.6667,,,,
5347.32195,31264.0261,,22929.7325,,19883.5224,,13950.0142,,23588.2759,,10869.68,,23047.5168,,17303.1918,,20720.6797,,,,,
5347.48869,,41354.4052,,27113.4268,,25776.8955,,35806.0142,,25161.931,,20326.3467,,33157.3423,,22319.5052,,25359.3203,,,,
5347.65535,31359.2418,,22932.9682,,19944.9552,,13970.5816,,23698.3724,,10862.5867,,23050.1208,,17309.9546,,20791.7908,,,,,
5347.82201,,41381.6993,,27217.8599,,25627.4328,,35871.234,,25069.2966,,20346.96,,33292.1611,,22209.5175,,25133.8824,,,,
5347.98867,31383.2418,,22935.0318,,19966.9851,,13948.8511,,23683.4483,,10896.4533,,23084.2416,,17314.0784,,20775.085,,,,,
5348.15533,,41319.6078,,27105.2484,,25622.6269,,36168.0284,,25052.8276,,20499.3067,,33422.3356,,22198.9278,,24941.4379,,,,
5348.32206,31393.6209,,22992.5096,,19918.8955,,13973.7872,,23763.8345,,10891.0933,,23105.7987,,17362.0124,,20860.5752,,,,,
5348.48872,,41340.6797,,27148.2803,,25580.1493,,35568.5106,,25066.2345,,20596.56,,33235.6779,,22167.1258,,24872.4967,,,,
5348.65538,31297.9085,,22947.1847,,19870.3881,,14018.156,,23641.0483,,10888.16,,23110.255,,17412.5526,,20791.0327,,,,,
5348.82204,,41229.1765,,27105.3503,,25449.8806,,35060.766,,25091.2552,,20612.2667,,33124.1879,,22145.0557,,24688.4967,,,,
5348.98878,31345.7778,,22980.3822,,19945.3731,,13979.773,,23689.1862,,10858.48,,23102.255,,17317.8392,,20713.8039,,,,,
5349.15544,,41369.0196,,27167.7962,,25444.1791,,34675.9149,,25114.1241,,20816.56,,33068.9664,,22106.1278,,24608.7059,,,,
5349.3221,31333.7516,,22966.7771,,19963.7612,,14042.2695,,23710.5379,,10826.16,,23053.9866,,17356.1402,,20771.5556,,,,,
5349.48876,,41243.268,,27126.5223,,25455.6418,,34610.4397,,25141.6276,,20658.72,,33131.1678,,22000.6268,,24609.0196,,,,
5349.65542,31326.4052,,22981.0955,,19939.2239,,13959.7447,,23612.469,,10892.9333,,23072,,17287.7196,,20812.4444,,,,,
5349.82215,,41298.5098,,27112.3567,,25359.6716,,34174.4113,,25145.4621,,20431.44,,33003.8658,,22043.4144,,24455.1111,,,,
5349.98881,31327.3203,,22956.9936,,19952.9254,,14074.695,,23639.5034,,10880.6667,,23079.4094,,17315.7608,,20862.5098,,,,,
5350.15547,,41332.9412,,27212.0764,,25226.4478,,34061.7305,,25058.3724,,20161.4933,,32940.5638,,21984.6928,,24364.366,,,,
5350.32213,31334.5882,,22927.5414,,19929.0448,,14032.3972,,23704.8552,,10854.4,,23186.7651,,17312.4948,,20803.3725,,,,,
5350.48887,,41335.0327,,27114.7516,,25264.4179,,33610.7234,,25061.9862,,19998.16,,33585.1812,,22031.6701,,24327.2157,,,,
5350.65553,31207.634,,22948.1019,,19984.4776,,14099.4326,,23688.1931,,10859.3067,,23145.4765,,17320.1814,,20811.4771,,,,,
5350.82219,,41388.6536,,27153.9363,,25170.0597,,33427.8582,,25202.6759,,20040.1333,,33851.8121,,21957.4103,,24360.366,,,,
5350.98885,31305.4902,,22908.2038,,19962.2687,,14050.4965,,23681.4897,,10894.8267,,23129.4765,,17374.3835,,20829.0719,,,,,
5351.15558,,41391.0327,,27199.5159,,25115.403,,32956.9645,,25160.9379,,20612.88,,34227.5436,,21891.7278,,24389.4641,,,,
5351.32224,31384.915,,22939.6943,,19981.8209,,14023.5745,,23591.0897,,10902.5867,,23060.5638,,17284.6186,,20796.6536,,,,,
5351.4889,,41263.7908,,27195.0318,,25020.9851,,32780.6525,,25223.3655,,20608.72,,34332.6443,,21814.6969,,24280.2092,,,,
5351.65556,31301.6471,,22969.9108,,19914.5075,,14100.0284,,23603.2,,10868.7733,,23070.5772,,17337.9959,,20766.1961,,,,,
5351.82222,,41406.902,,27105.7834,,25108.209,,32529.1631,,25119.0897,,20383.1733,,34171.651,,21826.5072,,24214.5621,,,,
5351.98896,31248.2614,,23001.7834,,19955.1642,,14038.1844,,23642.9517,,10894.0267,,23082.2282,,17337.1711,,20827.1634,,,,,
5352.15562,,41360.8366,,27087.7452,,24918.1493,,32185.617,,25083.4483,,20095.7867,,34123.7852,,21856.3959,,24047.9216,,,,
5352.32228,31223.7908,,22894.6242,,19997.3433,,14073.7589,,23616.8552,,10887.68,,23136.0268,,17287.9835,,20833.8301,,,,,
5352.48894,,41322.3268,,27032.5096,,24918.2388,,32042.1844,,25125.4897,,19922.0533,,34117.8792,,21948.767,,24034.8497,,,,
5352.65567,31299.451,,23015.7452,,19973.2239,,14079.7447,,23622.6483,,10879.36,,23095.0067,,17388.2062,,20802.0131,,,,,
5352.82233,,41376.6013,,27132.3822,,25048.2388,,31796.5106,,25093.8759,,19831.1733,,34462.7651,,21998.5155,,23986.1699,,,,
5352.98899,31316.3922,,22958.4713,,19976.209,,14079.9433,,23695.0897,,10885.3333,,23072.6443,,17406.5814,,20771.7386,,,,,
5353.15565,,41307.3725,,27108.8662,,24887.3731,,31771.1489,,25095.5034,,19792.4,,34413.6376,,21971.7608,,23938.902,,,,
5353.32231,31334.1961,,22977.4777,,19951.3433,,14058.7518,,23646.4552,,10853.8933,,23093.0201,,17361.0557,,20816.3399,,,,,
5353.48905,,41377.4118,,27136.9682,,24907.5821,,31357.8723,,25059.3931,,19807.6,,34742.3893,,22172.9649,,23823.9216,,,,
5353.65571,31270.7451,,23016.2803,,19924.7164,,14091.8298,,23623.669,,10874.8533,,23081.047,,17271.3567,,20838.1961,,,,,
5353.82237,,41305.5948,,27100.6879,,25012.0299,,31159.4894,,25094.7586,,19858,,34596.7517,,22187.4804,,23789.5948,,,,
5353.98902,31329.4902,,22920.6624,,19971.9104,,14060.3688,,23690.4552,,10960.2667,,23082.3356,,17348.2227,,20792.3137,,,,,
5354.15576,,41301.2026,,27169.5287,,24837.5224,,31659.7447,,25043.5034,,19845.5467,,34678.5772,,22254.4495,,23875.7647,,,,
5354.32242,31341.5686,,22971.5414,,19925.7313,,14113.305,,23641.9034,,10896.72,,23057.2617,,17411.6289,,20803.1634,,,,,
5354.48908,,41203.9477,,27110.3439,,24796.7463,,31470.6099,,24967.9448,,19853.4933,,34519.4362,,22259.2,,23679.2418,,,,
5354.65574,31222.5098,,22953.9108,,19930.7761,,14071.9149,,23706.2069,,10924.16,,23080.1611,,17377.6825,,20794.0654,,,,,
5354.82248,,41342.9281,,27187.7452,,24758.4478,,31230.9504,,24991.9172,,19925.7067,,34482.5503,,22274.2433,,23775.0065,,,,
5354.98913,31200.2876,,22980.3567,,19914.2388,,14113.2199,,23696.0552,,10882.9333,,23062.094,,17315.5299,,20826.0131,,,,,
5355.15579,,41432.8889,,27089.172,,24707.4925,,31196.7376,,25019.2552,,19903.52,,34217.2886,,22116.1897,,23723.6601,,,,
5355.32245,31316.4444,,22946.9045,,19976.6866,,14044.9078,,23688,,10919.9733,,23039.6242,,17333.1134,,20838.1176,,,,,
5355.48911,,41361.4641,,27133.707,,24690.4478,,31065.1064,,24948.0276,,19835.1733,,34451.3826,,22160.4948,,23758.3791,,,,
5355.65585,31350.1961,,22905.5032,,19975.1343,,14095.2624,,23612.8,,10889.12,,23042.5772,,17352.7423,,20808.915,,,,,
5355.82251,,41278.9804,,27096.5605,,24733.5224,,30911.0638,,25075.5862,,20045.7867,,34271.1946,,22238.7134,,23771.6601,,,,
5355.98917,31317.3333,,22933.5032,,19950.5075,,14114.4681,,23712.7724,,10850.9067,,23072.0537,,17386.5897,,20841.6209,,,,,
5356.15583,,41258.6928,,27114.6497,,24624.4776,,30796.8794,,25110.9517,,20158.4533,,34096.9664,,22194.5072,,23726.3007,,,,
5356.32256,31311.268,,22932.4841,,19971.3433,,14081.617,,23662.2897,,10906.2133,,23132.5906,,17362.6722,,20890.0392,,,,,
5356.48922,,41337.4379,,27080.2293,,24986.5672,,30718.2411,,25034.1793,,20050.56,,34259.9463,,22175.4062,,23763.9739,,,,
5356.65588,31325.2288,,23012.2548,,19945.4925,,14138.2695,,23619.9172,,10913.2,,23056.5101,,17259.5134,,20752.4967,,,,,
5356.82254,,41369.5425,,27213.0701,,25396.3881,,30560,,25061.7103,,20057.04,,34248.5369,,22280.4124,,24065.3333,,,,
5356.9892,31340.3399,,22958.7261,,19939.7612,,14047.4894,,23646.5931,,10954.7733,,23011.3289,,17279.1423,,20800.183,,,,,
5357.15594,,41337.2288,,27125.6561,,25235.7313,,30505.2766,,25200.1379,,20063.7067,,34438.1208,,22366.4825,,24576.4183,,,,
5357.3226,31304.1307,,22998.3949,,19903.0746,,14123.5461,,23696.7724,,10931.7867,,23120.3758,,17394.3753,,20796.732,,,,,
5357.48926,,41336.183,,27189.5287,,25132.2687,,30413.844,,25167.0069,,20414.4,,34415.0604,,22440.2474,,24432.2876,,,,
5357.65592,31206.7451,,22961.121,,19905.0149,,14092.1135,,23665.8207,,10920.3467,,23095.3826,,17331.5959,,20798.1176,,,,,
5357.82265,,41443.2418,,27098.8535,,24955.8806,,30705.4468,,25096.7172,,20304.1067,,34943.5973,,22400.1649,,24224.5752,,,,
5357.98931,31252.2876,,22956.3057,,20000.8657,,14125.2766,,23558.731,,10943.1733,,23092.4027,,17353.666,,20787.7386,,,,,
5358.15597,,41361.098,,27130.4968,,24929.8507,,31532.9362,,25058.3724,,20081.3333,,34740.3758,,22421.7732,,24159.817,,,,
5358.32263,31266.9542,,22988.4076,,19968.8358,,14089.844,,23658.4,,10936.9333,,23018.9262,,17320.8082,,20788.6275,,,,,
5358.48929,,41345.6993,,27122.6752,,24959.403,,31330.7801,,25151.3379,,20041.04,,34789.1812,,22500.2557,,23997.8301,,,,
5358.65603,31225.3072,,22987.3885,,19916.1791,,14046.8652,,23606.2621,,10937.1467,,23037.8792,,17304.5113,,20763.451,,,,,
5358.82269,,41376.9935,,27142.4968,,24879.5522,,31368.6809,,25182.8966,,20094.5867,,34774.255,,22677.3773,,23858.8758,,,,
5358.98935,31203.7647,,23001.1465,,19905.7015,,14004.9078,,23699.0345,,10930.9867,,23065.745,,17415.4227,,20781.9346,,,,,
5359.15601,,41278.3268,,27175.8981,,24845.6119,,31364.4539,,25097.4621,,20492.0533,,34968.2148,,22786.9691,,23838.2484,,,,
5359.32274,31313.4379,,22973.8599,,19962.5373,,14039.5745,,23666.3724,,10870.72,,23119.1141,,17340.4371,,20814.6405,,,,,
5359.4894,,41346.1438,,27163.3121,,24821.6119,,31347.9716,,25078.5379,,20616.24,,35161.7718,,22902.6309,,23702.4314,,,,
5359.65606,31294.2222,,22974.6752,,20000.3582,,14096.766,,23698.731,,10886.4267,,23107.0067,,17315.3649,,20804.2614,,,,,
5359.82272,,41175.5033,,27184.9172,,24771.5522,,31301.6738,,25138.0138,,20524.6667,,35221.4497,,22824.3794,,23815.9477,,,,
5359.98938,31393.0719,,22931.9236,,19931.3134,,14030.1277,,23632.4414,,10901.9733,,23074.255,,17399.7526,,20786.0915,,,,,
5360.15612,,41296.9673,,27130.1911,,24802.7164,,31228.2553,,25229.9586,,20241.52,,35456.2953,,22682.8536,,23913.5948,,,,
5360.32278,31373.9608,,22953.121,,19982.8955,,14044.2553,,23724.7724,,10900.1867,,23039.8658,,17396.3546,,20774.4052,,,,,
5360.48944,,41333.5686,,27146.6242,,24802.4776,,30843.6879,,25294.0966,,20063.7333,,35721.396,,22517.2124,,23777.3856,,,,
5360.6561,31369.5425,,23019.4904,,19926.5075,,14027.7447,,23640,,10897.6,,23084.4832,,17364.0907,,20753.1765,,,,,
5360.82283,,41339.2418,,27174.7006,,25054.6567,,30633.1915,,25140.5793,,20239.7067,,37644.7248,,22469.3113,,23813.4379,,,,
5360.98949,31336.3399,,22912.9936,,19993.194,,14088.766,,23664.4138,,10939.44,,23084.8054,,17342.0206,,20829.2026,,,,,
5361.15615,,41347.7124,,27171.9236,,25003.8209,,30573.3333,,25365.131,,20077.7867,,37053.0201,,22402.4082,,23714.3529,,,,
5361.32281,31173.6471,,23008.1274,,19872.0896,,14067.6879,,23703.2276,,10890.4267,,23068.5101,,17321.666,,20848.1307,,,,,
5361.48947,,41532.8889,,27102.4968,,24878.9851,,30445.5035,,25259.3103,,20114.0267,,36790.0671,,22323.5299,,23736.6536,,,,
5361.65621,31218.5621,,22996.5096,,19982.5373,,14154.1277,,23651.1724,,10881.0133,,23040.0805,,17299.6289,,20786.1438,,,,,
5361.82287,,41316.0261,,27173.707,,24937.5224,,30349.4752,,25338.731,,19992.16,,36177.2081,,22309.9711,,23674.5359,,,,
5361.98953,31348.2614,,22942.7516,,19989.6716,,14097.8156,,23682.3724,,10906.8,,23118.3624,,17404.8,,20781.4379,,,,,
5362.15619,,41406.5359,,27152.7134,,24764.597,,30344.4823,,25268.6069,,20153.6533,,35826.8993,,22261.0144,,23624.0261,,,,
5362.32292,31258.5098,,23011.6433,,19981.0149,,14106.3262,,23635.2,,10913.3333,,23031.1141,,17277.2619,,20800.4183,,,,,
5362.48958,,41346.5098,,27099.6178,,24705.4925,,30290.6099,,25255.0621,,20296.9867,,35717.745,,22197.5423,,23776.6013,,,,
5362.65624,31269.0196,,22960.3822,,19980.4776,,14113.305,,23602.4,,10915.52,,23041.9866,,17388.3052,,20748.2353,,,,,
5362.8229,,41410.902,,27173.7325,,24649.0448,,30353.4184,,25199.9172,,20176.3733,,35321.396,,22013.8887,,23617.8562,,,,
5362.98956,31310.8497,,22927.1847,,20023.4328,,14116.9362,,23586.5379,,10890.0267,,22976.2685,,17381.6412,,20750.3791,,,,,
5363.1563,,41449.5948,,27106.4459,,24654.2985,,30159.9433,,25246.0414,,20010.4,,35130.255,,21935.7031,,23821.8824,,,,
5363.32296,31275.1895,,22886.3949,,20013.403,,14139.9149,,23710.3724,,10874.72,,23081.9597,,17350.0371,,20838.2484,,,,,
5363.48962,,41460.0261,,27137.6815,,24668.0896,,30235.5461,,25182.3724,,19918.4533,,34896.1074,,21896.2804,,23887.0588,,,,
5363.65628,31331.2157,,22925.6306,,20028.4776,,14106.1277,,23658.7586,,10899.04,,23044.1611,,17286.466,,20826.4575,,,,,
5363.82301,,41470.6144,,27258.0382,,24656.0299,,30204.2553,,25222.2897,,19819.9733,,34353.6376,,21936.8247,,23649.3072,,,,
5363.98967,31302.5621,,23018.3694,,19928.8657,,14099.6028,,23653.2414,,10873.04,,23066.9262,,17400.4124,,20764.3137,,,,,
5364.15633,,41443.7647,,27300.9936,,24664.2687,,30414.2411,,25144.0828,,19891.92,,34524.6443,,21836.2722,,23576.5229,,,,
5364.32299,31230.1699,,22907.4904,,20063.3731,,14028.5106,,23592.0828,,10873.1733,,22987.3826,,17389.6247,,20767.8693,,,,,
5364.48965,,41477.9869,,27312.2803,,24620.8955,,30675.6312,,25222.9793,,19823.4133,,34974.7383,,21749.3443,,23473.4118,,,,
5364.65639,31276.6797,,22991.0828,,19993.6119,,14073.9007,,23681.7655,,10880.48,,22966.8188,,17356.0082,,20792.7059,,,,,
5364.82305,,41329.1765,,27257.8599,,24641.8209,,31088.9645,,25217.5448,,20801.7333,,35087.0336,,21827.9588,,23472.8366,,,,
5364.98971,31324.0261,,22946.879,,19917.2239,,14131.1773,,23632.4414,,10919.12,,23077.047,,17357.2948,,20807.5556,,,,,
5365.15637,,41325.4379,,27215.7962,,24583.3134,,31203.7447,,25313.0483,,20829.0933,,35403.7315,,21760.3299,,23399.5294,,,,
5365.3231,31202.2745,,22885.8344,,19976.209,,14083.3475,,23692.5517,,10878.1333,,23035.0604,,17352.6763,,20767.451,,,,,
5365.48976,,41320.4183,,27157.9363,,24571.791,,31730.3546,,25207.6966,,20637.1467,,35269.3423,,21729.9794,,23337.6209,,,,
5365.65642,31252.3922,,22978.2166,,19910.2985,,13996.6809,,23642.731,,10894.48,,23064.7785,,17422.2845,,20791.7386,,,,,
5365.82308,,41267.5294,,27137.4522,,24553.791,,32121.7305,,25223.669,,20386.7467,,35401.4497,,21707.1505,,23460.6797,,,,
5365.98982,31297.8301,,22885.0701,,19956.209,,14047.1489,,23634.2621,,10871.1467,,22983.0336,,17342.5485,,20808.183,,,,,
5366.15648,,41228.8366,,27177.0955,,24672.8358,,33015.8865,,25215.6966,,20358.2933,,35494.2819,,21740.3052,,23549.7516,,,,
5366.32314,31324.4183,,22958.4459,,19993.4925,,14005.3333,,23631.0897,,10894.1067,,23008.2416,,17337.468,,20783.1373,,,,,
5366.4898,,41220.1046,,27159.2357,,24636.6866,,35126.0709,,25189.4621,,20161.2,,35419.7584,,21693.7897,,24291.085,,,,
5366.65646,31200.8366,,22880.7643,,20017.1045,,13918.5248,,23655.5862,,10862.1067,,23043.2483,,17342.0206,,20788.2614,,,,,
5366.82319,,41278.3791,,27148.1783,,24679.1045,,34656.0851,,25163.1172,,20131.12,,35863.3289,,21894.7959,,24234.1961,,,,
5366.98985,31284.8889,,22905.8599,,19930.3284,,13971.5461,,23705.3241,,10897.52,,23042.0671,,17315.4969,,20730.8235,,,,,
5367.15651,,41295.1895,,27160.8662,,24606.5672,,34032.5957,,25237.9034,,20043.2,,35570.4161,,22015.4722,,24522.2222,,,,
5367.32317,31291.2941,,22984.8662,,19941.2239,,13968.0284,,23706.3724,,10927.8667,,22971.4899,,17337.1711,,20756.9412,,,,,
5367.48991,,41359.3725,,27182.5223,,24610.7164,,33734.0426,,25184.0276,,20263.04,,35629.0201,,21878.466,,24680.0261,,,,
5367.65657,31290.1699,,22996.535,,19930.4179,,13943.8298,,23694.3724,,10862.5867,,22948.8591,,17377.9794,,20815.1634,,,,,
5367.82323,,41380.2614,,27174.3694,,24598.6567,,33510.4397,,25249.9862,,20203.92,,35191.8389,,21880.0825,,24588.3922,,,,
5367.98989,31284.549,,22967.0318,,19956.1791,,14079.8298,,23649.6276,,10877.1733,,23032.9128,,17339.0515,,20698.6667,,,,,
5368.15655,,41338.5882,,27163.3885,,24583.194,,33196.5674,,25260.6345,,20134.1067,,35250.0403,,21821.0969,,24438.1699,,,,
5368.32328,31385.9869,,22964.4331,,19970.7164,,14126.2979,,23600.0828,,10898.96,,23023.3557,,17301.9381,,20732.183,,,,,
5368.48994,,41251.8954,,27166.5732,,24932,,33170.8936,,25248.2759,,19923.5467,,35717.8255,,21781.3773,,24247.1111,,,,
5368.6566,31386.0915,,22977.6815,,19973.0448,,14096.3972,,23640.2207,,10941.1733,,22979.302,,17377.6825,,20756.5752,,,,,
5368.82326,,41248.1569,,27247.5924,,25204.6866,,33034.0142,,25210.2621,,19938.6933,,36107.5973,,21886.5485,,24216,,,,
5368.99,31306.0654,,22962.4459,,19918.3284,,14055.5745,,23577.5448,,10918.3733,,23101.7181,,17399.5216,,20785.8562,,,,,
5369.15666,,41325.0196,,27200.0764,,25123.0448,,33317.4184,,25198.7586,,20097.92,,35888.7248,,21862.6969,,24243.9216,,,,
5369.32332,31311.5033,,22980.0255,,19958.6567,,14036.3972,,23633.6,,10936.2133,,22954.0671,,17396.9155,,20777.6993,,,,,
5369.48998,,41312.4967,,27261.4777,,25020.1194,,33106.4965,,25329.8483,,20234.8267,,36600.3221,,21799.7856,,24165.4641,,,,
5369.65664,31411.7647,,22946.0127,,19892.4179,,14122.2128,,23621.4069,,10927.0133,,23108.5638,,17282.8701,,20768.4183,,,,,
5369.82337,,41394.1176,,27186.6497,,24919.7612,,33151.1489,,25303.1724,,20204.3467,,36290.2013,,21859.5299,,24265.6209,,,,
5369.99003,31383.8431,,22999.1338,,19879.7313,,14129.5319,,23692.3862,,10924.72,,23041.7987,,17344.5278,,20758.5098,,,,,
5370.15669,,41349.5686,,27209.121,,24825.2836,,32981.305,,25267.5862,,20097.4133,,36363.651,,21958.1691,,24410.8235,,,,
5370.32335,31404.9673,,23004.0764,,19961.403,,14059.4326,,23641.8759,,10939.36,,22995.7047,,17309.0639,,20769.1503,,,,,
5370.49009,,41350.8758,,27243.5924,,24743.7015,,32765.7021,,25287.8069,,19960.6133,,36270.8725,,21867.3155,,24234.3791,,,,
5370.65675,31435.7908,,22986.0892,,20057.6418,,14070.3546,,23629.4069,,10860.24,,23009.7987,,17331.0021,,20746.6405,,,,,
5370.82341,,41369.4902,,27162.2675,,24576.4478,,33290.9787,,25217.3241,,19992.4267,,36350.3624,,21871.2082,,24647.2157,,,,
5370.99006,31306.1438,,22971.0318,,20006.6269,,14154.6667,,23616.469,,10862.9333,,23037.6376,,17358.9113,,20749.1503,,,,,
5371.1568,,41338.2222,,27273.1465,,24618.5672,,33287.6028,,25213.3517,,20232.4267,,36672.2416,,21774.9443,,24730.0915,,,,
5371.32346,31337.8301,,23011.949,,19976.6866,,14061.6454,,23679.669,,10929.0133,,23021.4228,,17340.3381,,20750.5359,,,,,
5371.49012,,41309.4641,,27181.9618,,24580.2985,,33022.4397,,25311.2552,,20133.3333,,36745.3691,,21701.1464,,24773.9085,,,,
5371.65678,31337.5163,,22950.5987,,19986.0299,,14036.8794,,23706.2621,,10942.3733,,23012.349,,17459.299,,20776,,,,,
5371.82344,,41305.6732,,27171.0318,,24524.3582,,32827.773,,25357.3517,,20075.3067,,38057.1544,,21660.1072,,24536.8889,,,,
5371.99017,31227.5033,,22945.3758,,19984.597,,14080.8511,,23634.1241,,10923.4667,,22936.3758,,17359.6371,,20750.1961,,,,,
5372.15683,,41299.6601,,27217.9873,,24534.1791,,33151.6312,,25467.0069,,20245.4667,,39155.0604,,21712.6598,,24513.4902,,,,
5372.32349,31290.1176,,22937.3758,,19917.9403,,14050.9504,,23608.1655,,10894.32,,22939.5168,,17351.1258,,20837.5425,,,,,
5372.49015,,41271.5294,,27199.5924,,24474.2388,,33098.2411,,25366.8138,,20138.2933,,38767.4094,,21842.5732,,24468.1046,,,,
5372.65689,31303.8954,,22945.7834,,19961.8806,,14058.4681,,23658.5379,,10956.6933,,22890.4966,,17261.0639,,20833.7516,,,,,
5372.82355,,41293.098,,27192.2548,,24636.3582,,33075.9149,,25299.9448,,20383.6267,,38143.5436,,21680.4289,,24346.0915,,,,
5372.99021,31300.5752,,23025.5287,,19987.9701,,14004.227,,23629.7103,,10924.6933,,23016.7248,,17338.3918,,20775.5033,,,,,
5373.15687,,41219.8693,,27191.0573,,24653.6716,,33321.5887,,25340.5517,,20418.1333,,37997.3691,,21669.0474,,24303.3464,,,,
5373.32353,31339.8954,,22986.3694,,19939.2537,,13987.8865,,23635.0069,,10942.4,,22974.6846,,17231.4392,,20696.366,,,,,
5373.49026,,41197.9869,,27266.828,,24623.7015,,33099.3191,,25324.1655,,20201.44,,38189.2349,,21719.5546,,24243.1634,,,,
5373.65692,31304.8366,,23006.4204,,19927.7015,,14011.461,,23651.0897,,10852.88,,22966.5772,,17325.8227,,20790.4837,,,,,
5373.82358,,41389.8039,,27231.0318,,24533.9403,,32912.9645,,25339.2828,,20163.3867,,38226.2013,,21852.0082,,24196.1569,,,,
5373.99024,31397.1242,,23005.6815,,19944.4179,,14018.0426,,23615.6138,,10902.0533,,22913.6376,,17376.1979,,20721.4379,,,,,
5374.15698,,41349.5425,,27307.6433,,24510,,33191.9149,,25271.0621,,20233.7333,,37933.8792,,21713.1216,,24162.902,,,,
5374.32364,31275.085,,22898.5732,,19961.7612,,14026.5248,,23658.069,,10874.96,,22981.2886,,17278.7794,,20786.3268,,,,,
5374.4903,,41321.2288,,27177.5287,,24480.1194,,33093.5035,,25274.069,,20140.4267,,37586.3356,,21931.0515,,24194.6928,,,,
5374.65696,31205.7778,,22882.879,,20017.9104,,14011.7447,,23666.0138,,10888.4267,,23039.4094,,17313.6825,,20772.0523,,,,,
5374.82362,,41191.0327,,27215.7962,,24428.2388,,33256.5674,,25229.3517,,20059.9467,,37344.4295,,21980.9649,,24235.8693,,,,
5374.99035,31322.5621,,22965.8089,,19928.3881,,14057.9291,,23616.0552,,10890.0533,,23044.349,,17294.2186,,20741.9608,,,,,
5375.15701,,41258.1699,,27195.1592,,24282.6567,,34422.2695,,25287.0345,,20062.7733,,37190.1745,,22028.1402,,24221.0458,,,,
5375.32367,31331.085,,22967.6178,,19939.0746,,13998.4397,,23644.7724,,10917.1467,,23092.2953,,17360,,20805.7516,,,,,
5375.49033,,41297.8824,,27264.5096,,24331.8209,,34735.0922,,25300.4138,,20225.5467,,37108.1879,,22085.7732,,24295.6078,,,,
5375.65707,31325.2026,,22995.3376,,19936.806,,14048.7376,,23602.0414,,10905.6267,,23083.1141,,17343.901,,20799.2418,,,,,
5375.82373,,41462.8758,,27215.9745,,24391.0149,,34672.0567,,25298.9517,,20361.8667,,36590.2013,,22102.466,,24392,,,,
5375.99039,31328.5752,,23019.8471,,19892.0896,,13991.2057,,23593.8207,,10963.6267,,23091.7047,,17297.9794,,20840.9935,,,,,
5376.15705,,41379.3725,,27154.1401,,24325.2239,,34601.2482,,25217.131,,20230.0267,,36107.3826,,22129.3526,,24768.6275,,,,
5376.32378,31247.5033,,22940.1529,,19956.6866,,13907.6596,,23646.9517,,10936.3733,,23055.7315,,17388.2722,,20811.5556,,,,,
5376.49044,,41256.915,,27176.3567,,24453.8209,,34745.5887,,25146.2069,,20319.0933,,35223.0872,,22123.9753,,24940.183,,,,
5376.6571,31274.8497,,22948.1019,,20009.9701,,14026.5248,,23567.8621,,10884.2133,,23035.9463,,17383.5216,,20758.9542,,,,,
5376.82376,,41364.0261,,27189.8599,,24412.1194,,34723.1773,,25206.8138,,20681.7867,,34825.5034,,22093.8557,,24835.4771,,,,
5376.99042,31201.4641,,22994.4713,,19949.2537,,13985.9007,,23603.3103,,10917.7867,,22982.6577,,17296.1979,,20703.6863,,,,,
5377.15716,,41417.6732,,27262.7516,,24595.9403,,34763.773,,25113.1034,,20448.8,,34819.8658,,22409.468,,24797.1503,,,,
5377.32382,31294.5621,,22929.6051,,19988.6866,,14058.922,,23611.2276,,10872.7733,,23013.6644,,17364.0247,,20719.6078,,,,,
5377.49048,,41323.8693,,27219.8217,,24502.806,,34919.3475,,25078.0138,,20107.5733,,35041.4228,,22506.8536,,24891.2157,,,,
5377.65714,31267.7908,,23018.8025,,20037.9403,,13954.4113,,23669.7655,,10921.68,,22999.1409,,17329.1546,,20775.4771,,,,,
