---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,F1 Event,F2 Event,F3 Event,F4 Event
Timestamp,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,,,,
2284.95337,,17334.5041,,21777.2063,,16916.0339,,21764.6609,,20304.9,,,,
2285.12001,13517.626,,15829.8413,,13306.7119,,18030.8174,,14673.6,,,,,
2285.28671,,17320.4878,,21740.5397,,16924.5763,,21741.4609,,20354.9667,,,,
2285.45335,13515.6748,,15838.9206,,13272.2373,,17992.8348,,14693.3667,,,,,
2285.62005,,17354.4065,,21803.6508,,16950.7797,,21780.6609,,20317.0667,,,,
2285.78676,13505.3008,,15849.9365,,13266.6441,,17971.6522,,14672,,,,,
2285.95339,,17329.3333,,21792.254,,16944.7458,,21742.0522,,20316.8667,,,,
2286.1201,13525.561,,15794.0635,,13270.5085,,18025.2522,,14705.1333,,,,,
2286.28674,,17353.7236,,21773.5238,,16912.1695,,21744.9739,,20298.7333,,,,
2286.45344,13500.748,,15865.8095,,13280.8814,,18013.3565,,14680.8,,,,,
2286.62008,,17313.626,,21791.873,,16917.7288,,21744.487,,20301.2,,,,
2286.78678,13495.3171,,15845.8413,,13255.6271,,17965.2522,,14671.1333,,,,,
2286.95349,,17336.6829,,21774.4444,,16963.0847,,21790.1913,,20301.1,,,,
2287.12012,13510.7317,,15868.5079,,13259.2542,,17997.9826,,14683.8667,,,,,
2287.28683,,17338.3089,,21788.381,,16937.8983,,21789.7043,,20331.9667,,,,
2287.45347,13545.7886,,15829.9048,,13269.5254,,17990.6087,,14642.0667,,,,,
2287.62017,,17355.5447,,21776.7302,,16941.9322,,21821.0783,,20266.8667,,,,
2287.78681,13530.6341,,15869.0476,,13300.5085,,18019.0609,,14656.3667,,,,,
2287.95351,,17350.0488,,21754.2222,,16957.0508,,21778.9913,,20307.5,,,,
2288.12015,13528.2276,,15829.5238,,13304.7458,,17986.8522,,14694.6,,,,,
2288.28686,,17340.6179,,21755.1111,,16958.4407,,21787.5478,,20334.1,,,,
2288.45356,13538.8618,,15873.9365,,13285.8305,,18000.5913,,14689.3667,,,,,
2288.6202,,17338.3089,,21776.127,,16923.6271,,21747.5826,,20276.1333,,,,
2288.7869,13558.2114,,15819.3651,,13255.7288,,17995.1304,,14690.4333,,,,,
2288.95354,,17370.439,,21760.5397,,16908.339,,21784.6261,,20263.4,,,,
2289.12024,13551.7073,,15857.6825,,13255.322,,18018.7478,,14700.9667,,,,,
2289.28688,,17312.5203,,21745.3968,,16952.5424,,21759.8609,,20276,,,,
2289.45359,13542.2764,,15837.9365,,13272.4407,,18006.2957,,14674.7,,,,,
2289.62029,,17305.4959,,21766.0952,,16943.7288,,21753.7391,,20260.3667,,,,
2289.78693,13533.6911,,15839.6825,,13268.5763,,18014.7478,,14665.7333,,,,,
2289.95363,,17334.4065,,21722.7937,,16893.5254,,21744.6261,,20249.6667,,,,
2290.12027,13529.8211,,15841.3333,,13249.4237,,18013.7391,,14672.7333,,,,,
2290.28697,,17301.8862,,21739.746,,16901.9661,,21774.3652,,20293.6333,,,,
2290.45361,13529.1057,,15849.3333,,13258.6102,,18050.2261,,14712,,,,,
2290.62032,,17328.6179,,21785.619,,16896.3051,,21742.2957,,20316.2667,,,,
2290.78696,13542.7317,,15859.5873,,13244.9492,,17975.0609,,14706.2,,,,,
2290.95366,,17300.813,,21762.0635,,16902.4746,,21739.1652,,20302.1,,,,
2291.12036,13548.5203,,15826.7302,,13256.8136,,18035.6174,,14661.8,,,,,
2291.287,,17314.1789,,21743.873,,16930.0678,,21752.9043,,20285.2,,,,
2291.45371,13517.3333,,15808.4444,,13243.2203,,18058.2261,,14691.9667,,,,,
2291.62034,,17287.1545,,21790.6667,,16890.2373,,21790.713,,20276.3,,,,
2291.78705,13544.3252,,15845.3333,,13240.7458,,18047.5826,,14697.1,,,,,
2291.95369,,17303.8049,,21806.9841,,16900.2034,,21743.8609,,20294.1,,,,
2292.12039,13553.626,,15839.6508,,13244.4068,,18032.6261,,14687.0667,,,,,
2292.28709,,17336.3577,,21774.127,,16921.1864,,21810.5043,,20269.1,,,,
2292.45373,13545.4309,,15849.7778,,13241.5593,,18006.9217,,14654.5667,,,,,
2292.62044,,17318.6992,,21768.7302,,16941.322,,21760.1391,,20272.3,,,,
2292.78708,13542.9593,,15846.7302,,13264.0678,,18029.3217,,14694.3,,,,,
2292.95378,,17277.6585,,21754.5397,,16913.5932,,21792.6957,,20276.2667,,,,
2293.12042,13536.813,,15871.2698,,13289.2881,,18012.5217,,14679.1333,,,,,
2293.28712,,17322.8943,,21771.8413,,16907.8644,,21771.7565,,20288.8,,,,
2293.45376,13510.0488,,15838.8254,,13259.4576,,18018.2957,,14689.8667,,,,,
2293.62046,,17293.7886,,21728.9841,,16904,,21758.5043,,20298.4333,,,,
2293.78717,13552.5528,,15843.3333,,13282.1017,,18027.4783,,14690.4667,,,,,
2293.95381,,17292.748,,21781.1746,,16931.5254,,21753.5652,,20310.9667,,,,
2294.12051,13555.2195,,15844.3492,,13283.0169,,18005.0435,,14710.3667,,,,,
2294.28715,,17316.065,,21731.4921,,16933.7627,,21730.087,,20290.6667,,,,
2294.45385,13538.6992,,15851.2063,,13277.0847,,18021.913,,14707.0667,,,,,
2294.62049,,17317.8211,,21770.6984,,16902.4068,,21733.1478,,20297.2667,,,,
2294.7872,13543.5122,,15867.2381,,13256.9831,,18018.4348,,14678.8667,,,,,
2294.9539,,17290.8618,,21759.3651,,16915.8983,,21753.7043,,20290.0667,,,,
2295.12054,13543.7398,,15878.7619,,13278.5085,,18025.6348,,14698.4,,,,,
2295.28724,,17301.8211,,21756.6667,,16924.6441,,21737.0087,,20296.4333,,,,
2295.45388,13524.3902,,15845.8095,,13251.5254,,17984.2087,,14689.6667,,,,,
2295.62058,,17338.2764,,21772.5714,,16909.3559,,21709.2174,,20258.8333,,,,
2295.78722,13523.7398,,15846.6032,,13275.1864,,18008.4174,,14693.2333,,,,,
2295.95393,,17318.6341,,21744.4127,,16927.2542,,21723.4783,,20238.3,,,,
2296.12057,13539.8374,,15809.873,,13276.4746,,18010.5391,,14648.1333,,,,,
2296.28727,,17287.187,,21759.0159,,16900.2373,,21788.3478,,20291.5667,,,,
2296.45397,13496.3577,,15851.4286,,13281.7288,,18026.5739,,14654.9333,,,,,
2296.62061,,17311.5122,,21755.5556,,16913.4576,,21781.2174,,20289.7333,,,,
2296.78731,13475.6098,,15843.4286,,13312.5085,,18033.913,,14672.2,,,,,
2296.95395,,17275.7073,,21792.8254,,16928.9153,,21770.0522,,20260.2667,,,,
2297.12066,13516.748,,15847.5238,,13262.8814,,18006.5043,,14671.5,,,,,
2297.2873,,17327.252,,21748.5397,,16948.2034,,21718.3652,,20283.4333,,,,
2297.454,13534.0488,,15826.6984,,13260.339,,18000.2783,,14704.5,,,,,
2297.6207,,17279.5122,,21739.873,,16953.661,,21744.313,,20284.8667,,,,
2297.78734,13554.4065,,15838.381,,13297.1186,,18001.3913,,14677.8667,,,,,
2297.95405,,17290.9593,,21726.3175,,16950.0339,,21745.9826,,20270.9667,,,,
2298.12068,13512.4878,,15847.2698,,13284.3729,,18023.8957,,14687.6,,,,,
2298.28739,,17304.4553,,21761.7778,,16948.1356,,21772.1043,,20306.1667,,,,
2298.45403,13532.878,,15840.6984,,13349.5932,,18012.4174,,14627.8667,,,,,
2298.62073,,17269.4309,,21726.5397,,16987.661,,21809.1826,,20282.8,,,,
2298.78743,13542.9593,,15857.6825,,13308.0678,,17971.3739,,14682.5667,,,,,
2298.95407,,17294.1789,,21717.5238,,16973.6271,,21731.2,,20356.2,,,,
2299.12078,13526.1138,,15828.6667,,13377.5593,,17975.8609,,14665.2333,,,,,
2299.28742,,17290.1789,,21725.2698,,16990.4407,,21772.6609,,20336.7,,,,
2299.45412,13546.6992,,15830.5714,,13330.339,,17982.1913,,14670.4333,,,,,
2299.62076,,17309.6911,,21759.3651,,17009.4237,,21743.4783,,20360.5,,,,
2299.78746,13505.1707,,15838.7937,,13322.9492,,18025.3217,,14657.2333,,,,,
2299.9541,,17273.1382,,21750.6667,,16966.8814,,21740.2435,,20287.3333,,,,
2300.1208,13500.4228,,15867.1746,,13343.2203,,18022.7478,,14622.6,,,,,
2300.28751,,17296,,21756.4762,,16975.4576,,21733.7739,,20296.5333,,,,
2300.45415,13522.9593,,15879.873,,13309.8983,,18033.5652,,14662.6667,,,,,
2300.62085,,17289.8862,,21757.8095,,16966.3729,,21747.1304,,20292.5667,,,,
2300.78749,13559.0894,,15852.381,,13353.7627,,18064.9739,,14657.8333,,,,,
2300.95419,,17307.0894,,21767.6825,,16973.1525,,21764,,20277.6,,,,
2301.12083,13554.7317,,15875.3968,,13287.2203,,18029.0435,,14690,,,,,
2301.28754,,17265.9512,,21761.0794,,17006.7119,,21755.0261,,20314.2,,,,
2301.45424,13532.0976,,15831.9683,,13314.1017,,18038.2957,,14695.9333,,,,,
2301.62088,,17280.065,,21746.381,,16963.2203,,21743.4087,,20260.7333,,,,
2301.78758,13530.0488,,15832.8889,,13352.5763,,18025.4957,,14681.9667,,,,,
2301.95422,,17293.9837,,21756.3492,,16967.5593,,21732.5565,,20276.9667,,,,
2302.12092,13530.9593,,15830.254,,13301.1864,,18031.1652,,14689.7,,,,,
2302.28756,,17274.8618,,21762.0952,,16963.8983,,21749.5652,,20251.2667,,,,
2302.45427,13563.6423,,15845.2063,,13312.5763,,17982.4348,,14695.4333,,,,,
2302.6209,,17328.3902,,21696.5397,,16974.5763,,21743.2,,20297.9,,,,
2302.78761,13533.5285,,15838.381,,13294.4068,,18036.9391,,14690.2333,,,,,
2302.95431,,17307.4472,,21758,,17000.7797,,21766.1565,,20320.0333,,,,
2303.12095,13540.1626,,15817.4286,,13280.9153,,18036.1043,,14678.7333,,,,,
2303.28765,,17291.0244,,21745.3651,,16987.2203,,21742.7478,,20280.5333,,,,
2303.45429,13541.8211,,15838.7619,,13286.6102,,18008.2087,,14695,,,,,
2303.621,,17298.3089,,21699.3651,,16961.6271,,21765.3913,,20260.3333,,,,
2303.78764,13531.187,,15829.0794,,13319.2203,,18054.7826,,14704.6667,,,,,
2303.95434,,17256.7154,,21712.6667,,16977.7288,,21740,,20267.3333,,,,
2304.12104,13540.1951,,15801.746,,13297.0847,,18054.1913,,14684.0667,,,,,
2304.28768,,17276.7805,,21705.9365,,16994.339,,21752.4174,,20332.6667,,,,
2304.45439,13516.1301,,15838.6349,,13356.8136,,18031.7913,,14711.8333,,,,,
2304.62102,,17306.3415,,21756.3492,,16979.8983,,21766.9565,,20317.6667,,,,
2304.78773,13528.3252,,15820.6349,,13315.7966,,18065.7043,,14694.7667,,,,,
2304.95437,,17313.0407,,21730.9524,,16982.3051,,21730.4696,,20302.4333,,,,
2305.12107,13526.4715,,15844.4762,,13329.4915,,18068.4522,,14663.9667,,,,,
2305.28771,,17315.7724,,21739.3651,,16966.8475,,21789.1826,,20288.1,,,,
2305.45441,13549.5935,,15845.5556,,13343.1525,,18074.713,,14670.5,,,,,
2305.62112,,17320.9431,,21783.4286,,16974.1356,,21721.7391,,20273.2333,,,,
2305.78776,13526.439,,15842.6984,,13320.8814,,18005.4957,,14671.2333,,,,,
2305.95446,,17287.0894,,21774.254,,16994.0678,,21744.2435,,20331.2333,,,,
2306.1211,13519.6748,,15835.619,,13340.2712,,18013.8087,,14677.2333,,,,,
2306.2878,,17281.1382,,21728.4127,,16965.1186,,21726.1565,,20278.0667,,,,
2306.45444,13540.813,,15817.4921,,13306.6441,,18062.3652,,14713.6333,,,,,
2306.62114,,17306.2764,,21771.9365,,16996.7458,,21771.0609,,20323.9667,,,,
2306.78785,13540.2602,,15869.3333,,13330.1017,,18020.2435,,14668.6,,,,,
2306.95449,,17296.878,,21760.5714,,17000.4407,,21758.3304,,20284.9667,,,,
2307.12119,13500.9756,,15823.4921,,13311.2542,,18047.0957,,14673.5333,,,,,
2307.28783,,17331.4472,,21738.8889,,16984.1695,,21753.9826,,20310.7,,,,
2307.45453,13515.2846,,15831.5873,,13330.1695,,18059.0609,,14691,,,,,
2307.62117,,17323.2846,,21742.5397,,16994.8136,,21773.0087,,20291.3,,,,
2307.78787,13522.7642,,15858.4444,,13310.7797,,18050.4696,,14650,,,,,
2307.95451,,17292.5528,,21729.7143,,16978.9153,,21756.8,,20299.9,,,,
2308.12122,13552.0976,,15830.8571,,13313.9661,,18051.6174,,14684.0667,,,,,
2308.28792,,17336.4553,,21765.3333,,16971.6271,,21761.2522,,20310,,,,
2308.45456,13523.5772,,15827.0159,,13320.4068,,18038.1565,,14684.5667,,,,,
2308.62126,,17291.5447,,21755.619,,16990.678,,21786.7826,,20309.5,,,,
2308.7879,13537.3333,,15842.7302,,13304.8136,,18035.3043,,14676.1667,,,,,
2308.95461,,17330.5691,,21750.8254,,16967.9661,,21762.0522,,20324.8,,,,
2309.12124,13579.7073,,15828.0635,,13335.0508,,18048.2783,,14685.5,,,,,
2309.28795,,17330.8618,,21745.5238,,16975.7288,,21741.5304,,20300.0667,,,,
2309.45465,13595.935,,15825.1429,,13311.0847,,18025.6,,14686.5,,,,,
2309.62129,,17368.8455,,21704.3175,,16972.339,,21769.2522,,20272.8667,,,,
2309.78799,13565.4634,,15833.3333,,13311.1186,,18037.7043,,14653.2,,,,,
2309.95463,,17345.1382,,21778.127,,16998.9492,,21760.3478,,20279.0333,,,,
2310.12134,13531.6098,,15846.7619,,13319.4915,,18075.1652,,14691.6667,,,,,
2310.28798,,17298.374,,21754.7937,,16955.3898,,21777.6348,,20263.6667,,,,
2310.45468,13524.2927,,15818.5714,,13340.4746,,18039.0609,,14700.4,,,,,
2310.62138,,17352.065,,21763.3016,,16992.7797,,21758.9913,,20274.6333,,,,
2310.78802,13505.6911,,15854.8571,,13365.7627,,18060.8,,14683.8667,,,,,
2310.95472,,17269.7236,,21738.2857,,16963.322,,21772.5217,,20248.3333,,,,
2311.12136,13511.252,,15862.4444,,13319.5254,,18090.5391,,14675.6333,,,,,
2311.28807,,17314.8618,,21736,,16991.5254,,21765.913,,20256.6,,,,
2311.45471,13529.3008,,15853.1111,,13331.4237,,18060.6609,,14690.1667,,,,,
2311.62141,,17322.6341,,21745.2381,,16966.7119,,21813.1826,,20256.0667,,,,
2311.78805,13533.4959,,15870.9841,,13329.6271,,18057.9478,,14695.2333,,,,,
2311.95475,,17299.252,,21759.9365,,16981.8644,,21780.313,,20311.9667,,,,
2312.12146,13536.2927,,15818.4444,,13314.4746,,18099.0609,,14698.1667,,,,,
2312.28809,,17339.7398,,21776.4444,,16957.3559,,21813.9826,,20263.5667,,,,
2312.4548,13535.7073,,15837.0159,,13296.1356,,18034.6435,,14664.4,,,,,
2312.62144,,17337.6911,,21757.9683,,16969.0847,,21776.8348,,20279,,,,
2312.78814,13542.4715,,15868.0317,,13296.5085,,18017.1826,,14706.1667,,,,,
2312.95478,,17355.252,,21756.1587,,16984.8475,,21788.0348,,20304.5667,,,,
2313.12148,13548.3902,,15848.7302,,13340.5763,,18066.087,,14672.3,,,,,
2313.28819,,17371.4146,,21743.9048,,16969.2542,,21766.6435,,20264.4,,,,
2313.45483,13549.8211,,15858.1905,,13301.2542,,18023.4783,,14698.3667,,,,,
2313.62153,,17353.0732,,21748.5079,,16990.7458,,21774.2261,,20269.6333,,,,
2313.78817,13546.6016,,15848.8254,,13325.1864,,18053.7739,,14682.4,,,,,
2313.95487,,17354.2439,,21768.2857,,16960.9831,,21779.1652,,20271.2,,,,
2314.12151,13551.3171,,15880.1587,,13346.5085,,18050.2609,,14699.4667,,,,,
2314.28821,,17366.4065,,21767.5556,,16970.1356,,21736.1739,,20266.1667,,,,
2314.45485,13570.9919,,15822.9524,,13314.1695,,18050.713,,14684.3333,,,,,
2314.62156,,17394.1463,,21750.5079,,16974.5763,,21758.4,,20274.2,,,,
2314.78826,13537.9187,,15804.8254,,13311.2542,,18082.1565,,14662.6,,,,,
2314.9549,,17345.1707,,21711.3333,,16933.2881,,21787.3391,,20304.4,,,,
2315.1216,13555.122,,15815.3016,,13338.1017,,18048.1391,,14700.4,,,,,
2315.28824,,17342.1789,,21759.5873,,16969.7627,,21779.6522,,20248.6,,,,
2315.45495,13506.439,,15836.7302,,13302.9153,,18037.7043,,14660.6333,,,,,
2315.62158,,17348.3252,,21763.9683,,16984.4407,,21728.9043,,20293.3,,,,
2315.78829,13535.187,,15829.4603,,13328.7458,,18076.6261,,14692.0667,,,,,
2315.95499,,17318.8618,,21696.1587,,16968.9831,,21847.3739,,20246.3667,,,,
2316.12163,13539.9675,,15864.127,,13296.3051,,18112.8,,14670.2,,,,,
2316.28833,,17384.4878,,21725.6508,,16971.9322,,21775.3043,,20249.9,,,,
2316.45497,13518.1789,,15839.0159,,13312.1017,,18078.4,,14658.5333,,,,,
2316.62168,,17356.2602,,21765.7143,,16963.0508,,21759.3391,,20219.4,,,,
2316.78831,13568.5203,,15842.381,,13324.0678,,18049.8087,,14662.5667,,,,,
2316.95502,,17358.3089,,21774.381,,16961.9322,,21780.8348,,20251.0333,,,,
2317.12166,13510.8293,,15834.2857,,13311.2203,,18045.7739,,14635.6333,,,,,
2317.28836,,17352.878,,21753.2063,,16982.3729,,21793.8087,,20227.5,,,,
2317.45506,13519.1545,,15838.1905,,13276.7797,,18030.3304,,14671,,,,,
2317.6217,,17343.7398,,21769.1429,,16960.0339,,21819.9304,,20233.3333,,,,
2317.78841,13540.2602,,15819.9365,,13300.3051,,18068.9739,,14693.8667,,,,,
2317.95505,,17374.1463,,21767.2698,,17005.0847,,21828.6261,,20257.0333,,,,
2318.12175,13548.2602,,15854.5079,,13310.8814,,18097.5304,,14648.0333,,,,,
2318.28839,,17349.561,,21732.7619,,16991.4576,,21824.0348,,20282.8667,,,,
2318.45509,13516.9756,,15818.8889,,13290.3729,,18032,,14638.4333,,,,,
2318.6218,,17376.2276,,21768.2222,,16959.3559,,21771.0957,,20237.6333,,,,
2318.78843,13526.7317,,15824.8254,,13328.2712,,18013.5304,,14671.1667,,,,,
2318.95514,,17330.6667,,21734.7937,,16960.7458,,21750.0522,,20249.9,,,,
2319.12178,13527.2846,,15858.3492,,13313.322,,18018.2261,,14635.9667,,,,,
2319.28848,,17344.9756,,21726.8889,,16965.4237,,21741.9478,,20283.4,,,,
2319.45512,13500.813,,15833.5873,,13315.1864,,18034.3304,,14672.9,,,,,
2319.62182,,17316.8455,,21732.5079,,16988.6441,,21740.313,,20235.9333,,,,
2319.78853,13528.9106,,15839.7778,,13327.0508,,18038.5739,,14664.0333,,,,,
2319.95517,,17363.252,,21741.3016,,16955.1864,,21765.7739,,20273.2333,,,,
2320.12187,13544.748,,15851.0476,,13333.5593,,18097.4957,,14658,,,,,
2320.28851,,17348.5528,,21739.746,,16950.0678,,21789.3565,,20250.1333,,,,
2320.45521,13536.6179,,15826.9206,,13308.339,,18019.6522,,14661.6,,,,,
2320.62185,,17362.7317,,21774,,16989.8305,,21718.1913,,20282.8333,,,,
2320.78855,13517.5285,,15835.873,,13317.3559,,18027.6174,,14706.5667,,,,,
2320.95519,,17337.6585,,21777.3968,,16950.9831,,21756.5913,,20303.4333,,,,
2321.1219,13570.9268,,15826.6667,,13309.7966,,18027.7565,,14647.7333,,,,,
2321.2886,,17325.9837,,21747.4603,,16994.7119,,21773.5304,,20286.6667,,,,
2321.45524,13549.8862,,15823.3651,,13302.9492,,18068.9739,,14707.8,,,,,
2321.62194,,17317.8211,,21754.381,,16968.5424,,21724.4522,,20306.8,,,,
2321.78858,13540.5203,,15872.0317,,13341.2881,,18011.4783,,14710.8333,,,,,
2321.95529,,17352.1301,,21737.8095,,16973.1186,,21762.9913,,20266.5,,,,
2322.12192,13536.1301,,15857.873,,13311.1864,,18026.6087,,14690.9,,,,,
2322.28863,,17332.2602,,21754.127,,17007.661,,21782.6087,,20265,,,,
2322.45533,13533.3008,,15838.1905,,13331.7966,,18029.7043,,14664.3667,,,,,
2322.62197,,17295.4146,,21704.7302,,16950.7797,,21709.287,,20221.8,,,,
2322.78867,13513.3984,,15839.0794,,13319.9661,,18077.1478,,14681.3333,,,,,
2322.95531,,17291.7398,,21759.6508,,16968.8136,,21711.9304,,20273.2,,,,
2323.12202,13523.5772,,15841.1429,,13344.4068,,18042.5739,,14686.3,,,,,
2323.28865,,17311.6098,,21718.9206,,16979.6949,,21769.7739,,20321.4333,,,,
2323.45536,13490.1789,,15786.4127,,13305.661,,18096.0696,,14675.8,,,,,
2323.622,,17334.6667,,21717.619,,16995.0508,,21810.6087,,20301.4333,,,,
2323.7887,13542.6667,,15783.4286,,13324.0339,,18110.9217,,14671.9,,,,,
2323.9554,,17339.8049,,21739.6508,,16945.3898,,21781.9826,,20248.3333,,,,
2324.12204,13544,,15789.6508,,13326.7458,,18092.4174,,14665.1,,,,,
2324.28875,,17315.8699,,21755.8413,,16972.2712,,21725.5652,,20271.4667,,,,
2324.45539,13515.3496,,15819.5873,,13337.8983,,18070.887,,14669.7333,,,,,
2324.62209,,17305.3659,,21757.8095,,16981.1525,,21783.513,,20217.6333,,,,
2324.78873,13486.2439,,15822,,13324.8475,,18080.1043,,14675,,,,,
2324.95543,,17345.1707,,21760.381,,16993.8305,,21792.0348,,20244.6333,,,,
2325.12214,13533.6911,,15808.8889,,13306.2712,,18045.0435,,14677.1333,,,,,
2325.28877,,17340.065,,21744.3492,,16978.4068,,21784.8696,,20229.6333,,,,
2325.45548,13513.2683,,15801.4921,,13329.4237,,18041.9826,,14665.7,,,,,
2325.62212,,17327.0894,,21723.0476,,16981.5593,,21744.0348,,20243.7,,,,
2325.78882,13541.5285,,15771.7778,,13313.3898,,18054.2609,,14644.3667,,,,,
2325.95546,,17314.9919,,21754.2857,,16944.7797,,21786.887,,20294.1333,,,,
2326.12216,13527.8699,,15793.1429,,13277.4915,,18032.8348,,14692.7333,,,,,
2326.2888,,17306.2114,,21760.6667,,16958.9153,,21762.2609,,20233.3333,,,,
2326.45551,13482.5691,,15806.5397,,13329.6949,,18050.8522,,14702.2333,,,,,
2326.62221,,17353.7561,,21759.6825,,16961.7288,,21790.4696,,20273.1667,,,,
2326.78885,13514.0163,,15775.2063,,13295.322,,18020.4522,,14671.6667,,,,,
2326.95555,,17305.8537,,21792.2222,,16949.9322,,21714.2261,,20295.1667,,,,
2327.12219,13500.1951,,15817.2063,,13344.1017,,18049.287,,14678.5667,,,,,
2327.28889,,17290.9268,,21765.2381,,16998.2712,,21776.3478,,20272.9,,,,
2327.45553,13551.9024,,15758.4127,,13335.1525,,18063.6522,,14682.4667,,,,,
2327.62224,,17286.3415,,21722.8571,,16968.9492,,21724.7304,,20301.8667,,,,
2327.78894,13511.9024,,15810.9206,,13343.2881,,18063.8609,,14718.7333,,,,,
2327.95558,,17306.6016,,21721.7143,,16956.678,,21755.5478,,20284.5333,,,,
2328.12228,13513.9837,,15800.254,,13347.0169,,18089.3217,,14707.5333,,,,,
2328.28892,,17304.1951,,21734.7302,,16991.2881,,21778.5391,,20242.0333,,,,
2328.45562,13510.1789,,15812.6984,,13340.0339,,18087.8261,,14668.2667,,,,,
2328.62226,,17311.0894,,21677.4286,,16962.2034,,21747.2,,20244.9667,,,,
2328.78897,13525.7561,,15771.746,,13317.8983,,18048.8696,,14672.2667,,,,,
2328.95567,,17309.1057,,21716.5397,,16967.1525,,21758.4348,,20248,,,,
2329.12231,13481.5285,,15804,,13315.2203,,18076.313,,14685.4,,,,,
2329.28901,,17307.935,,21766.3492,,16965.5593,,21786.713,,20287.5667,,,,
2329.45565,13518.3089,,15794.3175,,13336.1695,,18063.4087,,14670.9333,,,,,
2329.62236,,17295.0244,,21752.0952,,17012.1356,,21790.5391,,20268,,,,
2329.78899,13511.4472,,15817.1746,,13324.339,,18016.4522,,14682.2667,,,,,
2329.9557,,17348.4553,,21770.8254,,16983.7966,,21773.8087,,20280.2,,,,
2330.12234,13532.4878,,15826.8571,,13295.4576,,18040.8696,,14643.1667,,,,,
2330.28904,,17311.0894,,21716.1587,,16989.7966,,21748.3826,,20257.8,,,,
2330.45574,13529.3333,,15807.9365,,13342.0678,,18060.0696,,14663.8333,,,,,
2330.62238,,17322.2439,,21748.381,,16954.6102,,21760.4174,,20235.5333,,,,
2330.78909,13541.8862,,15787.0476,,13344.1356,,18070.4,,14665.0333,,,,,
2330.95573,,17276.3577,,21738.4444,,16969.5254,,21774.2957,,20256.1667,,,,
2331.12243,13522.5366,,15784.9206,,13354.9153,,18096.2087,,14642.1,,,,,
2331.28907,,17333.2358,,21726.4444,,16995.7627,,21767.0261,,20264.7667,,,,
2331.45577,13506.7967,,15791.619,,13335.8644,,18074.4696,,14655.3,,,,,
2331.62248,,17311.935,,21739.6825,,16955.8305,,21762.0174,,20289.3667,,,,
2331.78911,13505.626,,15827.1429,,13314.2034,,18088.7652,,14683.9,,,,,
2331.95582,,17285.8862,,21737.9683,,16969.322,,21801.6,,20221.7,,,,
2332.12246,13507.4472,,15787.5873,,13296.8136,,18103.7217,,14649.7,,,,,
2332.28916,,17271.0244,,21741.9683,,16987.2542,,21763.7913,,20267.6333,,,,
2332.4558,13486.7967,,15786.381,,13297.4237,,18097.5652,,14663.8667,,,,,
2332.6225,,17332.6829,,21735.6825,,16976.6441,,21784.2435,,20223.8333,,,,
2332.78914,13516.1301,,15791.1429,,13349.4915,,18115.2696,,14651.6,,,,,
2332.95584,,17304.5854,,21755.5873,,16992.4746,,21773.4609,,20257.4,,,,
2333.12255,13510.3089,,15822.6667,,13327.4237,,18069.4609,,14686.6,,,,,
2333.28919,,17294.439,,21756.5714,,16975.1864,,21809.4609,,20229.3333,,,,
2333.45589,13507.1545,,15796.7937,,13342.6102,,18058.3652,,14636.1333,,,,,
2333.62253,,17288.813,,21731.9048,,16972.8814,,21796.6609,,20220.9,,,,
2333.78923,13507.7398,,15766.127,,13325.322,,18088.7304,,14678.6333,,,,,
2333.95587,,17347.7398,,21756.127,,16972.5085,,21781.8783,,20247.6333,,,,
2334.12258,13509.2033,,15823.746,,13333.2542,,18042.0522,,14675.9,,,,,
2334.28928,,17330.5041,,21744.0952,,16999.3559,,21795.687,,20255.1333,,,,
2334.45592,13522.7642,,15834.6667,,13314.8814,,18090.8174,,14649.5333,,,,,
2334.62262,,17387.0569,,21756.1587,,16988.2034,,21757.0435,,20236,,,,
2334.78926,13520.2602,,15801.9048,,13322.6441,,18070.1217,,14676.1333,,,,,
2334.95596,,17346.6667,,21762.7302,,16995.661,,21802.887,,20261.3333,,,,
2335.1226,13531.9675,,15783.0794,,13329.8983,,18075.1304,,14660.8667,,,,,
2335.28931,,17335.2846,,21735.9365,,16935.1864,,21745.8783,,20223.7333,,,,
2335.45601,13544,,15796.5079,,13325.2542,,18093.1478,,14696.2667,,,,,
2335.62265,,17336.3577,,21772.6984,,16986.8136,,21787.8261,,20306.6,,,,
2335.78935,13545.7561,,15800.5397,,13312.3051,,18074.1217,,14660.0667,,,,,
2335.95599,,17316.7154,,21732.0317,,17004.5085,,21791.1652,,20278.3,,,,
2336.1227,13511.8374,,15797.873,,13307.6949,,18056.5565,,14666.8667,,,,,
2336.28933,,17376.1626,,21733.5238,,16976.7458,,21767.2348,,20305.8333,,,,
2336.45604,13513.1707,,15791.0476,,13321.1525,,18035.6522,,14684.9333,,,,,
2336.62268,,17328.1301,,21738.4127,,16989.6949,,21748.3826,,20282.5,,,,
2336.78938,13560.3902,,15829.1429,,13301.4915,,18083.1652,,14683.4667,,,,,
2336.95608,,17345.1057,,21722.5079,,16984.8475,,21769.7043,,20261.2667,,,,
2337.12272,13522.439,,15788.6032,,13308.0339,,18065.2174,,14707.7667,,,,,
